Substructure,Frequency1
COC(CNC(=O)C(C)N(C)C)C(O)CO,1
CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C,1
CC(C(=O)NCCOC(S)CO)N(C)C,1
CSCOCCNC(=O)C(C)N(C)C,1
CC(C(=O)NCCOCC(O)CO)N(C)C,1
CNC(C)C(=O)NC(C(C)Cl)C(O)CO,1
CNC(C)C(=O)NC(COC)C(C)Cl,1
CCC(NC(=O)C(C)NC)C(CO)OC,1
CCC(NC(=O)C(C)NC)C(O)C(O)CO,1
CCC(COCS)NC(=O)C(C)NC,1
CCC(COCCO)NC(=O)C(C)NC,1
CNC(C)C(=O)NC(CCl)C(CO)OC,1
CNC(C)C(=O)NC(CCl)C(O)C(O)CO,1
CNC(C)C(=O)NC(CCl)COCS,1
CNC(C)C(=O)NC(CCl)COCCO,1
CNC(C)C(=O)NC(C)C(CO)OCS,1
CNC(C)C(=O)NC(C)C(CO)OCCO,1
CNC(C)C(=O)NC(C)C(OC)C(O)CO,1
CNC(C)C(=O)NC(C)C(O)C(O)C(O)CO,1
CNC(C)C(=O)NC(C)COC(S)CO,1
CNC(C)C(=O)NC(C)COCSC,1
CNC(C)C(=O)NC(C)COCC(O)CO,1
CNC(C)C(=O)NCC(OCS)C(O)CO,1
CNC(C)C(=O)NCC1OCC(O)C(O)C1O,1
CNC(C)C(=O)NCC(CO)OC(S)CO,1
CNC(C)C(=O)NCC(CO)OCSC,1
CNC(C)C(=O)NCCOC(CO)SC,1
CNC(C)C(=O)NCCOC(S)C(O)CO,1
COC(CO)C(NC(=O)C(C)N)C(C)Cl,1
CC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,1
CC(N)C(=O)NC(COCS)C(C)Cl,1
CC(N)C(=O)NC(COCCO)C(C)Cl,1
CCC(NC(=O)C(C)N)C(CO)OCS,1
CCC(NC(=O)C(C)N)C(CO)OCCO,1
CCC(NC(=O)C(C)N)C(OC)C(O)CO,1
CCC(NC(=O)C(C)N)C(O)C(O)C(O)CO,1
CCC(COC(S)CO)NC(=O)C(C)N,1
CCC(COCSC)NC(=O)C(C)N,1
CCC(COCC(O)CO)NC(=O)C(C)N,1
CC(N)C(=O)NC(CCl)C(CO)OCS,1
CC(N)C(=O)NC(CCl)C(CO)OCCO,1
COC(C(O)CO)C(CCl)NC(=O)C(C)N,1
CC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,1
CC(N)C(=O)NC(CCl)COC(S)CO,1
CSCOCC(CCl)NC(=O)C(C)N,1
CC(N)C(=O)NC(CCl)COCC(O)CO,1
CC(N)C(=O)NC(C)C(OCS)C(O)CO,1
CC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,1
CC(N)C(=O)NC(C)C(CO)OC(S)CO,1
CSCOC(CO)C(C)NC(=O)C(C)N,1
CSC(CO)OCC(C)NC(=O)C(C)N,1
CC(COC(S)C(O)CO)NC(=O)C(C)N,1
CC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,1
CSCOC(CNC(=O)C(C)N)C(O)CO,1
CSC(CO)OC(CO)CNC(=O)C(C)N,1
CSC(OCCNC(=O)C(C)N)C(O)CO,1
CCC(=O)NC(C(C)Cl)C(CO)OCS,1
CCC(=O)NC(C(C)Cl)C(CO)OCCO,1
CCC(=O)NC(C(C)Cl)C(OC)C(O)CO,1
CCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1
CCC(=O)NC(COC(S)CO)C(C)Cl,1
CCC(=O)NC(COCSC)C(C)Cl,1
CCC(=O)NC(COCC(O)CO)C(C)Cl,1
CCC(=O)NC(CC)C(OCS)C(O)CO,1
CCC(=O)NC(CC)C1OCC(O)C(O)C1O,1
CCC(=O)NC(CC)C(CO)OC(S)CO,1
CCC(=O)NC(CC)C(CO)OCSC,1
CCC(=O)NC(CC)COC(CO)SC,1
CCC(=O)NC(CC)COC(S)C(O)CO,1
CCC(=O)NC(CCl)C(OCS)C(O)CO,1
CCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1
CCC(=O)NC(CCl)C(CO)OC(S)CO,1
CCC(=O)NC(CCl)C(CO)OCSC,1
CCC(=O)NC(CCl)COC(CO)SC,1
CCC(=O)NC(CCl)COC(S)C(O)CO,1
CCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1
CCC(=O)NC(C)C(OCSC)C(O)CO,1
CCC(=O)NC(C)C(CO)OC(CO)SC,1
CCC(=O)NC(C)COC(SC)C(O)CO,1
CCC(=O)NCC1OC(SC)C(O)C(O)C1O,1
CC(Cl)C(NC(=O)CN(C)C)C(O)CO,1
COCC(NC(=O)CN(C)C)C(C)Cl,1
CCC(NC(=O)CN(C)C)C(CO)OC,1
CCC(NC(=O)CN(C)C)C(O)C(O)CO,1
CCC(COCS)NC(=O)CN(C)C,1
CCC(COCCO)NC(=O)CN(C)C,1
COC(CO)C(CCl)NC(=O)CN(C)C,1
CN(C)CC(=O)NC(CCl)C(O)C(O)CO,1
CN(C)CC(=O)NC(CCl)COCS,1
CN(C)CC(=O)NC(CCl)COCCO,1
CC(NC(=O)CN(C)C)C(CO)OCS,1
CC(NC(=O)CN(C)C)C(CO)OCCO,1
COC(C(O)CO)C(C)NC(=O)CN(C)C,1
CC(NC(=O)CN(C)C)C(O)C(O)C(O)CO,1
CC(COC(S)CO)NC(=O)CN(C)C,1
CSCOCC(C)NC(=O)CN(C)C,1
CC(COCC(O)CO)NC(=O)CN(C)C,1
CN(C)CC(=O)NCC(OCS)C(O)CO,1
CN(C)CC(=O)NCC1OCC(O)C(O)C1O,1
CN(C)CC(=O)NCC(CO)OC(S)CO,1
CSCOC(CO)CNC(=O)CN(C)C,1
CSC(CO)OCCNC(=O)CN(C)C,1
CN(C)CC(=O)NCCOC(S)C(O)CO,1
CNCC(=O)NC(C(C)Cl)C(CO)OC,1
CNCC(=O)NC(C(C)Cl)C(O)C(O)CO,1
CNCC(=O)NC(COCS)C(C)Cl,1
CNCC(=O)NC(COCCO)C(C)Cl,1
CCC(NC(=O)CNC)C(CO)OCS,1
CCC(NC(=O)CNC)C(CO)OCCO,1
CCC(NC(=O)CNC)C(OC)C(O)CO,1
CCC(NC(=O)CNC)C(O)C(O)C(O)CO,1
CCC(COC(S)CO)NC(=O)CNC,1
CCC(COCSC)NC(=O)CNC,1
CCC(COCC(O)CO)NC(=O)CNC,1
CNCC(=O)NC(CCl)C(CO)OCS,1
CNCC(=O)NC(CCl)C(CO)OCCO,1
CNCC(=O)NC(CCl)C(OC)C(O)CO,1
CNCC(=O)NC(CCl)C(O)C(O)C(O)CO,1
CNCC(=O)NC(CCl)COC(S)CO,1
CNCC(=O)NC(CCl)COCSC,1
CNCC(=O)NC(CCl)COCC(O)CO,1
CNCC(=O)NC(C)C(OCS)C(O)CO,1
CNCC(=O)NC(C)C1OCC(O)C(O)C1O,1
CNCC(=O)NC(C)C(CO)OC(S)CO,1
CNCC(=O)NC(C)C(CO)OCSC,1
CNCC(=O)NC(C)COC(CO)SC,1
CNCC(=O)NC(C)COC(S)C(O)CO,1
CNCC(=O)NCC1OC(S)C(O)C(O)C1O,1
CNCC(=O)NCC(OCSC)C(O)CO,1
CNCC(=O)NCC(CO)OC(CO)SC,1
CNCC(=O)NCCOC(SC)C(O)CO,1
CC(Cl)C(NC(=O)CN)C(CO)OCS,1
CC(Cl)C(NC(=O)CN)C(CO)OCCO,1
COC(C(O)CO)C(NC(=O)CN)C(C)Cl,1
CC(Cl)C(NC(=O)CN)C(O)C(O)C(O)CO,1
CC(Cl)C(COC(S)CO)NC(=O)CN,1
CSCOCC(NC(=O)CN)C(C)Cl,1
CC(Cl)C(COCC(O)CO)NC(=O)CN,1
CCC(NC(=O)CN)C(OCS)C(O)CO,1
CCC(NC(=O)CN)C1OCC(O)C(O)C1O,1
CCC(NC(=O)CN)C(CO)OC(S)CO,1
CCC(NC(=O)CN)C(CO)OCSC,1
CCC(COC(CO)SC)NC(=O)CN,1
CCC(COC(S)C(O)CO)NC(=O)CN,1
NCC(=O)NC(CCl)C(OCS)C(O)CO,1
NCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1
NCC(=O)NC(CCl)C(CO)OC(S)CO,1
CSCOC(CO)C(CCl)NC(=O)CN,1
CSC(CO)OCC(CCl)NC(=O)CN,1
NCC(=O)NC(CCl)COC(S)C(O)CO,1
CC(NC(=O)CN)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(C)NC(=O)CN,1
CSC(CO)OC(CO)C(C)NC(=O)CN,1
CSC(OCC(C)NC(=O)CN)C(O)CO,1
CSC1OC(CNC(=O)CN)C(O)C(O)C1O,1
CC(=O)NC(C(C)Cl)C(OCS)C(O)CO,1
CC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1
CC(=O)NC(C(C)Cl)C(CO)OC(S)CO,1
CSCOC(CO)C(NC(C)=O)C(C)Cl,1
CSC(CO)OCC(NC(C)=O)C(C)Cl,1
CC(=O)NC(COC(S)C(O)CO)C(C)Cl,1
CCC(NC(C)=O)C1OC(S)C(O)C(O)C1O,1
CCC(NC(C)=O)C(OCSC)C(O)CO,1
CCC(NC(C)=O)C(CO)OC(CO)SC,1
CCC(COC(SC)C(O)CO)NC(C)=O,1
CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(CCl)NC(C)=O,1
CSC(CO)OC(CO)C(CCl)NC(C)=O,1
CSC(OCC(CCl)NC(C)=O)C(O)CO,1
CSC1OC(C(C)NC(C)=O)C(O)C(O)C1O,1
CC(Cl)C(NC=O)C1OC(S)C(O)C(O)C1O,1
CSCOC(C(O)CO)C(NC=O)C(C)Cl,1
CSC(CO)OC(CO)C(NC=O)C(C)Cl,1
CSC(OCC(NC=O)C(C)Cl)C(O)CO,1
CCC(NC=O)C1OC(SC)C(O)C(O)C1O,1
CSC1OC(C(CCl)NC=O)C(O)C(O)C1O,1
CSC1OC(CC(C)Cl)C(O)C(O)C1O,1
CCCC1CNC(C(=O)NC(C)CO)C1,1
CCCNC(=O)C1CC(CCC)CN1,1
CCCC1CNC(C(=O)NCCCl)C1,1
CCCC1CC(C(=O)NCC)N(C)C1,1
CCCC1CNC(C(=O)NCC(O)CO)C1,1
CCCC1CNC(C(=O)NCCOC)C1,1
CCCC1CC(C(=O)NCCO)N(C)C1,1
CCCC(C)CCC(=O)NC(CC)CO,1
CCCC(C)CCC(=O)NC(CO)CCl,1
CCCC(C)CCC(=O)NC(C)C(O)CO,1
CCCC(C)CCC(=O)NC(C)COC,1
CCCC(C)CCC(=O)NCC(C)Cl,1
CCCC(C)CCC(=O)NCC(CO)OC,1
CCCC(C)CCC(=O)NCC(O)C(O)CO,1
CCCC(C)CCC(=O)NCCOCS,1
CCCC(C)CCC(=O)NCCOCCO,1
CCCCCC(N)C(=O)NC(CC)CO,1
CCCCCC(N)C(=O)NC(CO)CCl,1
CCCCCC(N)C(=O)NC(C)C(O)CO,1
CCCCCC(N)C(=O)NC(C)COC,1
CCCCCC(NC)C(=O)NC(C)CO,1
CCCCCC(N)C(=O)NCC(C)Cl,1
CCCCCC(NC)C(=O)NCCC,1
CCCCCC(NC)C(=O)NCCCl,1
CCCCCC(N)C(=O)NCC(CO)OC,1
CCCCCC(N)C(=O)NCC(O)C(O)CO,1
CCCCCC(NC)C(=O)NCC(O)CO,1
CCCCCC(N)C(=O)NCCOCS,1
CCCCCC(N)C(=O)NCCOCCO,1
CCCCCC(NC)C(=O)NCCOC,1
CCCCCCC(=O)NC(CO)C(C)Cl,1
CCCCCCC(=O)NC(CC)C(O)CO,1
CCCCCCC(=O)NC(CC)COC,1
CCCCCCC(=O)NC(CCl)C(O)CO,1
CCCCCCC(=O)NC(CCl)COC,1
CCCCCCC(=O)NC(C)C(CO)OC,1
CCCCCCC(=O)NC(C)C(O)C(O)CO,1
CCCCCCC(=O)NC(C)COCS,1
CCCCCCC(=O)NC(C)COCCO,1
CCCCCCC(=O)NCC(CO)OCS,1
CCCCCCC(=O)NCC(CO)OCCO,1
CCCCCCC(=O)NCC(OC)C(O)CO,1
CCCCCCC(=O)NCC(O)C(O)C(O)CO,1
CCCCCCC(=O)NCCOC(S)CO,1
CCCCCCC(=O)NCCOCSC,1
CCCCCCC(=O)NCCOCC(O)CO,1
CCCCCNCC(=O)NC(CC)CO,1
CCCCCNCC(=O)NC(CO)CCl,1
CCCCCNCC(=O)NC(C)C(O)CO,1
CCCCCNCC(=O)NC(C)COC,1
CCCCCN(C)CC(=O)NC(C)CO,1
CCCCCNCC(=O)NCC(C)Cl,1
CCCCCN(C)CC(=O)NCCC,1
CCCCCN(C)CC(=O)NCCCl,1
CCCCCNCC(=O)NCC(CO)OC,1
CCCCCNCC(=O)NCC(O)C(O)CO,1
CCCCCN(C)CC(=O)NCC(O)CO,1
CCCCCNCC(=O)NCCOCS,1
CCCCCNCC(=O)NCCOCCO,1
CCCCCN(C)CC(=O)NCCOC,1
CCC1CNC(C(=O)NC(CC)CO)C1,1
CCC1CNC(C(=O)NC(CO)CCl)C1,1
CCC1CNC(C(=O)NC(C)C(O)CO)C1,1
CCC1CNC(C(=O)NC(C)COC)C1,1
CCC1CC(C(=O)NC(C)CO)N(C)C1,1
CCC1CNC(C(=O)NCC(C)Cl)C1,1
CCCNC(=O)C1CC(CC)CN1C,1
CCC1CC(C(=O)NCCCl)N(C)C1,1
CCC1CNC(C(=O)NCC(CO)OC)C1,1
CCC1CNC(C(=O)NCC(O)C(O)CO)C1,1
CCC1CC(C(=O)NCC(O)CO)N(C)C1,1
CCC1CNC(C(=O)NCCOCS)C1,1
CCC1CNC(C(=O)NCCOCCO)C1,1
CCC1CC(C(=O)NCCOC)N(C)C1,1
CCC(C)CCC(=O)NC(CO)C(C)Cl,1
CCC(C)CCC(=O)NC(CC)C(O)CO,1
CCC(C)CCC(=O)NC(CC)COC,1
CCC(C)CCC(=O)NC(CCl)C(O)CO,1
CCC(C)CCC(=O)NC(CCl)COC,1
CCC(C)CCC(=O)NC(C)C(CO)OC,1
CCC(C)CCC(=O)NC(C)C(O)C(O)CO,1
CCC(C)CCC(=O)NC(C)COCS,1
CCC(C)CCC(=O)NC(C)COCCO,1
CCC(C)CCC(=O)NCC(CO)OCS,1
CCC(C)CCC(=O)NCC(CO)OCCO,1
CCC(C)CCC(=O)NCC(OC)C(O)CO,1
CCC(C)CCC(=O)NCC(O)C(O)C(O)CO,1
CCC(C)CCC(=O)NCCOC(S)CO,1
CCC(C)CCC(=O)NCCOCSC,1
CCC(C)CCC(=O)NCCOCC(O)CO,1
CCCCC(NC)C(=O)NC(CC)CO,1
CCCCC(NC)C(=O)NC(CO)CCl,1
CCCCC(NC)C(=O)NC(C)C(O)CO,1
CCCCC(NC)C(=O)NC(C)COC,1
CCCCC(NC)C(=O)NCC(C)Cl,1
CCCCC(NC)C(=O)NCC(CO)OC,1
CCCCC(NC)C(=O)NCC(O)C(O)CO,1
CCCCC(NC)C(=O)NCCOCS,1
CCCCC(NC)C(=O)NCCOCCO,1
CCCCC(N)C(=O)NC(CO)C(C)Cl,1
CCCCC(N)C(=O)NC(CC)C(O)CO,1
CCCCC(N)C(=O)NC(CC)COC,1
CCCCC(N)C(=O)NC(CCl)C(O)CO,1
CCCCC(N)C(=O)NC(CCl)COC,1
CCCCC(N)C(=O)NC(C)C(CO)OC,1
CCCCC(N)C(=O)NC(C)C(O)C(O)CO,1
CCCCC(N)C(=O)NC(C)COCS,1
CCCCC(N)C(=O)NC(C)COCCO,1
CCCCC(N)C(=O)NCC(CO)OCS,1
CCCCC(N)C(=O)NCC(CO)OCCO,1
CCCCC(N)C(=O)NCC(OC)C(O)CO,1
CCCCC(N)C(=O)NCC(O)C(O)C(O)CO,1
CCCCC(N)C(=O)NCCOC(S)CO,1
CCCCC(N)C(=O)NCCOCSC,1
CCCCC(N)C(=O)NCCOCC(O)CO,1
CCCCCC(=O)NC(C(C)Cl)C(O)CO,1
CCCCCC(=O)NC(COC)C(C)Cl,1
CCCCCC(=O)NC(CC)C(CO)OC,1
CCCCCC(=O)NC(CC)C(O)C(O)CO,1
CCCCCC(=O)NC(CC)COCS,1
CCCCCC(=O)NC(CC)COCCO,1
CCCCCC(=O)NC(CCl)C(CO)OC,1
CCCCCC(=O)NC(CCl)C(O)C(O)CO,1
CCCCCC(=O)NC(CCl)COCS,1
CCCCCC(=O)NC(CCl)COCCO,1
CCCCCC(=O)NC(C)C(CO)OCS,1
CCCCCC(=O)NC(C)C(CO)OCCO,1
CCCCCC(=O)NC(C)C(OC)C(O)CO,1
CCCCCC(=O)NC(C)C(O)C(O)C(O)CO,1
CCCCCC(=O)NC(C)COC(S)CO,1
CCCCCC(=O)NC(C)COCSC,1
CCCCCC(=O)NC(C)COCC(O)CO,1
CCCCCC(=O)NCC(CO)OC(S)CO,1
CCCCCC(=O)NCC(CO)OCSC,1
CCCCCC(=O)NCC(OCS)C(O)CO,1
CCCCCC(=O)NCC1OCC(O)C(O)C1O,1
CCCCCC(=O)NCCOC(CO)SC,1
CCCCCC(=O)NCCOC(S)C(O)CO,1
CCCCN(C)CC(=O)NC(CC)CO,1
CCCCN(C)CC(=O)NC(CO)CCl,1
CCCCN(C)CC(=O)NC(C)C(O)CO,1
CCCCN(C)CC(=O)NC(C)COC,1
CCCCN(C)CC(=O)NCC(C)Cl,1
CCCCN(C)CC(=O)NCC(CO)OC,1
CCCCN(C)CC(=O)NCC(O)C(O)CO,1
CCCCN(C)CC(=O)NCCOCS,1
CCCCN(C)CC(=O)NCCOCCO,1
CCCCNCC(=O)NC(CO)C(C)Cl,1
CCCCNCC(=O)NC(CC)C(O)CO,1
CCCCNCC(=O)NC(CC)COC,1
CCCCNCC(=O)NC(CCl)C(O)CO,1
CCCCNCC(=O)NC(CCl)COC,1
CCCCNCC(=O)NC(C)C(CO)OC,1
CCCCNCC(=O)NC(C)C(O)C(O)CO,1
CCCCNCC(=O)NC(C)COCS,1
CCCCNCC(=O)NC(C)COCCO,1
CCCCNCC(=O)NCC(CO)OCS,1
CCCCNCC(=O)NCC(CO)OCCO,1
CCCCNCC(=O)NCC(OC)C(O)CO,1
CCCCNCC(=O)NCC(O)C(O)C(O)CO,1
CCCCNCC(=O)NCCOC(S)CO,1
CCCCNCC(=O)NCCOCSC,1
CCCCNCC(=O)NCCOCC(O)CO,1
CCC(CO)NC(=O)C1CC(C)CN1C,1
CC1CC(C(=O)NC(CO)CCl)N(C)C1,1
CC1CC(C(=O)NC(C)C(O)CO)N(C)C1,1
COCC(C)NC(=O)C1CC(C)CN1C,1
CC(Cl)CNC(=O)C1CC(C)CN1C,1
COC(CO)CNC(=O)C1CC(C)CN1C,1
CC1CC(C(=O)NCC(O)C(O)CO)N(C)C1,1
CC1CC(C(=O)NCCOCS)N(C)C1,1
CC1CC(C(=O)NCCOCCO)N(C)C1,1
CC1CNC(C(=O)NC(CO)C(C)Cl)C1,1
CCC(NC(=O)C1CC(C)CN1)C(O)CO,1
CCC(COC)NC(=O)C1CC(C)CN1,1
CC1CNC(C(=O)NC(CCl)C(O)CO)C1,1
COCC(CCl)NC(=O)C1CC(C)CN1,1
COC(CO)C(C)NC(=O)C1CC(C)CN1,1
CC1CNC(C(=O)NC(C)C(O)C(O)CO)C1,1
CC1CNC(C(=O)NC(C)COCS)C1,1
CC1CNC(C(=O)NC(C)COCCO)C1,1
CC1CNC(C(=O)NCC(CO)OCS)C1,1
CC1CNC(C(=O)NCC(CO)OCCO)C1,1
COC(CNC(=O)C1CC(C)CN1)C(O)CO,1
CC1CNC(C(=O)NCC(O)C(O)C(O)CO)C1,1
CC1CNC(C(=O)NCCOC(S)CO)C1,1
CSCOCCNC(=O)C1CC(C)CN1,1
CC1CNC(C(=O)NCCOCC(O)CO)C1,1
CC(C)CCC(=O)NC(C(C)Cl)C(O)CO,1
COCC(NC(=O)CCC(C)C)C(C)Cl,1
CCC(NC(=O)CCC(C)C)C(CO)OC,1
CCC(NC(=O)CCC(C)C)C(O)C(O)CO,1
CCC(COCS)NC(=O)CCC(C)C,1
CCC(COCCO)NC(=O)CCC(C)C,1
COC(CO)C(CCl)NC(=O)CCC(C)C,1
CC(C)CCC(=O)NC(CCl)C(O)C(O)CO,1
CC(C)CCC(=O)NC(CCl)COCS,1
CC(C)CCC(=O)NC(CCl)COCCO,1
CC(C)CCC(=O)NC(C)C(CO)OCS,1
CC(C)CCC(=O)NC(C)C(CO)OCCO,1
COC(C(O)CO)C(C)NC(=O)CCC(C)C,1
CC(C)CCC(=O)NC(C)C(O)C(O)C(O)CO,1
CC(C)CCC(=O)NC(C)COC(S)CO,1
CSCOCC(C)NC(=O)CCC(C)C,1
CC(C)CCC(=O)NC(C)COCC(O)CO,1
CC(C)CCC(=O)NCC(CO)OC(S)CO,1
CSCOC(CO)CNC(=O)CCC(C)C,1
CC(C)CCC(=O)NCC(OCS)C(O)CO,1
CC(C)CCC(=O)NCC1OCC(O)C(O)C1O,1
CSC(CO)OCCNC(=O)CCC(C)C,1
CC(C)CCC(=O)NCCOC(S)C(O)CO,1
CCCC(NC)C(=O)NC(CO)C(C)Cl,1
CCCC(NC)C(=O)NC(CC)C(O)CO,1
CCCC(NC)C(=O)NC(CC)COC,1
CCCC(NC)C(=O)NC(CCl)C(O)CO,1
CCCC(NC)C(=O)NC(CCl)COC,1
CCCC(NC)C(=O)NC(C)C(CO)OC,1
CCCC(NC)C(=O)NC(C)C(O)C(O)CO,1
CCCC(NC)C(=O)NC(C)COCS,1
CCCC(NC)C(=O)NC(C)COCCO,1
CCCC(NC)C(=O)NCC(CO)OCS,1
CCCC(NC)C(=O)NCC(CO)OCCO,1
CCCC(NC)C(=O)NCC(OC)C(O)CO,1
CCCC(NC)C(=O)NCC(O)C(O)C(O)CO,1
CCCC(NC)C(=O)NCCOC(S)CO,1
CCCC(NC)C(=O)NCCOCSC,1
CCCC(NC)C(=O)NCCOCC(O)CO,1
CCCC(N)C(=O)NC(C(C)Cl)C(O)CO,1
CCCC(N)C(=O)NC(COC)C(C)Cl,1
CCCC(N)C(=O)NC(CC)C(CO)OC,1
CCCC(N)C(=O)NC(CC)C(O)C(O)CO,1
CCCC(N)C(=O)NC(CC)COCS,1
CCCC(N)C(=O)NC(CC)COCCO,1
CCCC(N)C(=O)NC(CCl)C(CO)OC,1
CCCC(N)C(=O)NC(CCl)C(O)C(O)CO,1
CCCC(N)C(=O)NC(CCl)COCS,1
CCCC(N)C(=O)NC(CCl)COCCO,1
CCCC(N)C(=O)NC(C)C(CO)OCS,1
CCCC(N)C(=O)NC(C)C(CO)OCCO,1
CCCC(N)C(=O)NC(C)C(OC)C(O)CO,1
CCCC(N)C(=O)NC(C)C(O)C(O)C(O)CO,1
CCCC(N)C(=O)NC(C)COC(S)CO,1
CCCC(N)C(=O)NC(C)COCSC,1
CCCC(N)C(=O)NC(C)COCC(O)CO,1
CCCC(N)C(=O)NCC(CO)OC(S)CO,1
CCCC(N)C(=O)NCC(CO)OCSC,1
CCCC(N)C(=O)NCC(OCS)C(O)CO,1
CCCC(N)C(=O)NCC1OCC(O)C(O)C1O,1
CCCC(N)C(=O)NCCOC(CO)SC,1
CCCC(N)C(=O)NCCOC(S)C(O)CO,1
CCCCC(=O)NC(C(C)Cl)C(CO)OC,1
CCCCC(=O)NC(C(C)Cl)C(O)C(O)CO,1
CCCCC(=O)NC(COCS)C(C)Cl,1
CCCCC(=O)NC(COCCO)C(C)Cl,1
CCCCC(=O)NC(CC)C(CO)OCS,1
CCCCC(=O)NC(CC)C(CO)OCCO,1
CCCCC(=O)NC(CC)C(OC)C(O)CO,1
CCCCC(=O)NC(CC)C(O)C(O)C(O)CO,1
CCCCC(=O)NC(CC)COC(S)CO,1
CCCCC(=O)NC(CC)COCSC,1
CCCCC(=O)NC(CC)COCC(O)CO,1
CCCCC(=O)NC(CCl)C(CO)OCS,1
CCCCC(=O)NC(CCl)C(CO)OCCO,1
CCCCC(=O)NC(CCl)C(OC)C(O)CO,1
CCCCC(=O)NC(CCl)C(O)C(O)C(O)CO,1
CCCCC(=O)NC(CCl)COC(S)CO,1
CCCCC(=O)NC(CCl)COCSC,1
CCCCC(=O)NC(CCl)COCC(O)CO,1
CCCCC(=O)NC(C)C(CO)OC(S)CO,1
CCCCC(=O)NC(C)C(CO)OCSC,1
CCCCC(=O)NC(C)C(OCS)C(O)CO,1
CCCCC(=O)NC(C)C1OCC(O)C(O)C1O,1
CCCCC(=O)NC(C)COC(CO)SC,1
CCCCC(=O)NC(C)COC(S)C(O)CO,1
CCCCC(=O)NCC1OC(S)C(O)C(O)C1O,1
CCCCC(=O)NCC(OCSC)C(O)CO,1
CCCCC(=O)NCC(CO)OC(CO)SC,1
CCCCC(=O)NCCOC(SC)C(O)CO,1
CCCN(C)CC(=O)NC(CO)C(C)Cl,1
CCCN(C)CC(=O)NC(CC)C(O)CO,1
CCCN(C)CC(=O)NC(CC)COC,1
CCCN(C)CC(=O)NC(CCl)C(O)CO,1
CCCN(C)CC(=O)NC(CCl)COC,1
CCCN(C)CC(=O)NC(C)C(CO)OC,1
CCCN(C)CC(=O)NC(C)C(O)C(O)CO,1
CCCN(C)CC(=O)NC(C)COCS,1
CCCN(C)CC(=O)NC(C)COCCO,1
CCCN(C)CC(=O)NCC(CO)OCS,1
CCCN(C)CC(=O)NCC(CO)OCCO,1
CCCN(C)CC(=O)NCC(OC)C(O)CO,1
CCCN(C)CC(=O)NCC(O)C(O)C(O)CO,1
CCCN(C)CC(=O)NCCOC(S)CO,1
CCCN(C)CC(=O)NCCOCSC,1
CCCN(C)CC(=O)NCCOCC(O)CO,1
CCCNCC(=O)NC(C(C)Cl)C(O)CO,1
CCCNCC(=O)NC(COC)C(C)Cl,1
CCCNCC(=O)NC(CC)C(CO)OC,1
CCCNCC(=O)NC(CC)C(O)C(O)CO,1
CCCNCC(=O)NC(CC)COCS,1
CCCNCC(=O)NC(CC)COCCO,1
CCCNCC(=O)NC(CCl)C(CO)OC,1
CCCNCC(=O)NC(CCl)C(O)C(O)CO,1
CCCNCC(=O)NC(CCl)COCS,1
CCCNCC(=O)NC(CCl)COCCO,1
CCCNCC(=O)NC(C)C(CO)OCS,1
CCCNCC(=O)NC(C)C(CO)OCCO,1
CCCNCC(=O)NC(C)C(OC)C(O)CO,1
CCCNCC(=O)NC(C)C(O)C(O)C(O)CO,1
CCCNCC(=O)NC(C)COC(S)CO,1
CCCNCC(=O)NC(C)COCSC,1
CCCNCC(=O)NC(C)COCC(O)CO,1
CCCNCC(=O)NCC(CO)OC(S)CO,1
CCCNCC(=O)NCC(CO)OCSC,1
CCCNCC(=O)NCC(OCS)C(O)CO,1
CCCNCC(=O)NCC1OCC(O)C(O)C1O,1
CCCNCC(=O)NCCOC(CO)SC,1
CCCNCC(=O)NCCOC(S)C(O)CO,1
CC(Cl)C(CO)NC(=O)C1CCCN1C,1
CCC(NC(=O)C1CCCN1C)C(O)CO,1
CCC(COC)NC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NC(CCl)C(O)CO,1
COCC(CCl)NC(=O)C1CCCN1C,1
COC(CO)C(C)NC(=O)C1CCCN1C,1
CC(NC(=O)C1CCCN1C)C(O)C(O)CO,1
CC(COCS)NC(=O)C1CCCN1C,1
CC(COCCO)NC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NCC(CO)OCS,1
CN1CCCC1C(=O)NCC(CO)OCCO,1
COC(CNC(=O)C1CCCN1C)C(O)CO,1
CN1CCCC1C(=O)NCC(O)C(O)C(O)CO,1
CN1CCCC1C(=O)NCCOC(S)CO,1
CSCOCCNC(=O)C1CCCN1C,1
CN1CCCC1C(=O)NCCOCC(O)CO,1
CC(Cl)C(NC(=O)C1CCCN1)C(O)CO,1
