Substructure,Frequency1
CC(=O)O.cccc(c)CC(=O)NCCSC,1
CC(=O)O.ccc(cc)CC(=O)NCCSC,1
CC(=O)O.cccccCC(=O)NCCSC,1
CC(=O)O.cccc(c)C(N)C(=O)NCCS,1
CC(=O)O.ccc(cc)C(N)C(=O)NCCS,1
CC(=O)O.cccccC(N)C(=O)NCCS,1
CC(=O)O.O=C(Cc1ccccc1)NCCS,2
CC(=O)O.CCNC(=O)C(N)c1ccccc1,1
CN1C(=O)C(NC(=O)C(N)c(c)cc)C1SC,1
CN1C(=O)C(NC(=O)C(N)cccc)C1SC,1
CN1C(=O)C(NC(=O)Cc(c)ccc)C1SC,1
CN1C(=O)C(NC(=O)Cc(cc)cc)C1SC,1
CN1C(=O)C(NC(=O)Cccccc)C1SC,1
CN1C(=O)C(NC(=O)C(N)c(c)ccc)C1S,1
CN1C(=O)C(NC(=O)C(N)c(cc)cc)C1S,1
CN1C(=O)C(NC(=O)C(N)ccccc)C1S,1
CN1C(=O)C(NC(=O)Cc2ccccc2)C1S,2
CN1CC(NC(=O)C(N)c2ccccc2)C1=O,1
C.cccc(c)C(N)C(=O)NCCSC,1
C.ccc(cc)C(N)C(=O)NCCSC,1
C.cccccC(N)C(=O)NCCSC,1
C.NC(C(=O)NCCS)c1ccccc1,1
C.CSCCNC(=O)Cc1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)NC1SC,1
cccccC(N)C(=O)NC1C(=O)NC1SC,1
NC(C(=O)NC1C(=O)NC1S)c1ccccc1,1
CSC1NC(=O)C1NC(=O)Cc1ccccc1,2
CSCCNC(=O)C(N)c1ccccc1,1
ccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cc(c)C(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O,1
cccC(N)C(=O)NCCSCC(C)=CC(=O)O,1
ccc(c)CC(=O)NCCSCC(C)=CC(=O)O,1
ccccCC(=O)NCCSCC(C)=CC(=O)O,1
ccc(c)C(N)C(=O)NCC.CC(C)=CC(=O)O,1
ccccC(N)C(=O)NCC.CC(C)=CC(=O)O,1
cccc(c)CC(=O)NCC.CC(C)=CC(=O)O,1
ccc(cc)CC(=O)NCC.CC(C)=CC(=O)O,1
cccccCC(=O)NCC.CC(C)=CC(=O)O,1
cc(c)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
cccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
ccc(c)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccc(c)C(N)C(=O)NC1CN(C=C(C)C)C1=O,1
ccccC(N)C(=O)NC1CN(C=C(C)C)C1=O,1
cccc(c)CC(=O)NC1CN(C=C(C)C)C1=O,1
ccc(cc)CC(=O)NC1CN(C=C(C)C)C1=O,1
cccccCC(=O)NC1CN(C=C(C)C)C1=O,1
ccc(c)C(N)C(=O)NCC(=O)NC=C(C)CS,1
ccccC(N)C(=O)NCC(=O)NC=C(C)CS,1
cccc(c)CC(=O)NCC(=O)NC=C(C)CS,1
ccc(cc)CC(=O)NCC(=O)NC=C(C)CS,1
cccccCC(=O)NCC(=O)NC=C(C)CS,1
cccc(c)C(N)C(=O)NCC(=O)NC=C(C)C,1
ccc(cc)C(N)C(=O)NCC(=O)NC=C(C)C,1
cccccC(N)C(=O)NCC(=O)NC=C(C)C,1
CC(C)=CNC(=O)CNC(=O)Cc1ccccc1,1
C=C(C)CSCCNC(=O)C(N)c(c)cc,1
C=C(C)CSCCNC(=O)C(N)cccc,1
C=C(C)CSCCNC(=O)Cc(c)ccc,1
C=C(C)CSCCNC(=O)Cc(cc)cc,1
C=C(C)CSCCNC(=O)Cccccc,1
C=C(C)C.cccc(c)C(N)C(=O)NCC,1
C=C(C)C.ccc(cc)C(N)C(=O)NCC,1
C=C(C)C.cccccC(N)C(=O)NCC,1
C=C(C)C.CCNC(=O)Cc1ccccc1,1
cc(c)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccc(c)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccc(c)C(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccc(c)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccc(cc)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccc(c)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
ccc(cc)C(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
cccccC(N)C(=O)NCC(=O)NC(=CC)C(=O)O,1
CC=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,1
ccc(c)C(N)C(=O)NCCS.CC=CC(=O)O,1
ccccC(N)C(=O)NCCS.CC=CC(=O)O,1
cccc(c)CC(=O)NCCS.CC=CC(=O)O,1
ccc(cc)CC(=O)NCCS.CC=CC(=O)O,1
cccccCC(=O)NCCS.CC=CC(=O)O,1
cccc(c)C(N)C(=O)NCC.CC=CC(=O)O,1
ccc(cc)C(N)C(=O)NCC.CC=CC(=O)O,1
cccccC(N)C(=O)NCC.CC=CC(=O)O,1
CC=CC(=O)O.CCNC(=O)Cc1ccccc1,1
ccc(c)C(N)C(=O)NC1C(=O)N(C=CC)C1S,1
ccccC(N)C(=O)NC1C(=O)N(C=CC)C1S,1
cccc(c)CC(=O)NC1C(=O)N(C=CC)C1S,1
ccc(cc)CC(=O)NC1C(=O)N(C=CC)C1S,1
cccccCC(=O)NC1C(=O)N(C=CC)C1S,1
cccc(c)C(N)C(=O)NC1CN(C=CC)C1=O,1
ccc(cc)C(N)C(=O)NC1CN(C=CC)C1=O,1
cccccC(N)C(=O)NC1CN(C=CC)C1=O,1
CC=CN1CC(NC(=O)Cc2ccccc2)C1=O,1
CC=CNC(=O)CNC(=O)C(N)c1ccccc1,1
C=CC.cccc(c)C(N)C(=O)NCCS,1
C=CC.ccc(cc)C(N)C(=O)NCCS,1
C=CC.cccccC(N)C(=O)NCCS,1
C=CC.O=C(Cc1ccccc1)NCCS,1
C=CC.CCNC(=O)C(N)c1ccccc1,1
ccc(c)C(N)C(=O)NC1C(=O)NC1SCCC,1
ccccC(N)C(=O)NC1C(=O)NC1SCCC,1
cccc(c)CC(=O)NC1C(=O)NC1SCCC,1
ccc(cc)CC(=O)NC1C(=O)NC1SCCC,1
cccccCC(=O)NC1C(=O)NC1SCCC,1
cccc(c)C(N)C(=O)NCCSCCC,1
ccc(cc)C(N)C(=O)NCCSCCC,1
cccccC(N)C(=O)NCCSCCC,1
CCCSCCNC(=O)Cc1ccccc1,1
cc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(c)C(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccc(c)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccc(cc)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccc(c)C(N)C(=O)NCCSCC=CC(=O)O,1
ccccC(N)C(=O)NCCSCC=CC(=O)O,1
cccc(c)CC(=O)NCCSCC=CC(=O)O,1
ccc(cc)CC(=O)NCCSCC=CC(=O)O,1
cccccCC(=O)NCCSCC=CC(=O)O,1
ccc(c)C(N)C(=O)NC1C(=O)N2C=CCSC12,1
ccccC(N)C(=O)NC1C(=O)N2C=CCSC12,1
cccc(c)CC(=O)NC1C(=O)N2C=CCSC12,1
ccc(cc)CC(=O)NC1C(=O)N2C=CCSC12,1
cccccCC(=O)NC1C(=O)N2C=CCSC12,1
cccc(c)C(N)C(=O)NCC(=O)NC=CCS,1
ccc(cc)C(N)C(=O)NCC(=O)NC=CCS,1
cccccC(N)C(=O)NCC(=O)NC=CCS,1
O=C(CNC(=O)Cc1ccccc1)NC=CCS,1
C=CCSCCNC(=O)C(N)c(c)ccc,1
C=CCSCCNC(=O)C(N)c(cc)cc,1
C=CCSCCNC(=O)C(N)ccccc,1
C=CCSCCNC(=O)Cc1ccccc1,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c(c)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)cccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)ccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(cc)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cccccc)C1S,1
C=C(C(=O)O)N1CC(NC(=O)C(N)c(c)ccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)C(N)c(cc)cc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)C(N)ccccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,1
C=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,1
C=CC(=O)O.cccc(c)C(N)C(=O)NCCS,1
C=CC(=O)O.ccc(cc)C(N)C(=O)NCCS,1
C=CC(=O)O.cccccC(N)C(=O)NCCS,1
C=CC(=O)O.O=C(Cc1ccccc1)NCCS,1
C=CC(=O)O.CCNC(=O)C(N)c1ccccc1,1
C=CN1C(=O)C(NC(=O)C(N)c(c)ccc)C1S,1
C=CN1C(=O)C(NC(=O)C(N)c(cc)cc)C1S,1
C=CN1C(=O)C(NC(=O)C(N)ccccc)C1S,1
C=CN1C(=O)C(NC(=O)Cc2ccccc2)C1S,1
C=CN1CC(NC(=O)C(N)c2ccccc2)C1=O,1
C=C.NC(C(=O)NCCS)c1ccccc1,1
CCSC1NC(=O)C1NC(=O)C(N)c(c)ccc,1
CCSC1NC(=O)C1NC(=O)C(N)c(cc)cc,1
CCSC1NC(=O)C1NC(=O)C(N)ccccc,1
CCSC1NC(=O)C1NC(=O)Cc1ccccc1,2
CCSCCNC(=O)C(N)c1ccccc1,1
ccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccc(c)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccc(cc)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,1
cccccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,1
O=C(O)CN1C(=O)C(NC(=O)Cc2ccccc2)C1S,2
NC(C(=O)NC1CN(CC(=O)O)C1=O)c1ccccc1,1
CC(=O)O.cccc(c)C(N)C(=O)NCCSC,1
CC(=O)O.ccc(cc)C(N)C(=O)NCCSC,1
CC(=O)O.cccccC(N)C(=O)NCCSC,1
CC(=O)O.CSCCNC(=O)Cc1ccccc1,1
CC(=O)O.NC(C(=O)NCCS)c1ccccc1,1
CN1C(=O)C(NC(=O)C(N)c(c)ccc)C1SC,1
CN1C(=O)C(NC(=O)C(N)c(cc)cc)C1SC,1
CN1C(=O)C(NC(=O)C(N)ccccc)C1SC,1
CN1C(=O)C(NC(=O)Cc2ccccc2)C1SC,1
CN1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,1
C.CSCCNC(=O)C(N)c1ccccc1,1
CSC1NC(=O)C1NC(=O)C(N)c1ccccc1,1
cc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccc(c)C(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccc(cc)CC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccc(cc)CC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
ccc(cc)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
CC(C)=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,1
ccc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O,1
ccccC(N)C(=O)NCCSCC(C)=CC(=O)O,1
cccc(c)CC(=O)NCCSCC(C)=CC(=O)O,1
ccc(cc)CC(=O)NCCSCC(C)=CC(=O)O,1
cccccCC(=O)NCCSCC(C)=CC(=O)O,1
cccc(c)C(N)C(=O)NCC.CC(C)=CC(=O)O,1
ccc(cc)C(N)C(=O)NCC.CC(C)=CC(=O)O,1
cccccC(N)C(=O)NCC.CC(C)=CC(=O)O,1
CCNC(=O)Cc1ccccc1.CC(C)=CC(=O)O,1
ccc(c)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
ccccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
cccc(c)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccc(cc)CC(=O)NC1C(=O)N2C=C(C)CSC12,1
cccccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
cccc(c)C(N)C(=O)NC1CN(C=C(C)C)C1=O,1
ccc(cc)C(N)C(=O)NC1CN(C=C(C)C)C1=O,1
cccccC(N)C(=O)NC1CN(C=C(C)C)C1=O,1
CC(C)=CN1CC(NC(=O)Cc2ccccc2)C1=O,1
cccc(c)C(N)C(=O)NCC(=O)NC=C(C)CS,1
ccc(cc)C(N)C(=O)NCC(=O)NC=C(C)CS,1
cccccC(N)C(=O)NCC(=O)NC=C(C)CS,1
CC(=CNC(=O)CNC(=O)Cc1ccccc1)CS,1
CC(C)=CNC(=O)CNC(=O)C(N)c1ccccc1,1
C=C(C)CSCCNC(=O)C(N)c(c)ccc,1
C=C(C)CSCCNC(=O)C(N)c(cc)cc,1
C=C(C)CSCCNC(=O)C(N)ccccc,1
C=C(C)CSCCNC(=O)Cc1ccccc1,1
C=C(C)C.CCNC(=O)C(N)c1ccccc1,1
ccc(c)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccc(c)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccc(cc)CC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccc(c)C(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccc(cc)C(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccccC(N)C(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
CC=C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,1
CC=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,1
cccc(c)C(N)C(=O)NCCS.CC=CC(=O)O,1
ccc(cc)C(N)C(=O)NCCS.CC=CC(=O)O,1
cccccC(N)C(=O)NCCS.CC=CC(=O)O,1
CC=CC(=O)O.O=C(Cc1ccccc1)NCCS,1
CC=CC(=O)O.CCNC(=O)C(N)c1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)N(C=CC)C1S,1
ccc(cc)C(N)C(=O)NC1C(=O)N(C=CC)C1S,1
cccccC(N)C(=O)NC1C(=O)N(C=CC)C1S,1
CC=CN1C(=O)C(NC(=O)Cc2ccccc2)C1S,1
CC=CN1CC(NC(=O)C(N)c2ccccc2)C1=O,1
C=CC.NC(C(=O)NCCS)c1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)NC1SCCC,1
ccc(cc)C(N)C(=O)NC1C(=O)NC1SCCC,1
cccccC(N)C(=O)NC1C(=O)NC1SCCC,1
CCCSC1NC(=O)C1NC(=O)Cc1ccccc1,1
CCCSCCNC(=O)C(N)c1ccccc1,1
ccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(cc)CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccc(c)C(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccc(cc)C(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccccC(N)C(=O)NCC(=O)NC(=CCS)C(=O)O,1
O=C(Cc1ccccc1)NCC(=O)NC(=CCS)C(=O)O,1
cccc(c)C(N)C(=O)NCCSCC=CC(=O)O,1
ccc(cc)C(N)C(=O)NCCSCC=CC(=O)O,1
cccccC(N)C(=O)NCCSCC=CC(=O)O,1
O=C(O)C=CCSCCNC(=O)Cc1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)N2C=CCSC12,1
ccc(cc)C(N)C(=O)NC1C(=O)N2C=CCSC12,1
cccccC(N)C(=O)NC1C(=O)N2C=CCSC12,1
O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,1
NC(C(=O)NCC(=O)NC=CCS)c1ccccc1,1
C=CCSCCNC(=O)C(N)c1ccccc1,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c(c)ccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c(cc)cc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)ccccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc2ccccc2)C1S,1
C=C(C(=O)O)N1CC(NC(=O)C(N)c2ccccc2)C1=O,1
C=CC(=O)O.NC(C(=O)NCCS)c1ccccc1,1
C=CN1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,1
CCSC1NC(=O)C1NC(=O)C(N)c1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccc(cc)C(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
cccccC(N)C(=O)NC1C(=O)N(CC(=O)O)C1SC,1
CSC1C(NC(=O)Cc2ccccc2)C(=O)N1CC(=O)O,1
NC(C(=O)NC1C(=O)N(CC(=O)O)C1S)c1ccccc1,1
CC(=O)O.CSCCNC(=O)C(N)c1ccccc1,1
CN1C(=O)C(NC(=O)C(N)c2ccccc2)C1SC,1
ccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccc(cc)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccc(c)C(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccc(cc)C(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
cccccC(N)C(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
CC(C)=C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,1
cccc(c)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
ccc(cc)C(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cccccC(N)C(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
CC(CS)=C(NC(=O)CNC(=O)Cc1ccccc1)C(=O)O,1
CC(C)=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,1
cccc(c)C(N)C(=O)NCCSCC(C)=CC(=O)O,1
ccc(cc)C(N)C(=O)NCCSCC(C)=CC(=O)O,1
cccccC(N)C(=O)NCCSCC(C)=CC(=O)O,1
CC(=CC(=O)O)CSCCNC(=O)Cc1ccccc1,1
CCNC(=O)C(N)c1ccccc1.CC(C)=CC(=O)O,1
cccc(c)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
ccc(cc)C(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
cccccC(N)C(=O)NC1C(=O)N2C=C(C)CSC12,1
CC1=CN2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,1
CC(C)=CN1CC(NC(=O)C(N)c2ccccc2)C1=O,1
CC(=CNC(=O)CNC(=O)C(N)c1ccccc1)CS,1
C=C(C)CSCCNC(=O)C(N)c1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccc(cc)C(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
cccccC(N)C(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
CC=C(C(=O)O)N1C(=O)C(NC(=O)Cc2ccccc2)C1S,1
CC=C(C(=O)O)N1CC(NC(=O)C(N)c2ccccc2)C1=O,1
CC=CC(=O)O.NC(C(=O)NCCS)c1ccccc1,1
CC=CN1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,1
CCCSC1NC(=O)C1NC(=O)C(N)c1ccccc1,1
cccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(cc)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
O=C(Cc1ccccc1)NC1C(=O)N2C(C(=O)O)=CCSC12,1
NC(C(=O)NCC(=O)NC(=CCS)C(=O)O)c1ccccc1,1
NC(C(=O)NCCSCC=CC(=O)O)c1ccccc1,1
NC(C(=O)NC1C(=O)N2C=CCSC12)c1ccccc1,1
C=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,1
CSC1C(NC(=O)C(N)c2ccccc2)C(=O)N1CC(=O)O,1
cccc(c)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccc(cc)C(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cccccC(N)C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2SC1,1
CC(C)=C(C(=O)O)N1CC(NC(=O)C(N)c2ccccc2)C1=O,1
CC(CS)=C(NC(=O)CNC(=O)C(N)c1ccccc1)C(=O)O,1
CC(=CC(=O)O)CSCCNC(=O)C(N)c1ccccc1,1
CC1=CN2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1
CC=C(C(=O)O)N1C(=O)C(NC(=O)C(N)c2ccccc2)C1S,1
NC(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1ccccc1,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,1
ccccCC(=O)NCC(=O)NC,1
ccccCC(=O)NCC.CC,1
ccccCC(=O)NCC(=O)NCC,1
ccccCC(=O)NC1CN(C)C1=O,1
ccccCC(=O)NCC.CC(=O)O,1
cccc(c)CC(=O)NCC(=O)NC,1
cccccCC(=O)NCC(=O)NC,1
ccccCC(=O)NCCSCC,1
ccccCC(=O)NCC.CCC,1
ccccCC(=O)NCC(=O)NCCC,1
ccccCC(=O)NCC(=O)NCCS,1
ccccCC(=O)NCC.CCC(=O)O,1
ccccCC(=O)NCC(=O)NC(C)C(=O)O,1
ccccCC(=O)NC1CN(CC)C1=O,1
cccc(c)CC(=O)NCC.CC,1
cccccCC(=O)NCC.CC,1
cccc(c)CC(=O)NCC(=O)NCC,1
cccccCC(=O)NCC(=O)NCC,1
ccccCC(=O)NC1C(=O)N(C)C1S,1
ccccCC(=O)NCCS.CC(=O)O,1
cccc(c)CC(=O)NC1CN(C)C1=O,1
cccccCC(=O)NC1CN(C)C1=O,1
cccc(c)CC(=O)NCC.CC(=O)O,1
cccccCC(=O)NCC.CC(=O)O,1
ccccCC(=O)NCCSC(C)C,1
ccccCC(=O)NCC.CC(C)C,1
ccccCC(=O)NCC(=O)NCC(C)C,1
ccccCC(=O)NCC(=O)NCC(C)S,1
ccccCC(=O)NC1C(=O)NC1SCC,1
cccc(c)CC(=O)NCCSCC,1
cccccCC(=O)NCCSCC,1
ccccCC(=O)NCC.CCCC(=O)O,1
ccccCC(=O)NCC(=O)NC(CC)C(=O)O,1
ccccCC(=O)NC1CN(CCC)C1=O,1
cccc(c)CC(=O)NCC.CCC,1
cccccCC(=O)NCC.CCC,1
cccc(c)CC(=O)NCC(=O)NCCC,1
cccccCC(=O)NCC(=O)NCCC,1
ccccCC(=O)NCCSCCC(=O)O,1
ccccCC(=O)NCC(=O)NC(CS)C(=O)O,1
ccccCC(=O)NC1C(=O)N2CCSC12,1
cccc(c)CC(=O)NCC(=O)NCCS,1
cccccCC(=O)NCC(=O)NCCS,1
ccccCC(=O)NC1CN(C(C)C(=O)O)C1=O,1
cccc(c)CC(=O)NCC.CCC(=O)O,1
cccccCC(=O)NCC.CCC(=O)O,1
cccc(c)CC(=O)NCC(=O)NC(C)C(=O)O,1
cccccCC(=O)NCC(=O)NC(C)C(=O)O,1
cccc(c)CC(=O)NC1CN(CC)C1=O,1
cccccCC(=O)NC1CN(CC)C1=O,1
CC.CCNC(=O)Cc1ccccc1,1
CCNC(=O)CNC(=O)Cc1ccccc1,1
cccc(c)CC(=O)NC1C(=O)N(C)C1S,1
cccccCC(=O)NC1C(=O)N(C)C1S,1
cccc(c)CC(=O)NCCS.CC(=O)O,1
cccccCC(=O)NCCS.CC(=O)O,1
CCNC(=O)Cc1ccccc1.CC(=O)O,1
