,Substructure,Frequency0,Frequency1,Frequency2
4665,CCCNCC(=O)NC(CCl)C(O)C(O)CO,0.0,0.0,1.0
4666,CCCNCC(=O)NC(CCl)COCS,0.0,0.0,1.0
4667,CCCNCC(=O)NC(CCl)COCCO,0.0,0.0,1.0
4668,CCCNCC(=O)NC(C)C(CO)OCS,0.0,0.0,1.0
4669,CCCNCC(=O)NC(C)C(CO)OCCO,0.0,0.0,1.0
4670,CCCNCC(=O)NC(C)C(OC)C(O)CO,0.0,0.0,1.0
4671,CCCNCC(=O)NC(C)C(O)C(O)C(O)CO,0.0,0.0,1.0
4672,CCCNCC(=O)NC(C)COC(S)CO,0.0,0.0,1.0
4673,CCCNCC(=O)NC(C)COCSC,0.0,0.0,1.0
4674,CCCNCC(=O)NC(C)COCC(O)CO,0.0,0.0,1.0
4675,CCCNCC(=O)NCC(CO)OC(S)CO,0.0,0.0,1.0
4676,CCCNCC(=O)NCC(CO)OCSC,0.0,0.0,1.0
4677,CCCNCC(=O)NCC(OCS)C(O)CO,0.0,0.0,1.0
4678,CCCNCC(=O)NCC1OCC(O)C(O)C1O,0.0,0.0,1.0
4679,CCCNCC(=O)NCCOC(CO)SC,0.0,0.0,1.0
4680,CCCNCC(=O)NCCOC(S)C(O)CO,0.0,0.0,1.0
4681,CC(Cl)C(CO)NC(=O)C1CCCN1C,0.0,0.0,1.0
4682,CCC(NC(=O)C1CCCN1C)C(O)CO,0.0,0.0,1.0
4683,CCC(COC)NC(=O)C1CCCN1C,0.0,0.0,1.0
4684,CN1CCCC1C(=O)NC(CCl)C(O)CO,0.0,0.0,1.0
4685,COCC(CCl)NC(=O)C1CCCN1C,0.0,0.0,1.0
4686,COC(CO)C(C)NC(=O)C1CCCN1C,0.0,0.0,1.0
4687,CC(NC(=O)C1CCCN1C)C(O)C(O)CO,0.0,0.0,1.0
4688,CC(COCS)NC(=O)C1CCCN1C,0.0,0.0,1.0
4689,CC(COCCO)NC(=O)C1CCCN1C,0.0,0.0,1.0
4690,CN1CCCC1C(=O)NCC(CO)OCS,0.0,0.0,1.0
4691,CN1CCCC1C(=O)NCC(CO)OCCO,0.0,0.0,1.0
4692,COC(CNC(=O)C1CCCN1C)C(O)CO,0.0,0.0,1.0
4693,CN1CCCC1C(=O)NCC(O)C(O)C(O)CO,0.0,0.0,1.0
4694,CN1CCCC1C(=O)NCCOC(S)CO,0.0,0.0,1.0
4695,CSCOCCNC(=O)C1CCCN1C,0.0,0.0,1.0
4696,CN1CCCC1C(=O)NCCOCC(O)CO,0.0,0.0,1.0
4697,CC(Cl)C(NC(=O)C1CCCN1)C(O)CO,0.0,0.0,1.0
4698,COCC(NC(=O)C1CCCN1)C(C)Cl,0.0,0.0,1.0
4699,CCC(NC(=O)C1CCCN1)C(CO)OC,0.0,0.0,1.0
4700,CCC(NC(=O)C1CCCN1)C(O)C(O)CO,0.0,0.0,1.0
4701,CCC(COCS)NC(=O)C1CCCN1,0.0,0.0,1.0
4702,CCC(COCCO)NC(=O)C1CCCN1,0.0,0.0,1.0
4703,COC(CO)C(CCl)NC(=O)C1CCCN1,0.0,0.0,1.0
4704,O=C(NC(CCl)C(O)C(O)CO)C1CCCN1,0.0,0.0,1.0
4705,O=C(NC(CCl)COCS)C1CCCN1,0.0,0.0,1.0
4706,O=C(NC(CCl)COCCO)C1CCCN1,0.0,0.0,1.0
4707,CC(NC(=O)C1CCCN1)C(CO)OCS,0.0,0.0,1.0
4708,CC(NC(=O)C1CCCN1)C(CO)OCCO,0.0,0.0,1.0
4709,COC(C(O)CO)C(C)NC(=O)C1CCCN1,0.0,0.0,1.0
4710,CC(NC(=O)C1CCCN1)C(O)C(O)C(O)CO,0.0,0.0,1.0
4711,CC(COC(S)CO)NC(=O)C1CCCN1,0.0,0.0,1.0
4712,CSCOCC(C)NC(=O)C1CCCN1,0.0,0.0,1.0
4713,CC(COCC(O)CO)NC(=O)C1CCCN1,0.0,0.0,1.0
4714,O=C(NCC(CO)OC(S)CO)C1CCCN1,0.0,0.0,1.0
4715,CSCOC(CO)CNC(=O)C1CCCN1,0.0,0.0,1.0
4716,O=C(NCC(OCS)C(O)CO)C1CCCN1,0.0,0.0,1.0
4717,O=C(NCC1OCC(O)C(O)C1O)C1CCCN1,0.0,0.0,1.0
4718,CSC(CO)OCCNC(=O)C1CCCN1,0.0,0.0,1.0
4719,O=C(NCCOC(S)C(O)CO)C1CCCN1,0.0,0.0,1.0
4720,CCC(NC)C(=O)NC(C(C)Cl)C(O)CO,0.0,0.0,1.0
4721,CCC(NC)C(=O)NC(COC)C(C)Cl,0.0,0.0,1.0
4722,CCC(NC)C(=O)NC(CC)C(CO)OC,0.0,0.0,1.0
4723,CCC(NC)C(=O)NC(CC)C(O)C(O)CO,0.0,0.0,1.0
4724,CCC(COCS)NC(=O)C(CC)NC,0.0,0.0,1.0
4725,CCC(COCCO)NC(=O)C(CC)NC,0.0,0.0,1.0
4726,CCC(NC)C(=O)NC(CCl)C(CO)OC,0.0,0.0,1.0
4727,CCC(NC)C(=O)NC(CCl)C(O)C(O)CO,0.0,0.0,1.0
4728,CCC(NC)C(=O)NC(CCl)COCS,0.0,0.0,1.0
4729,CCC(NC)C(=O)NC(CCl)COCCO,0.0,0.0,1.0
4730,CCC(NC)C(=O)NC(C)C(CO)OCS,0.0,0.0,1.0
4731,CCC(NC)C(=O)NC(C)C(CO)OCCO,0.0,0.0,1.0
4732,CCC(NC)C(=O)NC(C)C(OC)C(O)CO,0.0,0.0,1.0
4733,CCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO,0.0,0.0,1.0
4734,CCC(NC)C(=O)NC(C)COC(S)CO,0.0,0.0,1.0
4735,CCC(NC)C(=O)NC(C)COCSC,0.0,0.0,1.0
4736,CCC(NC)C(=O)NC(C)COCC(O)CO,0.0,0.0,1.0
4737,CCC(NC)C(=O)NCC(CO)OC(S)CO,0.0,0.0,1.0
4738,CCC(NC)C(=O)NCC(CO)OCSC,0.0,0.0,1.0
4739,CCC(NC)C(=O)NCC(OCS)C(O)CO,0.0,0.0,1.0
4740,CCC(NC)C(=O)NCC1OCC(O)C(O)C1O,0.0,0.0,1.0
4741,CCC(NC)C(=O)NCCOC(CO)SC,0.0,0.0,1.0
4742,CCC(NC)C(=O)NCCOC(S)C(O)CO,0.0,0.0,1.0
4743,CCC(N)C(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
4744,CCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
4745,CCC(N)C(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
4746,CCC(N)C(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
4747,CCC(N)C(=O)NC(CC)C(CO)OCS,0.0,0.0,1.0
4748,CCC(N)C(=O)NC(CC)C(CO)OCCO,0.0,0.0,1.0
4749,CCC(N)C(=O)NC(CC)C(OC)C(O)CO,0.0,0.0,1.0
4750,CCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO,0.0,0.0,1.0
4751,CCC(COC(S)CO)NC(=O)C(N)CC,0.0,0.0,1.0
4752,CCC(COCSC)NC(=O)C(N)CC,0.0,0.0,1.0
4753,CCC(COCC(O)CO)NC(=O)C(N)CC,0.0,0.0,1.0
4754,CCC(N)C(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
4755,CCC(N)C(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
4756,CCC(N)C(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
4757,CCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4758,CCC(N)C(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
4759,CCC(N)C(=O)NC(CCl)COCSC,0.0,0.0,1.0
4760,CCC(N)C(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
4761,CCC(N)C(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
4762,CCC(N)C(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
4763,CCC(N)C(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
4764,CCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4765,CCC(N)C(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
4766,CCC(N)C(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
4767,CCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4768,CCC(N)C(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
4769,CCC(N)C(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
4770,CCC(N)C(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
4771,CCCC(=O)NC(C(C)Cl)C(CO)OCS,0.0,0.0,1.0
4772,CCCC(=O)NC(C(C)Cl)C(CO)OCCO,0.0,0.0,1.0
4773,CCCC(=O)NC(C(C)Cl)C(OC)C(O)CO,0.0,0.0,1.0
4774,CCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4775,CCCC(=O)NC(COC(S)CO)C(C)Cl,0.0,0.0,1.0
4776,CCCC(=O)NC(COCSC)C(C)Cl,0.0,0.0,1.0
4777,CCCC(=O)NC(COCC(O)CO)C(C)Cl,0.0,0.0,1.0
4778,CCCC(=O)NC(CC)C(CO)OC(S)CO,0.0,0.0,1.0
4779,CCCC(=O)NC(CC)C(CO)OCSC,0.0,0.0,1.0
4780,CCCC(=O)NC(CC)C(OCS)C(O)CO,0.0,0.0,1.0
4781,CCCC(=O)NC(CC)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4782,CCCC(=O)NC(CC)COC(CO)SC,0.0,0.0,1.0
4783,CCCC(=O)NC(CC)COC(S)C(O)CO,0.0,0.0,1.0
4784,CCCC(=O)NC(CCl)C(CO)OC(S)CO,0.0,0.0,1.0
4785,CCCC(=O)NC(CCl)C(CO)OCSC,0.0,0.0,1.0
4786,CCCC(=O)NC(CCl)C(OCS)C(O)CO,0.0,0.0,1.0
4787,CCCC(=O)NC(CCl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4788,CCCC(=O)NC(CCl)COC(CO)SC,0.0,0.0,1.0
4789,CCCC(=O)NC(CCl)COC(S)C(O)CO,0.0,0.0,1.0
4790,CCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4791,CCCC(=O)NC(C)C(OCSC)C(O)CO,0.0,0.0,1.0
4792,CCCC(=O)NC(C)C(CO)OC(CO)SC,0.0,0.0,1.0
4793,CCCC(=O)NC(C)COC(SC)C(O)CO,0.0,0.0,1.0
4794,CCCC(=O)NCC1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
4795,CCN(C)CC(=O)NC(C(C)Cl)C(O)CO,0.0,0.0,1.0
4796,CCN(C)CC(=O)NC(COC)C(C)Cl,0.0,0.0,1.0
4797,CCC(NC(=O)CN(C)CC)C(CO)OC,0.0,0.0,1.0
4798,CCC(NC(=O)CN(C)CC)C(O)C(O)CO,0.0,0.0,1.0
4799,CCC(COCS)NC(=O)CN(C)CC,0.0,0.0,1.0
4800,CCC(COCCO)NC(=O)CN(C)CC,0.0,0.0,1.0
4801,CCN(C)CC(=O)NC(CCl)C(CO)OC,0.0,0.0,1.0
4802,CCN(C)CC(=O)NC(CCl)C(O)C(O)CO,0.0,0.0,1.0
4803,CCN(C)CC(=O)NC(CCl)COCS,0.0,0.0,1.0
4804,CCN(C)CC(=O)NC(CCl)COCCO,0.0,0.0,1.0
4805,CCN(C)CC(=O)NC(C)C(CO)OCS,0.0,0.0,1.0
4806,CCN(C)CC(=O)NC(C)C(CO)OCCO,0.0,0.0,1.0
4807,CCN(C)CC(=O)NC(C)C(OC)C(O)CO,0.0,0.0,1.0
4808,CCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO,0.0,0.0,1.0
4809,CCN(C)CC(=O)NC(C)COC(S)CO,0.0,0.0,1.0
4810,CCN(C)CC(=O)NC(C)COCSC,0.0,0.0,1.0
4811,CCN(C)CC(=O)NC(C)COCC(O)CO,0.0,0.0,1.0
4812,CCN(C)CC(=O)NCC(CO)OC(S)CO,0.0,0.0,1.0
4813,CCN(C)CC(=O)NCC(CO)OCSC,0.0,0.0,1.0
4814,CCN(C)CC(=O)NCC(OCS)C(O)CO,0.0,0.0,1.0
4815,CCN(C)CC(=O)NCC1OCC(O)C(O)C1O,0.0,0.0,1.0
4816,CCN(C)CC(=O)NCCOC(CO)SC,0.0,0.0,1.0
4817,CCN(C)CC(=O)NCCOC(S)C(O)CO,0.0,0.0,1.0
4818,CCNCC(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
4819,CCNCC(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
4820,CCNCC(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
4821,CCNCC(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
4822,CCNCC(=O)NC(CC)C(CO)OCS,0.0,0.0,1.0
4823,CCNCC(=O)NC(CC)C(CO)OCCO,0.0,0.0,1.0
4824,CCNCC(=O)NC(CC)C(OC)C(O)CO,0.0,0.0,1.0
4825,CCNCC(=O)NC(CC)C(O)C(O)C(O)CO,0.0,0.0,1.0
4826,CCNCC(=O)NC(CC)COC(S)CO,0.0,0.0,1.0
4827,CCNCC(=O)NC(CC)COCSC,0.0,0.0,1.0
4828,CCNCC(=O)NC(CC)COCC(O)CO,0.0,0.0,1.0
4829,CCNCC(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
4830,CCNCC(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
4831,CCNCC(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
4832,CCNCC(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4833,CCNCC(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
4834,CCNCC(=O)NC(CCl)COCSC,0.0,0.0,1.0
4835,CCNCC(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
4836,CCNCC(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
4837,CCNCC(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
4838,CCNCC(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
4839,CCNCC(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4840,CCNCC(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
4841,CCNCC(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
4842,CCNCC(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4843,CCNCC(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
4844,CCNCC(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
4845,CCNCC(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
4846,CC(Cl)C(NC(=O)C(C)N(C)C)C(O)CO,0.0,0.0,1.0
4847,COCC(NC(=O)C(C)N(C)C)C(C)Cl,0.0,0.0,1.0
4848,CCC(NC(=O)C(C)N(C)C)C(CO)OC,0.0,0.0,1.0
4849,CCC(NC(=O)C(C)N(C)C)C(O)C(O)CO,0.0,0.0,1.0
4850,CCC(COCS)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4851,CCC(COCCO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4852,COC(CO)C(CCl)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4853,CC(C(=O)NC(CCl)C(O)C(O)CO)N(C)C,0.0,0.0,1.0
4854,CC(C(=O)NC(CCl)COCS)N(C)C,0.0,0.0,1.0
4855,CC(C(=O)NC(CCl)COCCO)N(C)C,0.0,0.0,1.0
4856,CC(NC(=O)C(C)N(C)C)C(CO)OCS,0.0,0.0,1.0
4857,CC(NC(=O)C(C)N(C)C)C(CO)OCCO,0.0,0.0,1.0
4858,COC(C(O)CO)C(C)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4859,CC(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO,0.0,0.0,1.0
4860,CC(COC(S)CO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4861,CSCOCC(C)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4862,CC(COCC(O)CO)NC(=O)C(C)N(C)C,0.0,0.0,1.0
4863,CC(C(=O)NCC(CO)OC(S)CO)N(C)C,0.0,0.0,1.0
4864,CSCOC(CO)CNC(=O)C(C)N(C)C,0.0,0.0,1.0
4865,CC(C(=O)NCC(OCS)C(O)CO)N(C)C,0.0,0.0,1.0
4866,CC(C(=O)NCC1OCC(O)C(O)C1O)N(C)C,0.0,0.0,1.0
4867,CSC(CO)OCCNC(=O)C(C)N(C)C,0.0,0.0,1.0
4868,CC(C(=O)NCCOC(S)C(O)CO)N(C)C,0.0,0.0,1.0
4869,CNC(C)C(=O)NC(C(C)Cl)C(CO)OC,0.0,0.0,1.0
4870,CNC(C)C(=O)NC(C(C)Cl)C(O)C(O)CO,0.0,0.0,1.0
4871,CNC(C)C(=O)NC(COCS)C(C)Cl,0.0,0.0,1.0
4872,CNC(C)C(=O)NC(COCCO)C(C)Cl,0.0,0.0,1.0
4873,CCC(NC(=O)C(C)NC)C(CO)OCS,0.0,0.0,1.0
4874,CCC(NC(=O)C(C)NC)C(CO)OCCO,0.0,0.0,1.0
4875,CCC(NC(=O)C(C)NC)C(OC)C(O)CO,0.0,0.0,1.0
4876,CCC(NC(=O)C(C)NC)C(O)C(O)C(O)CO,0.0,0.0,1.0
4877,CCC(COC(S)CO)NC(=O)C(C)NC,0.0,0.0,1.0
4878,CCC(COCSC)NC(=O)C(C)NC,0.0,0.0,1.0
4879,CCC(COCC(O)CO)NC(=O)C(C)NC,0.0,0.0,1.0
4880,CNC(C)C(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
4881,CNC(C)C(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
4882,CNC(C)C(=O)NC(CCl)C(OC)C(O)CO,0.0,0.0,1.0
4883,CNC(C)C(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4884,CNC(C)C(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
4885,CNC(C)C(=O)NC(CCl)COCSC,0.0,0.0,1.0
4886,CNC(C)C(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
4887,CNC(C)C(=O)NC(C)C(CO)OC(S)CO,0.0,0.0,1.0
4888,CNC(C)C(=O)NC(C)C(CO)OCSC,0.0,0.0,1.0
4889,CNC(C)C(=O)NC(C)C(OCS)C(O)CO,0.0,0.0,1.0
4890,CNC(C)C(=O)NC(C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4891,CNC(C)C(=O)NC(C)COC(CO)SC,0.0,0.0,1.0
4892,CNC(C)C(=O)NC(C)COC(S)C(O)CO,0.0,0.0,1.0
4893,CNC(C)C(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4894,CNC(C)C(=O)NCC(OCSC)C(O)CO,0.0,0.0,1.0
4895,CNC(C)C(=O)NCC(CO)OC(CO)SC,0.0,0.0,1.0
4896,CNC(C)C(=O)NCCOC(SC)C(O)CO,0.0,0.0,1.0
4897,CC(N)C(=O)NC(C(C)Cl)C(CO)OCS,0.0,0.0,1.0
4898,CC(N)C(=O)NC(C(C)Cl)C(CO)OCCO,0.0,0.0,1.0
4899,COC(C(O)CO)C(NC(=O)C(C)N)C(C)Cl,0.0,0.0,1.0
4900,CC(N)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4901,CC(N)C(=O)NC(COC(S)CO)C(C)Cl,0.0,0.0,1.0
4902,CSCOCC(NC(=O)C(C)N)C(C)Cl,0.0,0.0,1.0
4903,CC(N)C(=O)NC(COCC(O)CO)C(C)Cl,0.0,0.0,1.0
4904,CCC(NC(=O)C(C)N)C(CO)OC(S)CO,0.0,0.0,1.0
4905,CCC(NC(=O)C(C)N)C(CO)OCSC,0.0,0.0,1.0
4906,CCC(NC(=O)C(C)N)C(OCS)C(O)CO,0.0,0.0,1.0
4907,CCC(NC(=O)C(C)N)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4908,CCC(COC(CO)SC)NC(=O)C(C)N,0.0,0.0,1.0
4909,CCC(COC(S)C(O)CO)NC(=O)C(C)N,0.0,0.0,1.0
4910,CC(N)C(=O)NC(CCl)C(CO)OC(S)CO,0.0,0.0,1.0
4911,CSCOC(CO)C(CCl)NC(=O)C(C)N,0.0,0.0,1.0
4912,CC(N)C(=O)NC(CCl)C(OCS)C(O)CO,0.0,0.0,1.0
4913,CC(N)C(=O)NC(CCl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4914,CSC(CO)OCC(CCl)NC(=O)C(C)N,0.0,0.0,1.0
4915,CC(N)C(=O)NC(CCl)COC(S)C(O)CO,0.0,0.0,1.0
4916,CC(N)C(=O)NC(C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4917,CSCOC(C(O)CO)C(C)NC(=O)C(C)N,0.0,0.0,1.0
4918,CSC(CO)OC(CO)C(C)NC(=O)C(C)N,0.0,0.0,1.0
4919,CSC(OCC(C)NC(=O)C(C)N)C(O)CO,0.0,0.0,1.0
4920,CSC1OC(CNC(=O)C(C)N)C(O)C(O)C1O,0.0,0.0,1.0
4921,CCC(=O)NC(C(C)Cl)C(CO)OC(S)CO,0.0,0.0,1.0
4922,CCC(=O)NC(C(C)Cl)C(CO)OCSC,0.0,0.0,1.0
4923,CCC(=O)NC(C(C)Cl)C(OCS)C(O)CO,0.0,0.0,1.0
4924,CCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4925,CCC(=O)NC(COC(CO)SC)C(C)Cl,0.0,0.0,1.0
4926,CCC(=O)NC(COC(S)C(O)CO)C(C)Cl,0.0,0.0,1.0
4927,CCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4928,CCC(=O)NC(CC)C(OCSC)C(O)CO,0.0,0.0,1.0
4929,CCC(=O)NC(CC)C(CO)OC(CO)SC,0.0,0.0,1.0
4930,CCC(=O)NC(CC)COC(SC)C(O)CO,0.0,0.0,1.0
4931,CCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4932,CCC(=O)NC(CCl)C(OCSC)C(O)CO,0.0,0.0,1.0
4933,CCC(=O)NC(CCl)C(CO)OC(CO)SC,0.0,0.0,1.0
4934,CCC(=O)NC(CCl)COC(SC)C(O)CO,0.0,0.0,1.0
4935,CCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
4936,COC(CO)C(NC(=O)CN(C)C)C(C)Cl,0.0,0.0,1.0
4937,CC(Cl)C(NC(=O)CN(C)C)C(O)C(O)CO,0.0,0.0,1.0
4938,CC(Cl)C(COCS)NC(=O)CN(C)C,0.0,0.0,1.0
4939,CC(Cl)C(COCCO)NC(=O)CN(C)C,0.0,0.0,1.0
4940,CCC(NC(=O)CN(C)C)C(CO)OCS,0.0,0.0,1.0
4941,CCC(NC(=O)CN(C)C)C(CO)OCCO,0.0,0.0,1.0
4942,CCC(NC(=O)CN(C)C)C(OC)C(O)CO,0.0,0.0,1.0
4943,CCC(NC(=O)CN(C)C)C(O)C(O)C(O)CO,0.0,0.0,1.0
4944,CCC(COC(S)CO)NC(=O)CN(C)C,0.0,0.0,1.0
4945,CCC(COCSC)NC(=O)CN(C)C,0.0,0.0,1.0
4946,CCC(COCC(O)CO)NC(=O)CN(C)C,0.0,0.0,1.0
4947,CN(C)CC(=O)NC(CCl)C(CO)OCS,0.0,0.0,1.0
4948,CN(C)CC(=O)NC(CCl)C(CO)OCCO,0.0,0.0,1.0
4949,COC(C(O)CO)C(CCl)NC(=O)CN(C)C,0.0,0.0,1.0
4950,CN(C)CC(=O)NC(CCl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4951,CN(C)CC(=O)NC(CCl)COC(S)CO,0.0,0.0,1.0
4952,CSCOCC(CCl)NC(=O)CN(C)C,0.0,0.0,1.0
4953,CN(C)CC(=O)NC(CCl)COCC(O)CO,0.0,0.0,1.0
4954,CC(NC(=O)CN(C)C)C(CO)OC(S)CO,0.0,0.0,1.0
4955,CSCOC(CO)C(C)NC(=O)CN(C)C,0.0,0.0,1.0
4956,CC(NC(=O)CN(C)C)C(OCS)C(O)CO,0.0,0.0,1.0
4957,CC(NC(=O)CN(C)C)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4958,CSC(CO)OCC(C)NC(=O)CN(C)C,0.0,0.0,1.0
4959,CC(COC(S)C(O)CO)NC(=O)CN(C)C,0.0,0.0,1.0
4960,CN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4961,CSCOC(CNC(=O)CN(C)C)C(O)CO,0.0,0.0,1.0
4962,CSC(CO)OC(CO)CNC(=O)CN(C)C,0.0,0.0,1.0
4963,CSC(OCCNC(=O)CN(C)C)C(O)CO,0.0,0.0,1.0
4964,CNCC(=O)NC(C(C)Cl)C(CO)OCS,0.0,0.0,1.0
4965,CNCC(=O)NC(C(C)Cl)C(CO)OCCO,0.0,0.0,1.0
4966,CNCC(=O)NC(C(C)Cl)C(OC)C(O)CO,0.0,0.0,1.0
4967,CNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,0.0,0.0,1.0
4968,CNCC(=O)NC(COC(S)CO)C(C)Cl,0.0,0.0,1.0
4969,CNCC(=O)NC(COCSC)C(C)Cl,0.0,0.0,1.0
4970,CNCC(=O)NC(COCC(O)CO)C(C)Cl,0.0,0.0,1.0
4971,CCC(NC(=O)CNC)C(CO)OC(S)CO,0.0,0.0,1.0
4972,CCC(NC(=O)CNC)C(CO)OCSC,0.0,0.0,1.0
4973,CCC(NC(=O)CNC)C(OCS)C(O)CO,0.0,0.0,1.0
4974,CCC(NC(=O)CNC)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4975,CCC(COC(CO)SC)NC(=O)CNC,0.0,0.0,1.0
4976,CCC(COC(S)C(O)CO)NC(=O)CNC,0.0,0.0,1.0
4977,CNCC(=O)NC(CCl)C(CO)OC(S)CO,0.0,0.0,1.0
4978,CNCC(=O)NC(CCl)C(CO)OCSC,0.0,0.0,1.0
4979,CNCC(=O)NC(CCl)C(OCS)C(O)CO,0.0,0.0,1.0
4980,CNCC(=O)NC(CCl)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4981,CNCC(=O)NC(CCl)COC(CO)SC,0.0,0.0,1.0
4982,CNCC(=O)NC(CCl)COC(S)C(O)CO,0.0,0.0,1.0
4983,CNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
4984,CNCC(=O)NC(C)C(OCSC)C(O)CO,0.0,0.0,1.0
4985,CNCC(=O)NC(C)C(CO)OC(CO)SC,0.0,0.0,1.0
4986,CNCC(=O)NC(C)COC(SC)C(O)CO,0.0,0.0,1.0
4987,CNCC(=O)NCC1OC(SC)C(O)C(O)C1O,0.0,0.0,1.0
4988,CC(Cl)C(NC(=O)CN)C(CO)OC(S)CO,0.0,0.0,1.0
4989,CSCOC(CO)C(NC(=O)CN)C(C)Cl,0.0,0.0,1.0
4990,CC(Cl)C(NC(=O)CN)C(OCS)C(O)CO,0.0,0.0,1.0
4991,CC(Cl)C(NC(=O)CN)C1OCC(O)C(O)C1O,0.0,0.0,1.0
4992,CSC(CO)OCC(NC(=O)CN)C(C)Cl,0.0,0.0,1.0
4993,CC(Cl)C(COC(S)C(O)CO)NC(=O)CN,0.0,0.0,1.0
4994,CCC(NC(=O)CN)C1OC(S)C(O)C(O)C1O,0.0,0.0,1.0
