,Substructure,Frequency0,Frequency1,Frequency2
467,CC(=O)NC1CN(C)C1=O,0.0,0.0,2.0
468,NCC(=O)NC1CNC1=O,0.0,0.0,2.0
469,cCC(=O)NC1CNC1=O,0.0,0.0,3.0
470,cC(N)C(=O)NCC,0.0,0.0,2.0
471,ccCC(=O)NCC,0.0,0.0,3.0
472,CC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
473,CNC(=O)CNC(=O)CN,0.0,0.0,2.0
474,cCC(=O)NCC(=O)NC,0.0,0.0,3.0
475,cC(N)C(=O)NCC(N)=O,0.0,0.0,2.0
476,ccCC(=O)NCC(N)=O,0.0,0.0,3.0
477,ccC(N)C(=O)NC,0.0,0.0,2.0
478,cc(c)CC(=O)NC,0.0,0.0,3.0
479,cccCC(=O)NC,0.0,0.0,3.0
480,cc(c)C(N)C(N)=O,0.0,0.0,2.0
481,cccC(N)C(N)=O,0.0,0.0,2.0
482,ccc(c)CC(N)=O,0.0,0.0,3.0
483,NC(=O)CccccO,0.0,0.0,1.0
484,ccc(c)CN,0.0,0.0,2.0
485,NCccccO,0.0,0.0,1.0
486,cc(C)cccO,0.0,0.0,1.0
487,cc(O)cccC,0.0,0.0,1.0
488,CCSC(C)(C)C,0.0,0.0,2.0
489,CC1(C)CN(C=O)CS1,0.0,0.0,2.0
490,CSC(C)(C)CC(=O)O,0.0,0.0,2.0
491,CC(C)(S)C(NC=O)C(=O)O,0.0,0.0,2.0
492,CC(=O)NCC(C)(C)S,0.0,0.0,2.0
493,CC(C)SC1CC(=O)N1,0.0,0.0,2.0
494,CC(C)SCCNC=O,0.0,0.0,2.0
495,CC(C)C(C(=O)O)N(C)C=O,0.0,0.0,2.0
496,CC(=O)NC(C(=O)O)C(C)C,0.0,0.0,2.0
497,CC(C)CN1CCC1=O,0.0,0.0,2.0
498,CC(C)CNC(=O)CNC=O,0.0,0.0,2.0
499,CC1CN2C(=O)CC2S1,0.0,0.0,2.0
500,CCSC(C)CC(=O)O,0.0,0.0,2.0
501,CC1SCN(C=O)C1C(=O)O,0.0,0.0,2.0
502,CC(=O)NC(C(=O)O)C(C)S,0.0,0.0,2.0
503,CC(S)CNC(=O)CNC=O,0.0,0.0,2.0
504,CCSC1NC(=O)C1NC=O,0.0,0.0,3.0
505,CCSCCNC(C)=O,0.0,0.0,3.0
506,CCC(C(=O)O)N1CCC1=O,0.0,0.0,2.0
507,CCC(NC(=O)CNC=O)C(=O)O,0.0,0.0,2.0
508,CCCN1CC(NC=O)C1=O,0.0,0.0,2.0
509,CCCNC(=O)CNC(C)=O,0.0,0.0,2.0
510,O=CNC1C(=O)N2CCSC12,0.0,0.0,2.0
511,O=C(O)C1CSC2CC(=O)N21,0.0,0.0,2.0
512,O=CNCCSCCC(=O)O,0.0,0.0,2.0
513,O=CNCC(=O)NC(CS)C(=O)O,0.0,0.0,2.0
514,CC(=O)NCC(=O)NCCS,0.0,0.0,2.0
515,CSC1NC(=O)C1NC(C)=O,0.0,0.0,3.0
516,CSCCNC(=O)CN,0.0,0.0,2.0
517,cCC(=O)NCCSC,0.0,0.0,3.0
518,CC(C(=O)O)N1CC(NC=O)C1=O,0.0,0.0,2.0
519,CC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,2.0
520,CCN1CC(NC(C)=O)C1=O,0.0,0.0,2.0
521,CCNC(=O)CNC(=O)CN,0.0,0.0,1.0
522,cCC(=O)NCC(=O)NCC,0.0,0.0,2.0
523,O=CNC1C(=O)N(CC(=O)O)C1S,0.0,0.0,3.0
524,CC(=O)NC1C(=O)N(C)C1S,0.0,0.0,2.0
525,NCC(=O)NC1C(=O)NC1S,0.0,0.0,2.0
526,cCC(=O)NC1C(=O)NC1S,0.0,0.0,3.0
527,cC(N)C(=O)NCCS,0.0,0.0,2.0
528,ccCC(=O)NCCS,0.0,0.0,3.0
529,CC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,3.0
530,CN1CC(NC(=O)CN)C1=O,0.0,0.0,2.0
531,cCC(=O)NC1CN(C)C1=O,0.0,0.0,3.0
532,cC(N)C(=O)NC1CNC1=O,0.0,0.0,2.0
533,ccCC(=O)NC1CNC1=O,0.0,0.0,3.0
534,ccC(N)C(=O)NCC,0.0,0.0,2.0
535,cc(c)CC(=O)NCC,0.0,0.0,3.0
536,cccCC(=O)NCC,0.0,0.0,3.0
537,NCC(=O)NCC(=O)NCC(=O)O,0.0,0.0,2.0
538,cCC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
539,cC(N)C(=O)NCC(=O)NC,0.0,0.0,1.0
540,ccCC(=O)NCC(=O)NC,0.0,0.0,2.0
541,ccC(N)C(=O)NCC(N)=O,0.0,0.0,2.0
542,cc(c)CC(=O)NCC(N)=O,0.0,0.0,3.0
543,cccCC(=O)NCC(N)=O,0.0,0.0,3.0
544,cc(c)C(N)C(=O)NC,0.0,0.0,2.0
545,cccC(N)C(=O)NC,0.0,0.0,2.0
546,ccc(c)CC(=O)NC,0.0,0.0,3.0
547,CNC(=O)CccccO,0.0,0.0,1.0
548,ccc(c)C(N)C(N)=O,0.0,0.0,2.0
549,NC(=O)C(N)ccccO,0.0,0.0,1.0
550,ccc(cc)CC(N)=O,0.0,0.0,3.0
551,cc(cccO)CC(N)=O,0.0,0.0,1.0
552,cc(O)cccCC(N)=O,0.0,0.0,1.0
553,ccc(cc)CN,0.0,0.0,2.0
554,cc(cccO)CN,0.0,0.0,1.0
555,cc(O)cccCN,0.0,0.0,1.0
556,Cc1ccc(O)cc1,0.0,0.0,1.0
557,CC1(C)CN2C(=O)CC2S1,0.0,0.0,2.0
558,CCSC(C)(C)CC(=O)O,0.0,0.0,2.0
559,CC(C)(C)SCCNC=O,0.0,0.0,2.0
560,CC1(C)SCN(C=O)C1C(=O)O,0.0,0.0,2.0
561,CC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,2.0
562,CC(C)(S)CNC(=O)CNC=O,0.0,0.0,2.0
563,CC(C)SC1NC(=O)C1NC=O,0.0,0.0,2.0
564,CC(=O)NCCSC(C)C,0.0,0.0,2.0
565,CC(C)C(C(=O)O)N1CCC1=O,0.0,0.0,2.0
566,CC(C)C(NC(=O)CNC=O)C(=O)O,0.0,0.0,2.0
567,CC(C)CN1CC(NC=O)C1=O,0.0,0.0,2.0
568,CC(=O)NCC(=O)NCC(C)C,0.0,0.0,2.0
569,CC1SC2CC(=O)N2C1C(=O)O,0.0,0.0,2.0
570,CC1CN2C(=O)C(NC=O)C2S1,0.0,0.0,2.0
571,CC(CC(=O)O)SCCNC=O,0.0,0.0,2.0
572,CC(S)C(NC(=O)CNC=O)C(=O)O,0.0,0.0,2.0
573,CC(=O)NCC(=O)NCC(C)S,0.0,0.0,2.0
574,CCSC1NC(=O)C1NC(C)=O,0.0,0.0,3.0
575,CCSCCNC(=O)CN,0.0,0.0,2.0
576,cCC(=O)NCCSCC,0.0,0.0,2.0
577,CCC(C(=O)O)N1CC(NC=O)C1=O,0.0,0.0,2.0
578,CCC(NC(=O)CNC(C)=O)C(=O)O,0.0,0.0,2.0
579,CCCN1CC(NC(C)=O)C1=O,0.0,0.0,2.0
580,CCCNC(=O)CNC(=O)CN,0.0,0.0,1.0
581,cCC(=O)NCC(=O)NCCC,0.0,0.0,2.0
582,O=CNC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,2.0
583,CC(=O)NC1C(=O)N2CCSC12,0.0,0.0,2.0
584,CC(=O)NCCSCCC(=O)O,0.0,0.0,2.0
585,CC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,2.0
586,NCC(=O)NCC(=O)NCCS,0.0,0.0,1.0
587,cCC(=O)NCC(=O)NCCS,0.0,0.0,2.0
588,CSC1NC(=O)C1NC(=O)CN,0.0,0.0,2.0
589,cCC(=O)NC1C(=O)NC1SC,0.0,0.0,3.0
590,cC(N)C(=O)NCCSC,0.0,0.0,2.0
591,ccCC(=O)NCCSC,0.0,0.0,3.0
592,CC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,2.0
593,CC(NC(=O)CNC(=O)CN)C(=O)O,0.0,0.0,1.0
594,cCC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,2.0
595,CCN1CC(NC(=O)CN)C1=O,0.0,0.0,1.0
596,cCC(=O)NC1CN(CC)C1=O,0.0,0.0,2.0
597,cC(N)C(=O)NCC(=O)NCC,0.0,0.0,1.0
598,ccCC(=O)NCC(=O)NCC,0.0,0.0,2.0
599,CC(=O)NC1C(=O)N(CC(=O)O)C1S,0.0,0.0,3.0
600,CN1C(=O)C(NC(=O)CN)C1S,0.0,0.0,2.0
601,cCC(=O)NC1C(=O)N(C)C1S,0.0,0.0,3.0
602,cC(N)C(=O)NC1C(=O)NC1S,0.0,0.0,2.0
603,ccCC(=O)NC1C(=O)NC1S,0.0,0.0,3.0
604,ccC(N)C(=O)NCCS,0.0,0.0,2.0
605,cc(c)CC(=O)NCCS,0.0,0.0,3.0
606,cccCC(=O)NCCS,0.0,0.0,3.0
607,NCC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,2.0
608,cCC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,3.0
609,cC(N)C(=O)NC1CN(C)C1=O,0.0,0.0,2.0
610,ccCC(=O)NC1CN(C)C1=O,0.0,0.0,2.0
611,ccC(N)C(=O)NC1CNC1=O,0.0,0.0,2.0
612,cc(c)CC(=O)NC1CNC1=O,0.0,0.0,3.0
613,cccCC(=O)NC1CNC1=O,0.0,0.0,3.0
614,cc(c)C(N)C(=O)NCC,0.0,0.0,2.0
615,cccC(N)C(=O)NCC,0.0,0.0,2.0
616,ccc(c)CC(=O)NCC,0.0,0.0,3.0
617,CCNC(=O)CccccO,0.0,0.0,1.0
618,cC(N)C(=O)NCC(=O)NCC(=O)O,0.0,0.0,2.0
619,ccCC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
620,ccC(N)C(=O)NCC(=O)NC,0.0,0.0,1.0
621,cc(c)CC(=O)NCC(=O)NC,0.0,0.0,2.0
622,cccCC(=O)NCC(=O)NC,0.0,0.0,2.0
623,cc(c)C(N)C(=O)NCC(N)=O,0.0,0.0,2.0
624,cccC(N)C(=O)NCC(N)=O,0.0,0.0,2.0
625,ccc(c)CC(=O)NCC(N)=O,0.0,0.0,3.0
626,NC(=O)CNC(=O)CccccO,0.0,0.0,1.0
627,ccc(c)C(N)C(=O)NC,0.0,0.0,2.0
628,CNC(=O)C(N)ccccO,0.0,0.0,1.0
629,cc(cccO)CC(=O)NC,0.0,0.0,1.0
630,ccc(cc)CC(=O)NC,0.0,0.0,3.0
631,cc(O)cccCC(=O)NC,0.0,0.0,1.0
632,cc(cccO)C(N)C(N)=O,0.0,0.0,1.0
633,ccc(cc)C(N)C(N)=O,0.0,0.0,2.0
634,cc(O)cccC(N)C(N)=O,0.0,0.0,1.0
635,NC(=O)Cc1ccc(O)cc1,0.0,0.0,1.0
636,NCc1ccc(O)cc1,0.0,0.0,1.0
637,CC1(C)SC2CC(=O)N2C1C(=O)O,0.0,0.0,2.0
638,CC1(C)CN2C(=O)C(NC=O)C2S1,0.0,0.0,2.0
639,CC(C)(CC(=O)O)SCCNC=O,0.0,0.0,2.0
640,CC(=O)NCCSC(C)(C)C,0.0,0.0,2.0
641,CC(C)(S)C(NC(=O)CNC=O)C(=O)O,0.0,0.0,2.0
642,CC(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,2.0
643,CC(=O)NC1C(=O)NC1SC(C)C,0.0,0.0,2.0
644,CC(C)SCCNC(=O)CN,0.0,0.0,1.0
645,cCC(=O)NCCSC(C)C,0.0,0.0,2.0
646,CC(C)C(C(=O)O)N1CC(NC=O)C1=O,0.0,0.0,2.0
647,CC(=O)NCC(=O)NC(C(=O)O)C(C)C,0.0,0.0,2.0
648,CC(=O)NC1CN(CC(C)C)C1=O,0.0,0.0,2.0
649,CC(C)CNC(=O)CNC(=O)CN,0.0,0.0,1.0
650,cCC(=O)NCC(=O)NCC(C)C,0.0,0.0,2.0
651,CC1SC2C(NC=O)C(=O)N2C1C(=O)O,0.0,0.0,2.0
652,CC(=O)NC1C(=O)N2CC(C)SC12,0.0,0.0,2.0
653,CC(=O)NCCSC(C)CC(=O)O,0.0,0.0,2.0
654,CC(=O)NCC(=O)NC(C(=O)O)C(C)S,0.0,0.0,2.0
655,CC(S)CNC(=O)CNC(=O)CN,0.0,0.0,1.0
656,cCC(=O)NCC(=O)NCC(C)S,0.0,0.0,2.0
657,CCSC1NC(=O)C1NC(=O)CN,0.0,0.0,2.0
658,cCC(=O)NC1C(=O)NC1SCC,0.0,0.0,2.0
659,cC(N)C(=O)NCCSCC,0.0,0.0,1.0
660,ccCC(=O)NCCSCC,0.0,0.0,2.0
661,CCC(C(=O)O)N1CC(NC(C)=O)C1=O,0.0,0.0,2.0
662,CCC(NC(=O)CNC(=O)CN)C(=O)O,0.0,0.0,1.0
663,cCC(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,2.0
664,CCCN1CC(NC(=O)CN)C1=O,0.0,0.0,1.0
665,cCC(=O)NC1CN(CCC)C1=O,0.0,0.0,2.0
666,cC(N)C(=O)NCC(=O)NCCC,0.0,0.0,1.0
667,ccCC(=O)NCC(=O)NCCC,0.0,0.0,2.0
668,CC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,2.0
669,NCC(=O)NC1C(=O)N2CCSC12,0.0,0.0,1.0
670,cCC(=O)NC1C(=O)N2CCSC12,0.0,0.0,2.0
671,NCC(=O)NCCSCCC(=O)O,0.0,0.0,1.0
672,cCC(=O)NCCSCCC(=O)O,0.0,0.0,2.0
673,NCC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
674,cCC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,2.0
675,cC(N)C(=O)NCC(=O)NCCS,0.0,0.0,1.0
676,ccCC(=O)NCC(=O)NCCS,0.0,0.0,2.0
677,cC(N)C(=O)NC1C(=O)NC1SC,0.0,0.0,2.0
678,ccCC(=O)NC1C(=O)NC1SC,0.0,0.0,3.0
679,ccC(N)C(=O)NCCSC,0.0,0.0,2.0
680,cc(c)CC(=O)NCCSC,0.0,0.0,3.0
681,cccCC(=O)NCCSC,0.0,0.0,3.0
682,CC(C(=O)O)N1CC(NC(=O)CN)C1=O,0.0,0.0,1.0
683,cCC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,2.0
684,cC(N)C(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,1.0
685,ccCC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,2.0
686,cC(N)C(=O)NC1CN(CC)C1=O,0.0,0.0,1.0
687,ccCC(=O)NC1CN(CC)C1=O,0.0,0.0,2.0
688,ccC(N)C(=O)NCC(=O)NCC,0.0,0.0,1.0
689,cc(c)CC(=O)NCC(=O)NCC,0.0,0.0,2.0
690,cccCC(=O)NCC(=O)NCC,0.0,0.0,2.0
691,NCC(=O)NC1C(=O)N(CC(=O)O)C1S,0.0,0.0,2.0
692,cCC(=O)NC1C(=O)N(CC(=O)O)C1S,0.0,0.0,3.0
693,cC(N)C(=O)NC1C(=O)N(C)C1S,0.0,0.0,2.0
694,ccCC(=O)NC1C(=O)N(C)C1S,0.0,0.0,2.0
695,ccC(N)C(=O)NC1C(=O)NC1S,0.0,0.0,2.0
696,cc(c)CC(=O)NC1C(=O)NC1S,0.0,0.0,3.0
697,cccCC(=O)NC1C(=O)NC1S,0.0,0.0,3.0
698,cc(c)C(N)C(=O)NCCS,0.0,0.0,2.0
699,cccC(N)C(=O)NCCS,0.0,0.0,2.0
700,ccc(c)CC(=O)NCCS,0.0,0.0,3.0
701,O=C(CccccO)NCCS,0.0,0.0,1.0
702,cC(N)C(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,2.0
703,ccCC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,3.0
704,ccC(N)C(=O)NC1CN(C)C1=O,0.0,0.0,1.0
705,cc(c)CC(=O)NC1CN(C)C1=O,0.0,0.0,2.0
706,cccCC(=O)NC1CN(C)C1=O,0.0,0.0,2.0
707,cc(c)C(N)C(=O)NC1CNC1=O,0.0,0.0,2.0
708,cccC(N)C(=O)NC1CNC1=O,0.0,0.0,2.0
709,ccc(c)CC(=O)NC1CNC1=O,0.0,0.0,3.0
710,O=C(CccccO)NC1CNC1=O,0.0,0.0,1.0
711,ccc(c)C(N)C(=O)NCC,0.0,0.0,2.0
712,CCNC(=O)C(N)ccccO,0.0,0.0,1.0
713,cc(cccO)CC(=O)NCC,0.0,0.0,1.0
714,ccc(cc)CC(=O)NCC,0.0,0.0,3.0
715,cc(O)cccCC(=O)NCC,0.0,0.0,1.0
716,ccC(N)C(=O)NCC(=O)NCC(=O)O,0.0,0.0,2.0
717,cc(c)CC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
718,cccCC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
719,cc(c)C(N)C(=O)NCC(=O)NC,0.0,0.0,1.0
720,cccC(N)C(=O)NCC(=O)NC,0.0,0.0,1.0
721,ccc(c)CC(=O)NCC(=O)NC,0.0,0.0,2.0
722,CNC(=O)CNC(=O)CccccO,0.0,0.0,1.0
723,ccc(c)C(N)C(=O)NCC(N)=O,0.0,0.0,2.0
724,NC(=O)CNC(=O)C(N)ccccO,0.0,0.0,1.0
725,cc(cccO)CC(=O)NCC(N)=O,0.0,0.0,1.0
726,ccc(cc)CC(=O)NCC(N)=O,0.0,0.0,3.0
727,cc(O)cccCC(=O)NCC(N)=O,0.0,0.0,1.0
728,cc(cccO)C(N)C(=O)NC,0.0,0.0,1.0
729,ccc(cc)C(N)C(=O)NC,0.0,0.0,2.0
730,cc(O)cccC(N)C(=O)NC,0.0,0.0,1.0
731,CNC(=O)Cc1ccc(O)cc1,0.0,0.0,1.0
732,NC(=O)C(N)c1ccc(O)cc1,0.0,0.0,1.0
733,CC1(C)SC2C(NC=O)C(=O)N2C1C(=O)O,0.0,0.0,2.0
734,CC(=O)NC1C(=O)N2CC(C)(C)SC12,0.0,0.0,2.0
735,CC(=O)NCCSC(C)(C)CC(=O)O,0.0,0.0,2.0
736,CC(C)(C)SCCNC(=O)CN,0.0,0.0,1.0
737,cCC(=O)NCCSC(C)(C)C,0.0,0.0,2.0
738,CC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,2.0
739,CC(C)(S)CNC(=O)CNC(=O)CN,0.0,0.0,1.0
740,cCC(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,2.0
741,CC(C)SC1NC(=O)C1NC(=O)CN,0.0,0.0,1.0
742,cCC(=O)NC1C(=O)NC1SC(C)C,0.0,0.0,2.0
743,cC(N)C(=O)NCCSC(C)C,0.0,0.0,1.0
744,ccCC(=O)NCCSC(C)C,0.0,0.0,2.0
745,CC(=O)NC1CN(C(C(=O)O)C(C)C)C1=O,0.0,0.0,2.0
746,CC(C)C(NC(=O)CNC(=O)CN)C(=O)O,0.0,0.0,1.0
747,cCC(=O)NCC(=O)NC(C(=O)O)C(C)C,0.0,0.0,2.0
748,CC(C)CN1CC(NC(=O)CN)C1=O,0.0,0.0,1.0
749,cCC(=O)NC1CN(CC(C)C)C1=O,0.0,0.0,2.0
750,cC(N)C(=O)NCC(=O)NCC(C)C,0.0,0.0,1.0
751,ccCC(=O)NCC(=O)NCC(C)C,0.0,0.0,2.0
752,CC(=O)NC1C(=O)N2C1SC(C)C2C(=O)O,0.0,0.0,2.0
753,CC1CN2C(=O)C(NC(=O)CN)C2S1,0.0,0.0,1.0
754,cCC(=O)NC1C(=O)N2CC(C)SC12,0.0,0.0,2.0
755,CC(CC(=O)O)SCCNC(=O)CN,0.0,0.0,1.0
756,cCC(=O)NCCSC(C)CC(=O)O,0.0,0.0,2.0
757,CC(S)C(NC(=O)CNC(=O)CN)C(=O)O,0.0,0.0,1.0
758,cCC(=O)NCC(=O)NC(C(=O)O)C(C)S,0.0,0.0,2.0
759,cC(N)C(=O)NCC(=O)NCC(C)S,0.0,0.0,1.0
760,ccCC(=O)NCC(=O)NCC(C)S,0.0,0.0,2.0
761,cC(N)C(=O)NC1C(=O)NC1SCC,0.0,0.0,1.0
762,ccCC(=O)NC1C(=O)NC1SCC,0.0,0.0,2.0
763,ccC(N)C(=O)NCCSCC,0.0,0.0,1.0
764,cc(c)CC(=O)NCCSCC,0.0,0.0,2.0
765,cccCC(=O)NCCSCC,0.0,0.0,2.0
766,CCC(C(=O)O)N1CC(NC(=O)CN)C1=O,0.0,0.0,1.0
767,cCC(=O)NC1CN(C(CC)C(=O)O)C1=O,0.0,0.0,2.0
768,cC(N)C(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,1.0
769,ccCC(=O)NCC(=O)NC(CC)C(=O)O,0.0,0.0,2.0
770,cC(N)C(=O)NC1CN(CCC)C1=O,0.0,0.0,1.0
771,ccCC(=O)NC1CN(CCC)C1=O,0.0,0.0,2.0
772,ccC(N)C(=O)NCC(=O)NCCC,0.0,0.0,1.0
773,cc(c)CC(=O)NCC(=O)NCCC,0.0,0.0,2.0
774,cccCC(=O)NCC(=O)NCCC,0.0,0.0,2.0
775,NCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,1.0
776,cCC(=O)NC1C(=O)N2C(C(=O)O)CSC12,0.0,0.0,2.0
777,cC(N)C(=O)NC1C(=O)N2CCSC12,0.0,0.0,1.0
778,ccCC(=O)NC1C(=O)N2CCSC12,0.0,0.0,2.0
779,cC(N)C(=O)NCCSCCC(=O)O,0.0,0.0,1.0
780,ccCC(=O)NCCSCCC(=O)O,0.0,0.0,2.0
781,cC(N)C(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,1.0
782,ccCC(=O)NCC(=O)NC(CS)C(=O)O,0.0,0.0,2.0
783,ccC(N)C(=O)NCC(=O)NCCS,0.0,0.0,1.0
784,cc(c)CC(=O)NCC(=O)NCCS,0.0,0.0,2.0
785,cccCC(=O)NCC(=O)NCCS,0.0,0.0,2.0
786,ccC(N)C(=O)NC1C(=O)NC1SC,0.0,0.0,2.0
787,cc(c)CC(=O)NC1C(=O)NC1SC,0.0,0.0,3.0
788,cccCC(=O)NC1C(=O)NC1SC,0.0,0.0,3.0
789,cc(c)C(N)C(=O)NCCSC,0.0,0.0,2.0
790,cccC(N)C(=O)NCCSC,0.0,0.0,2.0
791,ccc(c)CC(=O)NCCSC,0.0,0.0,3.0
792,CSCCNC(=O)CccccO,0.0,0.0,1.0
793,cC(N)C(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,1.0
794,ccCC(=O)NC1CN(C(C)C(=O)O)C1=O,0.0,0.0,2.0
795,ccC(N)C(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,1.0
796,cc(c)CC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,2.0
797,cccCC(=O)NCC(=O)NC(C)C(=O)O,0.0,0.0,2.0
798,ccC(N)C(=O)NC1CN(CC)C1=O,0.0,0.0,1.0
799,cc(c)CC(=O)NC1CN(CC)C1=O,0.0,0.0,2.0
800,cccCC(=O)NC1CN(CC)C1=O,0.0,0.0,2.0
801,cc(c)C(N)C(=O)NCC(=O)NCC,0.0,0.0,1.0
802,cccC(N)C(=O)NCC(=O)NCC,0.0,0.0,1.0
803,ccc(c)CC(=O)NCC(=O)NCC,0.0,0.0,2.0
804,CCNC(=O)CNC(=O)CccccO,0.0,0.0,1.0
805,cC(N)C(=O)NC1C(=O)N(CC(=O)O)C1S,0.0,0.0,2.0
806,ccCC(=O)NC1C(=O)N(CC(=O)O)C1S,0.0,0.0,3.0
807,ccC(N)C(=O)NC1C(=O)N(C)C1S,0.0,0.0,1.0
808,cc(c)CC(=O)NC1C(=O)N(C)C1S,0.0,0.0,2.0
809,cccCC(=O)NC1C(=O)N(C)C1S,0.0,0.0,2.0
810,cc(c)C(N)C(=O)NC1C(=O)NC1S,0.0,0.0,2.0
811,cccC(N)C(=O)NC1C(=O)NC1S,0.0,0.0,2.0
812,ccc(c)CC(=O)NC1C(=O)NC1S,0.0,0.0,3.0
813,O=C(CccccO)NC1C(=O)NC1S,0.0,0.0,1.0
814,ccc(c)C(N)C(=O)NCCS,0.0,0.0,2.0
815,NC(ccccO)C(=O)NCCS,0.0,0.0,1.0
816,ccc(cc)CC(=O)NCCS,0.0,0.0,3.0
817,cc(cccO)CC(=O)NCCS,0.0,0.0,1.0
818,cc(O)cccCC(=O)NCCS,0.0,0.0,1.0
819,ccC(N)C(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,2.0
820,cc(c)CC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,3.0
821,cccCC(=O)NC1CN(CC(=O)O)C1=O,0.0,0.0,3.0
822,cc(c)C(N)C(=O)NC1CN(C)C1=O,0.0,0.0,1.0
823,cccC(N)C(=O)NC1CN(C)C1=O,0.0,0.0,1.0
824,ccc(c)CC(=O)NC1CN(C)C1=O,0.0,0.0,2.0
825,CN1CC(NC(=O)CccccO)C1=O,0.0,0.0,1.0
826,ccc(c)C(N)C(=O)NC1CNC1=O,0.0,0.0,2.0
827,NC(ccccO)C(=O)NC1CNC1=O,0.0,0.0,1.0
828,ccc(cc)CC(=O)NC1CNC1=O,0.0,0.0,3.0
829,cc(cccO)CC(=O)NC1CNC1=O,0.0,0.0,1.0
830,cc(O)cccCC(=O)NC1CNC1=O,0.0,0.0,1.0
831,ccc(cc)C(N)C(=O)NCC,0.0,0.0,2.0
832,cc(cccO)C(N)C(=O)NCC,0.0,0.0,1.0
833,cc(O)cccC(N)C(=O)NCC,0.0,0.0,1.0
834,CCNC(=O)Cc1ccc(O)cc1,0.0,0.0,1.0
835,cc(c)C(N)C(=O)NCC(=O)NCC(=O)O,0.0,0.0,2.0
836,cccC(N)C(=O)NCC(=O)NCC(=O)O,0.0,0.0,2.0
837,ccc(c)CC(=O)NCC(=O)NCC(=O)O,0.0,0.0,3.0
838,O=C(O)CNC(=O)CNC(=O)CccccO,0.0,0.0,1.0
839,ccc(c)C(N)C(=O)NCC(=O)NC,0.0,0.0,1.0
840,CNC(=O)CNC(=O)C(N)ccccO,0.0,0.0,1.0
841,ccc(cc)CC(=O)NCC(=O)NC,0.0,0.0,2.0
842,cc(cccO)CC(=O)NCC(=O)NC,0.0,0.0,1.0
843,cc(O)cccCC(=O)NCC(=O)NC,0.0,0.0,1.0
844,ccc(cc)C(N)C(=O)NCC(N)=O,0.0,0.0,2.0
845,cc(cccO)C(N)C(=O)NCC(N)=O,0.0,0.0,1.0
846,cc(O)cccC(N)C(=O)NCC(N)=O,0.0,0.0,1.0
847,NC(=O)CNC(=O)Cc1ccc(O)cc1,0.0,0.0,1.0
848,CNC(=O)C(N)c1ccc(O)cc1,0.0,0.0,1.0
849,CC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,0.0,0.0,2.0
850,CC1(C)CN2C(=O)C(NC(=O)CN)C2S1,0.0,0.0,1.0
851,cCC(=O)NC1C(=O)N2CC(C)(C)SC12,0.0,0.0,2.0
852,CC(C)(CC(=O)O)SCCNC(=O)CN,0.0,0.0,1.0
853,cCC(=O)NCCSC(C)(C)CC(=O)O,0.0,0.0,2.0
854,cC(N)C(=O)NCCSC(C)(C)C,0.0,0.0,1.0
855,ccCC(=O)NCCSC(C)(C)C,0.0,0.0,2.0
856,CC(C)(S)C(NC(=O)CNC(=O)CN)C(=O)O,0.0,0.0,1.0
857,cCC(=O)NCC(=O)NC(C(=O)O)C(C)(C)S,0.0,0.0,2.0
858,cC(N)C(=O)NCC(=O)NCC(C)(C)S,0.0,0.0,1.0
