,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
1532,CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1533,C=CC(=C)CNC(=O)CCC=CCC(C)O,1.0,0.0
1534,C=C(CC=O)CNC(=O)CCC=CCC(C)O,1.0,0.0
1535,C=C(CCNC(=O)CCC=CCC(C)O)C=O,1.0,0.0
1536,CC=CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1537,CC(=O)CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1538,CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1539,C=CC(=C)CNC(=O)CCC=CCCOC,1.0,0.0
1540,C=C(CC=O)CNC(=O)CCC=CCCOC,1.0,0.0
1541,C=C(CCNC(=O)CCC=CCCOC)C=O,1.0,0.0
1542,CC=CCCNC(=O)CCC=CCCOC,1.0,0.0
1543,COCCC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1544,C=CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1545,O=CCC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1546,C=C(C=O)C(=C)CNC(=O)CCC=CCCO,1.0,0.0
1547,C=C(C=CC)CNC(=O)CCC=CCCO,1.0,0.0
1548,C=C(CC(C)=O)CNC(=O)CCC=CCCO,1.0,0.0
1549,CC=C(CCNC(=O)CCC=CCCO)C=O,1.0,0.0
1550,C=C(CCNC(=O)CCC=CCCO)C(C)=O,1.0,0.0
1551,CCC=CCCNC(=O)CCC=CCCO,1.0,0.0
1552,CCC(=O)CCCNC(=O)CCC=CCCO,1.0,0.0
1553,C=C(C=O)C(=CCl)CNC(=O)CCC=CC,1.0,0.0
1554,CC=CCCC(=O)NCC(C=CC)=CCl,1.0,0.0
1555,CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1556,C=C(CNC(=O)CCC=CC)C(C=O)=CC,1.0,0.0
1557,C=C(CNC(=O)CCC=CC)C(=C)C(C)=O,1.0,0.0
1558,C=C(C=CCC)CNC(=O)CCC=CC,1.0,0.0
1559,C=C(CC(=O)CC)CNC(=O)CCC=CC,1.0,0.0
1560,CC=CCCC(=O)NCCC(C=O)=CCC,1.0,0.0
1561,CC=CCCC(=O)NCCC(=CC)C(C)=O,1.0,0.0
1562,C=C(CCNC(=O)CCC=CC)C(=O)CC,1.0,0.0
1563,CC=CCCC(=O)NCCC=CCCC,1.0,0.0
1564,CC=CCCC(=O)NCCCC(=O)CCC,1.0,0.0
1565,CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1566,C=CCCC(=O)NCC(=CCl)C(C=O)=CC,1.0,0.0
1567,C=CCCC(=O)NCC(=CCl)C(=C)C(C)=O,1.0,0.0
1568,C=CCCC(=O)NCC(C=CCC)=CCl,1.0,0.0
1569,C=CCCC(=O)NCC(CC(=O)CC)=CCl,1.0,0.0
1570,C=CCCC(=O)NCC(=C)C(C=O)=CCC,1.0,0.0
1571,C=CCCC(=O)NCC(=C)C(=CC)C(C)=O,1.0,0.0
1572,C=CCCC(=O)NCC(=C)C(=C)C(=O)CC,1.0,0.0
1573,C=CCCC(=O)NCC(=C)C=CCCC,1.0,0.0
1574,C=CCCC(=O)NCC(=C)CC(=O)CCC,1.0,0.0
1575,C=CCCC(=O)NCC(=C)CC(=O)C(C)C,1.0,0.0
1576,C=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1577,C=CCCC(=O)NCCC(=CC)C(=O)CC,1.0,0.0
1578,C=CCCC(=O)NCCC(=C)C(=O)C(C)C,1.0,0.0
1579,C=CCCC(=O)NCCC=CCCCC,1.0,0.0
1580,C=CCCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
1581,CCCC(=O)NCC(=CCl)C(C=O)=CCC,1.0,0.0
1582,CCCC(=O)NCC(=CCl)C(=CC)C(C)=O,1.0,0.0
1583,CCCC(=O)NCC(=CCl)C(=C)C(=O)CC,1.0,0.0
1584,CCCC(=O)NCC(C=CCCC)=CCl,1.0,0.0
1585,CCCC(=O)NCC(CC(=O)CCC)=CCl,1.0,0.0
1586,CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
1587,CCCC(=O)NCC(=C)C1=CCCCC1=O,1.0,0.0
1588,CCCC(=O)NCC(=C)C(=CC)C(=O)CC,1.0,0.0
1589,CCCC(=O)NCC(=C)C(=C)C(=O)C(C)C,1.0,0.0
1590,CCCC(=O)NCC(=C)C=CCCCC,1.0,0.0
1591,CCCC(=O)NCC(=C)CC(=O)C(C)CC,1.0,0.0
1592,CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
1593,CCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
1594,CC=C(C(=O)CC)C(=CCl)CNC(=O)CC,1.0,0.0
1595,C=C(C(=O)C(C)C)C(=CCl)CNC(=O)CC,1.0,0.0
1596,CCCCC=CC(=CCl)CNC(=O)CC,1.0,0.0
1597,CCC(=O)NCC(CC(=O)C(C)CC)=CCl,1.0,0.0
1598,C=C(CNC(=O)CC)C1=CCCC(C)C1=O,1.0,0.0
1599,CC(=O)NCC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
1600,CCCCCC(CC=CCCC(=O)NC)OC,1.0,0.0
1601,CCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1602,CCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1603,C=CCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1604,CCCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1605,C=CCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1606,CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1607,CC(=C)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1608,CCCC(O)CC=CCCC(=O)NCC=CCl,1.0,0.0
1609,C=CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1610,CCCC(O)CC=CCCC(=O)NCCCC=O,1.0,0.0
1611,CC(=C)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1612,CCC(CC=CCCC(=O)NCC=CCl)OC,1.0,0.0
1613,C=CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1614,CCC(CC=CCCC(=O)NCCCC=O)OC,1.0,0.0
1615,CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1616,C=CC(=C)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1617,C=C(CC=O)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1618,C=C(CCNC(=O)CCC=CCC(O)CC)C=O,1.0,0.0
1619,CC=CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1620,CCC(O)CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1621,CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1622,C=CC(=C)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1623,C=C(CC=O)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1624,C=C(CCNC(=O)CCC=CCC(C)OC)C=O,1.0,0.0
1625,CC=CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1626,COC(C)CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1627,C=CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1628,CC(O)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1629,C=C(C=O)C(=C)CNC(=O)CCC=CCC(C)O,1.0,0.0
1630,C=C(C=CC)CNC(=O)CCC=CCC(C)O,1.0,0.0
1631,C=C(CC(C)=O)CNC(=O)CCC=CCC(C)O,1.0,0.0
1632,CC=C(CCNC(=O)CCC=CCC(C)O)C=O,1.0,0.0
1633,C=C(CCNC(=O)CCC=CCC(C)O)C(C)=O,1.0,0.0
1634,CCC=CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1635,CCC(=O)CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1636,C=CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1637,COCCC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1638,C=C(C=O)C(=C)CNC(=O)CCC=CCCOC,1.0,0.0
1639,C=C(C=CC)CNC(=O)CCC=CCCOC,1.0,0.0
1640,C=C(CC(C)=O)CNC(=O)CCC=CCCOC,1.0,0.0
1641,CC=C(CCNC(=O)CCC=CCCOC)C=O,1.0,0.0
1642,C=C(CCNC(=O)CCC=CCCOC)C(C)=O,1.0,0.0
1643,CCC=CCCNC(=O)CCC=CCCOC,1.0,0.0
1644,CCC(=O)CCCNC(=O)CCC=CCCOC,1.0,0.0
1645,C=C(C=O)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1646,CC=CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1647,CC(=O)CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1648,C=C(CNC(=O)CCC=CCCO)C(C=O)=CC,1.0,0.0
1649,C=C(CNC(=O)CCC=CCCO)C(=C)C(C)=O,1.0,0.0
1650,C=C(C=CCC)CNC(=O)CCC=CCCO,1.0,0.0
1651,C=C(CC(=O)CC)CNC(=O)CCC=CCCO,1.0,0.0
1652,CCC=C(CCNC(=O)CCC=CCCO)C=O,1.0,0.0
1653,CC=C(CCNC(=O)CCC=CCCO)C(C)=O,1.0,0.0
1654,C=C(CCNC(=O)CCC=CCCO)C(=O)CC,1.0,0.0
1655,CCCC=CCCNC(=O)CCC=CCCO,1.0,0.0
1656,CCCC(=O)CCCNC(=O)CCC=CCCO,1.0,0.0
1657,CC(C)C(=O)CCCNC(=O)CCC=CCCO,1.0,0.0
1658,CC=CCCC(=O)NCC(=CCl)C(C=O)=CC,1.0,0.0
1659,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CC,1.0,0.0
1660,CC=CCCC(=O)NCC(C=CCC)=CCl,1.0,0.0
1661,CC=CCCC(=O)NCC(CC(=O)CC)=CCl,1.0,0.0
1662,C=C(CNC(=O)CCC=CC)C(C=O)=CCC,1.0,0.0
1663,C=C(CNC(=O)CCC=CC)C(=CC)C(C)=O,1.0,0.0
1664,C=C(CNC(=O)CCC=CC)C(=C)C(=O)CC,1.0,0.0
1665,C=C(C=CCCC)CNC(=O)CCC=CC,1.0,0.0
1666,C=C(CC(=O)CCC)CNC(=O)CCC=CC,1.0,0.0
1667,C=C(CC(=O)C(C)C)CNC(=O)CCC=CC,1.0,0.0
1668,CC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1669,CC=CCCC(=O)NCCC(=CC)C(=O)CC,1.0,0.0
1670,C=C(CCNC(=O)CCC=CC)C(=O)C(C)C,1.0,0.0
1671,CC=CCCC(=O)NCCC=CCCCC,1.0,0.0
1672,CC=CCCC(=O)NCCCC(=O)C(C)CC,1.0,0.0
1673,C=CCCC(=O)NCC(=CCl)C(C=O)=CCC,1.0,0.0
1674,C=CCCC(=O)NCC(=CCl)C(=CC)C(C)=O,1.0,0.0
1675,C=CCCC(=O)NCC(=CCl)C(=C)C(=O)CC,1.0,0.0
1676,C=CCCC(=O)NCC(C=CCCC)=CCl,1.0,0.0
1677,C=CCCC(=O)NCC(CC(=O)CCC)=CCl,1.0,0.0
1678,C=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
1679,C=CCCC(=O)NCC(=C)C1=CCCCC1=O,1.0,0.0
1680,C=CCCC(=O)NCC(=C)C(=CC)C(=O)CC,1.0,0.0
1681,C=CCCC(=O)NCC(=C)C(=C)C(=O)C(C)C,1.0,0.0
1682,C=CCCC(=O)NCC(=C)C=CCCCC,1.0,0.0
1683,C=CCCC(=O)NCC(=C)CC(=O)C(C)CC,1.0,0.0
1684,C=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
1685,CCCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
1686,CCCC(=O)NCC(=CCl)C(=CC)C(=O)CC,1.0,0.0
1687,CCCC(=O)NCC(=CCl)C(=C)C(=O)C(C)C,1.0,0.0
1688,CCCC(=O)NCC(C=CCCCC)=CCl,1.0,0.0
1689,CCCC(=O)NCC(CC(=O)C(C)CC)=CCl,1.0,0.0
1690,CCCC(=O)NCC(=C)C1=CCCC(C)C1=O,1.0,0.0
1691,CCC(=O)NCC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
1692,CCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
1693,C=CCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1694,CCCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1695,C=CCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1696,CCCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1697,CC(=C)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1698,CCCCC(O)CC=CCCC(=O)NCC=CCl,1.0,0.0
1699,C=CCCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1700,CCCCC(O)CC=CCCC(=O)NCCCC=O,1.0,0.0
1701,CC(=C)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1702,CCCC(CC=CCCC(=O)NCC=CCl)OC,1.0,0.0
1703,C=CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1704,CCCC(CC=CCCC(=O)NCCCC=O)OC,1.0,0.0
1705,CC(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1706,C=CC(=C)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1707,C=C(CC=O)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1708,C=C(CCNC(=O)CCC=CCC(O)CCC)C=O,1.0,0.0
1709,CC=CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1710,CCCC(O)CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1711,CC(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1712,C=CC(=C)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1713,C=C(CC=O)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1714,C=C(CCNC(=O)CCC=CCC(CC)OC)C=O,1.0,0.0
1715,CC=CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1716,CCC(CC=CCCC(=O)NCCCC(C)=O)OC,1.0,0.0
1717,C=CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1718,CCC(O)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1719,C=C(C=O)C(=C)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1720,C=C(C=CC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1721,C=C(CC(C)=O)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1722,CC=C(CCNC(=O)CCC=CCC(O)CC)C=O,1.0,0.0
1723,C=C(CCNC(=O)CCC=CCC(O)CC)C(C)=O,1.0,0.0
1724,CCC=CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1725,CCC(=O)CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1726,C=CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1727,COC(C)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1728,C=C(C=O)C(=C)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1729,C=C(C=CC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1730,C=C(CC(C)=O)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1731,CC=C(CCNC(=O)CCC=CCC(C)OC)C=O,1.0,0.0
1732,C=C(CCNC(=O)CCC=CCC(C)OC)C(C)=O,1.0,0.0
1733,CCC=CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1734,CCC(=O)CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1735,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1736,CC=CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1737,CC(=O)CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1738,C=C(CNC(=O)CCC=CCC(C)O)C(C=O)=CC,1.0,0.0
1739,C=C(CNC(=O)CCC=CCC(C)O)C(=C)C(C)=O,1.0,0.0
1740,C=C(C=CCC)CNC(=O)CCC=CCC(C)O,1.0,0.0
1741,C=C(CC(=O)CC)CNC(=O)CCC=CCC(C)O,1.0,0.0
1742,CCC=C(CCNC(=O)CCC=CCC(C)O)C=O,1.0,0.0
1743,CC=C(CCNC(=O)CCC=CCC(C)O)C(C)=O,1.0,0.0
1744,C=C(CCNC(=O)CCC=CCC(C)O)C(=O)CC,1.0,0.0
1745,CCCC=CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1746,CCCC(=O)CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1747,CC(O)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1748,C=C(C=O)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1749,CC=CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1750,COCCC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1751,C=C(CNC(=O)CCC=CCCOC)C(C=O)=CC,1.0,0.0
1752,C=C(CNC(=O)CCC=CCCOC)C(=C)C(C)=O,1.0,0.0
1753,C=C(C=CCC)CNC(=O)CCC=CCCOC,1.0,0.0
1754,C=C(CC(=O)CC)CNC(=O)CCC=CCCOC,1.0,0.0
1755,CCC=C(CCNC(=O)CCC=CCCOC)C=O,1.0,0.0
1756,CC=C(CCNC(=O)CCC=CCCOC)C(C)=O,1.0,0.0
1757,C=C(CCNC(=O)CCC=CCCOC)C(=O)CC,1.0,0.0
1758,CCCC=CCCNC(=O)CCC=CCCOC,1.0,0.0
1759,CCCC(=O)CCCNC(=O)CCC=CCCOC,1.0,0.0
1760,COCCC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1761,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1762,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1763,CCC=CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1764,CCC(=O)CC(=CCl)CNC(=O)CCC=CCCO,1.0,0.0
1765,C=C(CNC(=O)CCC=CCCO)C(C=O)=CCC,1.0,0.0
1766,C=C(CNC(=O)CCC=CCCO)C(=CC)C(C)=O,1.0,0.0
1767,C=C(CNC(=O)CCC=CCCO)C(=C)C(=O)CC,1.0,0.0
1768,C=C(C=CCCC)CNC(=O)CCC=CCCO,1.0,0.0
1769,C=C(CC(=O)CCC)CNC(=O)CCC=CCCO,1.0,0.0
1770,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCCO,1.0,0.0
1771,O=C(CCC=CCCO)NCCC1=CCCCC1=O,1.0,0.0
1772,CC=C(CCNC(=O)CCC=CCCO)C(=O)CC,1.0,0.0
1773,C=C(CCNC(=O)CCC=CCCO)C(=O)C(C)C,1.0,0.0
1774,CCCCC=CCCNC(=O)CCC=CCCO,1.0,0.0
1775,CCC(C)C(=O)CCCNC(=O)CCC=CCCO,1.0,0.0
1776,CC=CCCC(=O)NCC(=CCl)C(C=O)=CCC,1.0,0.0
1777,CC=CCCC(=O)NCC(=CCl)C(=CC)C(C)=O,1.0,0.0
1778,C=C(C(=O)CC)C(=CCl)CNC(=O)CCC=CC,1.0,0.0
1779,CC=CCCC(=O)NCC(C=CCCC)=CCl,1.0,0.0
1780,CC=CCCC(=O)NCC(CC(=O)CCC)=CCl,1.0,0.0
1781,CC=CCCC(=O)NCC(CC(=O)C(C)C)=CCl,1.0,0.0
1782,C=C(CNC(=O)CCC=CC)C1=CCCCC1=O,1.0,0.0
1783,C=C(CNC(=O)CCC=CC)C(=CC)C(=O)CC,1.0,0.0
1784,C=C(CNC(=O)CCC=CC)C(=C)C(=O)C(C)C,1.0,0.0
1785,C=C(C=CCCCC)CNC(=O)CCC=CC,1.0,0.0
1786,C=C(CC(=O)C(C)CC)CNC(=O)CCC=CC,1.0,0.0
1787,CC=CCCC(=O)NCCC1=CCCC(C)C1=O,1.0,0.0
1788,C=CCCC(=O)NCC(=CCl)C1=CCCCC1=O,1.0,0.0
1789,C=CCCC(=O)NCC(=CCl)C(=CC)C(=O)CC,1.0,0.0
1790,C=CCCC(=O)NCC(=CCl)C(=C)C(=O)C(C)C,1.0,0.0
1791,C=CCCC(=O)NCC(C=CCCCC)=CCl,1.0,0.0
1792,C=CCCC(=O)NCC(CC(=O)C(C)CC)=CCl,1.0,0.0
1793,C=CCCC(=O)NCC(=C)C1=CCCC(C)C1=O,1.0,0.0
1794,CCCC(=O)NCC(=CCl)C1=CCCC(C)C1=O,1.0,0.0
1795,C=CCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
1796,CCCNC(=O)CCC=CCC(CCCCC)OC,1.0,0.0
1797,CC(=C)CNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1798,CCCCCC(O)CC=CCCC(=O)NCC=CCl,1.0,0.0
1799,C=CCCNC(=O)CCC=CCC(O)CCCCC,1.0,0.0
1800,CCCCCC(O)CC=CCCC(=O)NCCCC=O,1.0,0.0
1801,CC(=C)CNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1802,CCCCC(CC=CCCC(=O)NCC=CCl)OC,1.0,0.0
1803,C=CCCNC(=O)CCC=CCC(CCCC)OC,1.0,0.0
1804,CCCCC(CC=CCCC(=O)NCCCC=O)OC,1.0,0.0
1805,CC(=CCl)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1806,C=CC(=C)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1807,C=C(CC=O)CNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1808,C=C(CCNC(=O)CCC=CCC(O)CCCC)C=O,1.0,0.0
1809,CC=CCCNC(=O)CCC=CCC(O)CCCC,1.0,0.0
1810,CCCCC(O)CC=CCCC(=O)NCCCC(C)=O,1.0,0.0
1811,CC(=CCl)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1812,C=CC(=C)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1813,C=C(CC=O)CNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1814,C=C(CCNC(=O)CCC=CCC(CCC)OC)C=O,1.0,0.0
1815,CC=CCCNC(=O)CCC=CCC(CCC)OC,1.0,0.0
1816,CCCC(CC=CCCC(=O)NCCCC(C)=O)OC,1.0,0.0
1817,C=CC(=CCl)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1818,CCCC(O)CC=CCCC(=O)NCC(CC=O)=CCl,1.0,0.0
1819,C=C(C=O)C(=C)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1820,C=C(C=CC)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1821,C=C(CC(C)=O)CNC(=O)CCC=CCC(O)CCC,1.0,0.0
1822,CC=C(CCNC(=O)CCC=CCC(O)CCC)C=O,1.0,0.0
1823,C=C(CCNC(=O)CCC=CCC(O)CCC)C(C)=O,1.0,0.0
1824,CCC=CCCNC(=O)CCC=CCC(O)CCC,1.0,0.0
1825,CCCC(O)CC=CCCC(=O)NCCCC(=O)CC,1.0,0.0
1826,C=CC(=CCl)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1827,CCC(CC=CCCC(=O)NCC(CC=O)=CCl)OC,1.0,0.0
1828,C=C(C=O)C(=C)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1829,C=C(C=CC)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1830,C=C(CC(C)=O)CNC(=O)CCC=CCC(CC)OC,1.0,0.0
1831,CC=C(CCNC(=O)CCC=CCC(CC)OC)C=O,1.0,0.0
1832,C=C(CCNC(=O)CCC=CCC(CC)OC)C(C)=O,1.0,0.0
1833,CCC=CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1834,CCC(=O)CCCNC(=O)CCC=CCC(CC)OC,1.0,0.0
1835,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1836,CC=CC(=CCl)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1837,CCC(O)CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1838,C=C(CNC(=O)CCC=CCC(O)CC)C(C=O)=CC,1.0,0.0
1839,C=C(CNC(=O)CCC=CCC(O)CC)C(=C)C(C)=O,1.0,0.0
1840,C=C(C=CCC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1841,C=C(CC(=O)CC)CNC(=O)CCC=CCC(O)CC,1.0,0.0
1842,CCC=C(CCNC(=O)CCC=CCC(O)CC)C=O,1.0,0.0
1843,CC=C(CCNC(=O)CCC=CCC(O)CC)C(C)=O,1.0,0.0
1844,C=C(CCNC(=O)CCC=CCC(O)CC)C(=O)CC,1.0,0.0
1845,CCCC=CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1846,CCCC(=O)CCCNC(=O)CCC=CCC(O)CC,1.0,0.0
1847,CCC(O)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1848,C=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1849,CC=CC(=CCl)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1850,COC(C)CC=CCCC(=O)NCC(CC(C)=O)=CCl,1.0,0.0
1851,C=C(CNC(=O)CCC=CCC(C)OC)C(C=O)=CC,1.0,0.0
1852,C=C(CNC(=O)CCC=CCC(C)OC)C(=C)C(C)=O,1.0,0.0
1853,C=C(C=CCC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1854,C=C(CC(=O)CC)CNC(=O)CCC=CCC(C)OC,1.0,0.0
1855,CCC=C(CCNC(=O)CCC=CCC(C)OC)C=O,1.0,0.0
1856,CC=C(CCNC(=O)CCC=CCC(C)OC)C(C)=O,1.0,0.0
1857,C=C(CCNC(=O)CCC=CCC(C)OC)C(=O)CC,1.0,0.0
1858,CCCC=CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1859,CCCC(=O)CCCNC(=O)CCC=CCC(C)OC,1.0,0.0
1860,COC(C)CC=CCCC(=O)NCCCC(=O)C(C)C,1.0,0.0
1861,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1862,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1863,CCC=CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1864,CCC(=O)CC(=CCl)CNC(=O)CCC=CCC(C)O,1.0,0.0
1865,C=C(CNC(=O)CCC=CCC(C)O)C(C=O)=CCC,1.0,0.0
1866,C=C(CNC(=O)CCC=CCC(C)O)C(=CC)C(C)=O,1.0,0.0
1867,C=C(CNC(=O)CCC=CCC(C)O)C(=C)C(=O)CC,1.0,0.0
1868,C=C(C=CCCC)CNC(=O)CCC=CCC(C)O,1.0,0.0
1869,C=C(CC(=O)CCC)CNC(=O)CCC=CCC(C)O,1.0,0.0
1870,C=C(CC(=O)C(C)C)CNC(=O)CCC=CCC(C)O,1.0,0.0
1871,CC(O)CC=CCCC(=O)NCCC1=CCCCC1=O,1.0,0.0
1872,CC=C(CCNC(=O)CCC=CCC(C)O)C(=O)CC,1.0,0.0
1873,C=C(CCNC(=O)CCC=CCC(C)O)C(=O)C(C)C,1.0,0.0
1874,CCCCC=CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1875,CCC(C)C(=O)CCCNC(=O)CCC=CCC(C)O,1.0,0.0
1876,CC=C(C=O)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1877,C=C(C(C)=O)C(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1878,CCC=CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
1879,CCC(=O)CC(=CCl)CNC(=O)CCC=CCCOC,1.0,0.0
