,Substructure,Frequencyantibacterial,Frequencynot-antibacterial
4030,Ccc(o)C(C)C(=O)CC,0.0,1.0
4031,CCC(=O)C(C)c(o)ccO,0.0,1.0
4032,CCC(=O)C(C)cc(C)cO,0.0,1.0
4033,cc(O)ccC(C)C(=O)CC,0.0,1.0
4034,cc(=O)ocC(C)C(=O)CC,0.0,1.0
4035,Ccc(CC(=O)CC)oc=O,0.0,1.0
4036,CCC(=O)Cc(ccO)oc=O,0.0,1.0
4037,cc(CC(=O)CC)oc(c)=O,0.0,1.0
4038,CCC(=O)Cc(o)c(C)cO,0.0,1.0
4039,cc(O)cc(o)CC(=O)CC,0.0,1.0
4040,cc(O)c(C)cCC(=O)CC,0.0,1.0
4041,Ccc(O)ccCC(=O)CC,0.0,1.0
4042,CCC(=O)Cccc(O)cc=O,0.0,1.0
4043,CCC(=O)Ccoc(=O)ccO,0.0,1.0
4044,Ccc(=O)ocCC(=O)CC,0.0,1.0
4045,Ccc(oc=O)C(C)C(C)=O,0.0,1.0
4046,CC(=O)C(C)c(ccO)oc=O,0.0,1.0
4047,cc(oc(c)=O)C(C)C(C)=O,0.0,1.0
4048,CC(=O)C(C)c(o)c(C)cO,0.0,1.0
4049,cc(O)cc(o)C(C)C(C)=O,0.0,1.0
4050,cc(O)c(C)cC(C)C(C)=O,0.0,1.0
4051,Ccc(O)ccC(C)C(C)=O,0.0,1.0
4052,CC(=O)C(C)ccc(O)cc=O,0.0,1.0
4053,CC(=O)C(C)coc(=O)ccO,0.0,1.0
4054,Ccc(=O)ocC(C)C(C)=O,0.0,1.0
4055,CC(=O)Cc(oc=O)c(C)cO,0.0,1.0
4056,cc(=O)oc(cC)CC(C)=O,0.0,1.0
4057,CC(=O)Cc1cc(O)cc(=O)o1,0.0,1.0
4058,cc(CC(C)=O)oc(=O)cC,0.0,1.0
4059,cc(O)c(C)c(o)CC(C)=O,0.0,1.0
4060,Ccc(O)cc(o)CC(C)=O,0.0,1.0
4061,Ccc(O)c(C)cCC(C)=O,0.0,1.0
4062,CC(=O)Ccc(C)c(O)cc=O,0.0,1.0
4063,CC(=O)Cccc(O)c(C)c=O,0.0,1.0
4064,CC(=O)Ccoc(=O)c(C)cO,0.0,1.0
4065,Cc(cO)c(oc=O)C(C)C=O,0.0,1.0
4066,cc(=O)oc(cC)C(C)C=O,0.0,1.0
4067,CC(C=O)c1cc(O)cc(=O)o1,0.0,1.0
4068,cc(oc(=O)cC)C(C)C=O,0.0,1.0
4069,cc(O)c(C)c(o)C(C)C=O,0.0,1.0
4070,Ccc(O)cc(o)C(C)C=O,0.0,1.0
4071,Ccc(O)c(C)cC(C)C=O,0.0,1.0
4072,Cc(cC(C)C=O)c(O)cc=O,0.0,1.0
4073,Cc(c=O)c(O)ccC(C)C=O,0.0,1.0
4074,Cc(cO)c(=O)ocC(C)C=O,0.0,1.0
4075,Cc1c(O)cc(=O)oc1CC=O,0.0,1.0
4076,Ccc(CC=O)oc(=O)cC,0.0,1.0
4077,Ccc(O)c(C)c(o)CC=O,0.0,1.0
4078,Cc1c(O)cc(CC=O)oc1=O,0.0,1.0
4079,Cc(cCC=O)c(O)c(C)c=O,0.0,1.0
4080,CCc1oc(=O)cc(O)c1C,0.0,1.0
4081,Ccc(CC)oc(=O)cC,0.0,1.0
4082,Ccc(O)c(C)c(o)CC,0.0,1.0
4083,CCc1cc(O)c(C)c(=O)o1,0.0,1.0
4084,CCcc(C)c(O)c(C)c=O,0.0,1.0
4085,Cc1oc(=O)c(C)c(O)c1C,0.0,1.0
4086,cc(o)C(C)C(=O)C(C)CC,0.0,1.0
4087,CccC(C)C(=O)C(C)CC,0.0,1.0
4088,CCC(C)C(=O)C(C)cccO,0.0,1.0
4089,CCC(C)C(=O)C(C)coc=O,0.0,1.0
4090,Ccc(o)CC(=O)C(C)CC,0.0,1.0
4091,CCC(C)C(=O)Cc(o)ccO,0.0,1.0
4092,cc(CC(=O)C(C)CC)oc=O,0.0,1.0
4093,CCC(C)C(=O)Ccc(C)cO,0.0,1.0
4094,cc(O)ccCC(=O)C(C)CC,0.0,1.0
4095,cc(=O)ocCC(=O)C(C)CC,0.0,1.0
4096,Ccc(o)C(C)C(=O)CCC,0.0,1.0
4097,CCCC(=O)C(C)c(o)ccO,0.0,1.0
4098,cc(oc=O)C(C)C(=O)CCC,0.0,1.0
4099,CCCC(=O)C(C)cc(C)cO,0.0,1.0
4100,cc(O)ccC(C)C(=O)CCC,0.0,1.0
4101,cc(=O)ocC(C)C(=O)CCC,0.0,1.0
4102,Ccc(CC(=O)CCC)oc=O,0.0,1.0
4103,CCCC(=O)Cc(ccO)oc=O,0.0,1.0
4104,cc(CC(=O)CCC)oc(c)=O,0.0,1.0
4105,CCCC(=O)Cc(o)c(C)cO,0.0,1.0
4106,cc(O)cc(o)CC(=O)CCC,0.0,1.0
4107,cc(O)c(C)cCC(=O)CCC,0.0,1.0
4108,Ccc(O)ccCC(=O)CCC,0.0,1.0
4109,CCCC(=O)Cccc(O)cc=O,0.0,1.0
4110,CCCC(=O)Ccoc(=O)ccO,0.0,1.0
4111,Ccc(=O)ocCC(=O)CCC,0.0,1.0
4112,Ccc(o)C(C)C(=O)C(C)C,0.0,1.0
4113,CC(C)C(=O)C(C)c(o)ccO,0.0,1.0
4114,cc(oc=O)C(C)C(=O)C(C)C,0.0,1.0
4115,Cc(cO)cC(C)C(=O)C(C)C,0.0,1.0
4116,cc(O)ccC(C)C(=O)C(C)C,0.0,1.0
4117,cc(=O)ocC(C)C(=O)C(C)C,0.0,1.0
4118,Ccc(CC(=O)C(C)C)oc=O,0.0,1.0
4119,CC(C)C(=O)Cc(ccO)oc=O,0.0,1.0
4120,cc(CC(=O)C(C)C)oc(c)=O,0.0,1.0
4121,Cc(cO)c(o)CC(=O)C(C)C,0.0,1.0
4122,cc(O)cc(o)CC(=O)C(C)C,0.0,1.0
4123,cc(O)c(C)cCC(=O)C(C)C,0.0,1.0
4124,Ccc(O)ccCC(=O)C(C)C,0.0,1.0
4125,CC(C)C(=O)Cccc(O)cc=O,0.0,1.0
4126,CC(C)C(=O)Ccoc(=O)ccO,0.0,1.0
4127,Ccc(=O)ocCC(=O)C(C)C,0.0,1.0
4128,Ccc(oc=O)C(C)C(=O)CC,0.0,1.0
4129,CCC(=O)C(C)c(ccO)oc=O,0.0,1.0
4130,cc(oc(c)=O)C(C)C(=O)CC,0.0,1.0
4131,CCC(=O)C(C)c(o)c(C)cO,0.0,1.0
4132,cc(O)cc(o)C(C)C(=O)CC,0.0,1.0
4133,cc(O)c(C)cC(C)C(=O)CC,0.0,1.0
4134,Ccc(O)ccC(C)C(=O)CC,0.0,1.0
4135,CCC(=O)C(C)ccc(O)cc=O,0.0,1.0
4136,CCC(=O)C(C)coc(=O)ccO,0.0,1.0
4137,Ccc(=O)ocC(C)C(=O)CC,0.0,1.0
4138,CCC(=O)Cc(oc=O)c(C)cO,0.0,1.0
4139,cc(=O)oc(cC)CC(=O)CC,0.0,1.0
4140,CCC(=O)Cc1cc(O)cc(=O)o1,0.0,1.0
4141,cc(CC(=O)CC)oc(=O)cC,0.0,1.0
4142,cc(O)c(C)c(o)CC(=O)CC,0.0,1.0
4143,Ccc(O)cc(o)CC(=O)CC,0.0,1.0
4144,Ccc(O)c(C)cCC(=O)CC,0.0,1.0
4145,CCC(=O)Ccc(C)c(O)cc=O,0.0,1.0
4146,CCC(=O)Cccc(O)c(C)c=O,0.0,1.0
4147,CCC(=O)Ccoc(=O)c(C)cO,0.0,1.0
4148,CC(=O)C(C)c(oc=O)c(C)cO,0.0,1.0
4149,cc(=O)oc(cC)C(C)C(C)=O,0.0,1.0
4150,CC(=O)C(C)c1cc(O)cc(=O)o1,0.0,1.0
4151,cc(oc(=O)cC)C(C)C(C)=O,0.0,1.0
4152,cc(O)c(C)c(o)C(C)C(C)=O,0.0,1.0
4153,Ccc(O)cc(o)C(C)C(C)=O,0.0,1.0
4154,Ccc(O)c(C)cC(C)C(C)=O,0.0,1.0
4155,CC(=O)C(C)cc(C)c(O)cc=O,0.0,1.0
4156,CC(=O)C(C)ccc(O)c(C)c=O,0.0,1.0
4157,CC(=O)C(C)coc(=O)c(C)cO,0.0,1.0
4158,CC(=O)Cc1oc(=O)cc(O)c1C,0.0,1.0
4159,Ccc(CC(C)=O)oc(=O)cC,0.0,1.0
4160,CC(=O)Cc1cc(O)c(C)c(=O)o1,0.0,1.0
4161,Ccc(O)c(C)c(o)CC(C)=O,0.0,1.0
4162,CC(=O)Ccc(C)c(O)c(C)c=O,0.0,1.0
4163,Cc1c(O)cc(=O)oc1C(C)C=O,0.0,1.0
4164,Ccc(oc(=O)cC)C(C)C=O,0.0,1.0
4165,Cc1c(O)cc(C(C)C=O)oc1=O,0.0,1.0
4166,Ccc(O)c(C)c(o)C(C)C=O,0.0,1.0
4167,Cc(cC(C)C=O)c(O)c(C)c=O,0.0,1.0
4168,Cc1c(CC=O)oc(=O)c(C)c1O,0.0,1.0
4169,CCc1oc(=O)c(C)c(O)c1C,0.0,1.0
4170,Ccc(o)C(C)C(=O)C(C)CC,0.0,1.0
4171,CCC(C)C(=O)C(C)c(o)ccO,0.0,1.0
4172,cc(oc=O)C(C)C(=O)C(C)CC,0.0,1.0
4173,CCC(C)C(=O)C(C)cc(C)cO,0.0,1.0
4174,cc(O)ccC(C)C(=O)C(C)CC,0.0,1.0
4175,cc(=O)ocC(C)C(=O)C(C)CC,0.0,1.0
4176,CCC(C)C(=O)Cc(o)c(C)cO,0.0,1.0
4177,Ccc(CC(=O)C(C)CC)oc=O,0.0,1.0
4178,cc(O)cc(o)CC(=O)C(C)CC,0.0,1.0
4179,CCC(C)C(=O)Cc(ccO)oc=O,0.0,1.0
4180,cc(CC(=O)C(C)CC)oc(c)=O,0.0,1.0
4181,cc(O)c(C)cCC(=O)C(C)CC,0.0,1.0
4182,Ccc(O)ccCC(=O)C(C)CC,0.0,1.0
4183,CCC(C)C(=O)Cccc(O)cc=O,0.0,1.0
4184,CCC(C)C(=O)Ccoc(=O)ccO,0.0,1.0
4185,Ccc(=O)ocCC(=O)C(C)CC,0.0,1.0
4186,CCCC(=O)C(C)c(o)c(C)cO,0.0,1.0
4187,Ccc(oc=O)C(C)C(=O)CCC,0.0,1.0
4188,cc(O)cc(o)C(C)C(=O)CCC,0.0,1.0
4189,CCCC(=O)C(C)c(ccO)oc=O,0.0,1.0
4190,cc(oc(c)=O)C(C)C(=O)CCC,0.0,1.0
4191,cc(O)c(C)cC(C)C(=O)CCC,0.0,1.0
4192,Ccc(O)ccC(C)C(=O)CCC,0.0,1.0
4193,CCCC(=O)C(C)ccc(O)cc=O,0.0,1.0
4194,CCCC(=O)C(C)coc(=O)ccO,0.0,1.0
4195,Ccc(=O)ocC(C)C(=O)CCC,0.0,1.0
4196,CCCC(=O)Cc(oc=O)c(C)cO,0.0,1.0
4197,cc(=O)oc(cC)CC(=O)CCC,0.0,1.0
4198,CCCC(=O)Cc1cc(O)cc(=O)o1,0.0,1.0
4199,cc(CC(=O)CCC)oc(=O)cC,0.0,1.0
4200,cc(O)c(C)c(o)CC(=O)CCC,0.0,1.0
4201,Ccc(O)cc(o)CC(=O)CCC,0.0,1.0
4202,Ccc(O)c(C)cCC(=O)CCC,0.0,1.0
4203,CCCC(=O)Ccc(C)c(O)cc=O,0.0,1.0
4204,CCCC(=O)Cccc(O)c(C)c=O,0.0,1.0
4205,CCCC(=O)Ccoc(=O)c(C)cO,0.0,1.0
4206,Cc(cO)c(o)C(C)C(=O)C(C)C,0.0,1.0
4207,Ccc(oc=O)C(C)C(=O)C(C)C,0.0,1.0
4208,cc(O)cc(o)C(C)C(=O)C(C)C,0.0,1.0
4209,CC(C)C(=O)C(C)c(ccO)oc=O,0.0,1.0
4210,cc(oc(c)=O)C(C)C(=O)C(C)C,0.0,1.0
4211,cc(O)c(C)cC(C)C(=O)C(C)C,0.0,1.0
4212,Ccc(O)ccC(C)C(=O)C(C)C,0.0,1.0
4213,CC(C)C(=O)C(C)ccc(O)cc=O,0.0,1.0
4214,CC(C)C(=O)C(C)coc(=O)ccO,0.0,1.0
4215,Ccc(=O)ocC(C)C(=O)C(C)C,0.0,1.0
4216,Cc(cO)c(CC(=O)C(C)C)oc=O,0.0,1.0
4217,cc(=O)oc(cC)CC(=O)C(C)C,0.0,1.0
4218,CC(C)C(=O)Cc1cc(O)cc(=O)o1,0.0,1.0
4219,cc(CC(=O)C(C)C)oc(=O)cC,0.0,1.0
4220,cc(O)c(C)c(o)CC(=O)C(C)C,0.0,1.0
4221,Ccc(O)cc(o)CC(=O)C(C)C,0.0,1.0
4222,Ccc(O)c(C)cCC(=O)C(C)C,0.0,1.0
4223,Cc(cCC(=O)C(C)C)c(O)cc=O,0.0,1.0
4224,Cc(c=O)c(O)ccCC(=O)C(C)C,0.0,1.0
4225,Cc(cO)c(=O)ocCC(=O)C(C)C,0.0,1.0
4226,CCC(=O)C(C)c(oc=O)c(C)cO,0.0,1.0
4227,cc(=O)oc(cC)C(C)C(=O)CC,0.0,1.0
4228,CCC(=O)C(C)c1cc(O)cc(=O)o1,0.0,1.0
4229,cc(oc(=O)cC)C(C)C(=O)CC,0.0,1.0
4230,cc(O)c(C)c(o)C(C)C(=O)CC,0.0,1.0
4231,Ccc(O)cc(o)C(C)C(=O)CC,0.0,1.0
4232,Ccc(O)c(C)cC(C)C(=O)CC,0.0,1.0
4233,CCC(=O)C(C)cc(C)c(O)cc=O,0.0,1.0
4234,CCC(=O)C(C)ccc(O)c(C)c=O,0.0,1.0
4235,CCC(=O)C(C)coc(=O)c(C)cO,0.0,1.0
4236,CCC(=O)Cc1oc(=O)cc(O)c1C,0.0,1.0
4237,Ccc(CC(=O)CC)oc(=O)cC,0.0,1.0
4238,CCC(=O)Cc1cc(O)c(C)c(=O)o1,0.0,1.0
4239,Ccc(O)c(C)c(o)CC(=O)CC,0.0,1.0
4240,CCC(=O)Ccc(C)c(O)c(C)c=O,0.0,1.0
4241,CC(=O)C(C)c1oc(=O)cc(O)c1C,0.0,1.0
4242,Ccc(oc(=O)cC)C(C)C(C)=O,0.0,1.0
4243,CC(=O)C(C)c1cc(O)c(C)c(=O)o1,0.0,1.0
4244,Ccc(O)c(C)c(o)C(C)C(C)=O,0.0,1.0
4245,CC(=O)C(C)cc(C)c(O)c(C)c=O,0.0,1.0
4246,CC(=O)Cc1oc(=O)c(C)c(O)c1C,0.0,1.0
4247,Cc1c(C(C)C=O)oc(=O)c(C)c1O,0.0,1.0
4248,CCC(C)C(=O)C(C)c(o)c(C)cO,0.0,1.0
4249,Ccc(oc=O)C(C)C(=O)C(C)CC,0.0,1.0
4250,cc(O)cc(o)C(C)C(=O)C(C)CC,0.0,1.0
4251,CCC(C)C(=O)C(C)c(ccO)oc=O,0.0,1.0
4252,cc(oc(c)=O)C(C)C(=O)C(C)CC,0.0,1.0
4253,cc(O)c(C)cC(C)C(=O)C(C)CC,0.0,1.0
4254,Ccc(O)ccC(C)C(=O)C(C)CC,0.0,1.0
4255,CCC(C)C(=O)C(C)ccc(O)cc=O,0.0,1.0
4256,CCC(C)C(=O)C(C)coc(=O)ccO,0.0,1.0
4257,Ccc(=O)ocC(C)C(=O)C(C)CC,0.0,1.0
4258,cc(O)c(C)c(o)CC(=O)C(C)CC,0.0,1.0
4259,CCC(C)C(=O)Cc(oc=O)c(C)cO,0.0,1.0
4260,cc(=O)oc(cC)CC(=O)C(C)CC,0.0,1.0
4261,Ccc(O)cc(o)CC(=O)C(C)CC,0.0,1.0
4262,CCC(C)C(=O)Cc1cc(O)cc(=O)o1,0.0,1.0
4263,cc(CC(=O)C(C)CC)oc(=O)cC,0.0,1.0
4264,Ccc(O)c(C)cCC(=O)C(C)CC,0.0,1.0
4265,CCC(C)C(=O)Ccc(C)c(O)cc=O,0.0,1.0
4266,CCC(C)C(=O)Cccc(O)c(C)c=O,0.0,1.0
4267,CCC(C)C(=O)Ccoc(=O)c(C)cO,0.0,1.0
4268,cc(O)c(C)c(o)C(C)C(=O)CCC,0.0,1.0
4269,CCCC(=O)C(C)c(oc=O)c(C)cO,0.0,1.0
4270,cc(=O)oc(cC)C(C)C(=O)CCC,0.0,1.0
4271,Ccc(O)cc(o)C(C)C(=O)CCC,0.0,1.0
4272,CCCC(=O)C(C)c1cc(O)cc(=O)o1,0.0,1.0
4273,cc(oc(=O)cC)C(C)C(=O)CCC,0.0,1.0
4274,Ccc(O)c(C)cC(C)C(=O)CCC,0.0,1.0
4275,CCCC(=O)C(C)cc(C)c(O)cc=O,0.0,1.0
4276,CCCC(=O)C(C)ccc(O)c(C)c=O,0.0,1.0
4277,CCCC(=O)C(C)coc(=O)c(C)cO,0.0,1.0
4278,CCCC(=O)Cc1oc(=O)cc(O)c1C,0.0,1.0
4279,Ccc(CC(=O)CCC)oc(=O)cC,0.0,1.0
4280,CCCC(=O)Cc1cc(O)c(C)c(=O)o1,0.0,1.0
4281,Ccc(O)c(C)c(o)CC(=O)CCC,0.0,1.0
4282,CCCC(=O)Ccc(C)c(O)c(C)c=O,0.0,1.0
4283,cc(O)c(C)c(o)C(C)C(=O)C(C)C,0.0,1.0
4284,Cc(cO)c(oc=O)C(C)C(=O)C(C)C,0.0,1.0
4285,cc(=O)oc(cC)C(C)C(=O)C(C)C,0.0,1.0
4286,Ccc(O)cc(o)C(C)C(=O)C(C)C,0.0,1.0
4287,CC(C)C(=O)C(C)c1cc(O)cc(=O)o1,0.0,1.0
4288,cc(oc(=O)cC)C(C)C(=O)C(C)C,0.0,1.0
4289,Ccc(O)c(C)cC(C)C(=O)C(C)C,0.0,1.0
4290,Cc(cC(C)C(=O)C(C)C)c(O)cc=O,0.0,1.0
4291,Cc(c=O)c(O)ccC(C)C(=O)C(C)C,0.0,1.0
4292,Cc(cO)c(=O)ocC(C)C(=O)C(C)C,0.0,1.0
4293,Cc1c(O)cc(=O)oc1CC(=O)C(C)C,0.0,1.0
4294,Ccc(CC(=O)C(C)C)oc(=O)cC,0.0,1.0
4295,Cc1c(O)cc(CC(=O)C(C)C)oc1=O,0.0,1.0
4296,Ccc(O)c(C)c(o)CC(=O)C(C)C,0.0,1.0
4297,Cc(cCC(=O)C(C)C)c(O)c(C)c=O,0.0,1.0
4298,CCC(=O)C(C)c1oc(=O)cc(O)c1C,0.0,1.0
4299,Ccc(oc(=O)cC)C(C)C(=O)CC,0.0,1.0
4300,CCC(=O)C(C)c1cc(O)c(C)c(=O)o1,0.0,1.0
4301,Ccc(O)c(C)c(o)C(C)C(=O)CC,0.0,1.0
4302,CCC(=O)C(C)cc(C)c(O)c(C)c=O,0.0,1.0
4303,CCC(=O)Cc1oc(=O)c(C)c(O)c1C,0.0,1.0
4304,CC(=O)C(C)c1oc(=O)c(C)c(O)c1C,0.0,1.0
4305,cc(O)c(C)c(o)C(C)C(=O)C(C)CC,0.0,1.0
4306,CCC(C)C(=O)C(C)c(oc=O)c(C)cO,0.0,1.0
4307,cc(=O)oc(cC)C(C)C(=O)C(C)CC,0.0,1.0
4308,Ccc(O)cc(o)C(C)C(=O)C(C)CC,0.0,1.0
4309,CCC(C)C(=O)C(C)c1cc(O)cc(=O)o1,0.0,1.0
4310,cc(oc(=O)cC)C(C)C(=O)C(C)CC,0.0,1.0
4311,Ccc(O)c(C)cC(C)C(=O)C(C)CC,0.0,1.0
4312,CCC(C)C(=O)C(C)cc(C)c(O)cc=O,0.0,1.0
4313,CCC(C)C(=O)C(C)ccc(O)c(C)c=O,0.0,1.0
4314,CCC(C)C(=O)C(C)coc(=O)c(C)cO,0.0,1.0
4315,Ccc(O)c(C)c(o)CC(=O)C(C)CC,0.0,1.0
4316,CCC(C)C(=O)Cc1oc(=O)cc(O)c1C,0.0,1.0
4317,Ccc(CC(=O)C(C)CC)oc(=O)cC,0.0,1.0
4318,CCC(C)C(=O)Cc1cc(O)c(C)c(=O)o1,0.0,1.0
4319,CCC(C)C(=O)Ccc(C)c(O)c(C)c=O,0.0,1.0
4320,Ccc(O)c(C)c(o)C(C)C(=O)CCC,0.0,1.0
4321,CCCC(=O)C(C)c1oc(=O)cc(O)c1C,0.0,1.0
4322,Ccc(oc(=O)cC)C(C)C(=O)CCC,0.0,1.0
4323,CCCC(=O)C(C)c1cc(O)c(C)c(=O)o1,0.0,1.0
4324,CCCC(=O)C(C)cc(C)c(O)c(C)c=O,0.0,1.0
4325,CCCC(=O)Cc1oc(=O)c(C)c(O)c1C,0.0,1.0
4326,Ccc(O)c(C)c(o)C(C)C(=O)C(C)C,0.0,1.0
4327,Cc1c(O)cc(=O)oc1C(C)C(=O)C(C)C,0.0,1.0
4328,Ccc(oc(=O)cC)C(C)C(=O)C(C)C,0.0,1.0
4329,Cc1c(O)cc(C(C)C(=O)C(C)C)oc1=O,0.0,1.0
4330,Cc(cC(C)C(=O)C(C)C)c(O)c(C)c=O,0.0,1.0
4331,Cc1c(CC(=O)C(C)C)oc(=O)c(C)c1O,0.0,1.0
4332,CCC(=O)C(C)c1oc(=O)c(C)c(O)c1C,0.0,1.0
4333,Ccc(O)c(C)c(o)C(C)C(=O)C(C)CC,0.0,1.0
4334,CCC(C)C(=O)C(C)c1oc(=O)cc(O)c1C,0.0,1.0
4335,Ccc(oc(=O)cC)C(C)C(=O)C(C)CC,0.0,1.0
4336,CCC(C)C(=O)C(C)c1cc(O)c(C)c(=O)o1,0.0,1.0
4337,CCC(C)C(=O)C(C)cc(C)c(O)c(C)c=O,0.0,1.0
4338,CCC(C)C(=O)Cc1oc(=O)c(C)c(O)c1C,0.0,1.0
4339,CCCC(=O)C(C)c1oc(=O)c(C)c(O)c1C,0.0,1.0
4340,Cc1c(C(C)C(=O)C(C)C)oc(=O)c(C)c1O,0.0,1.0
4341,CCC(C)C(=O)C(C)c1oc(=O)c(C)c(O)c1C,0.0,1.0
