Substructure,Frequency1
CC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cCC(=O)NCCSCC=CC(=O)O,1
cCC(=O)NC1C(=O)N2C=CCSC12,1
C=CCSCCNC(=O)Ccc,1
C=CCSCCNC(=O)Ccs,1
cCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccCC(=O)NCC(=O)NC=CCS,1
O=C(CNC(=O)Ccs)NC=CCS,1
cCC(=O)NC1C(=O)N(C(=C)C(=O)O)C1S,1
C=C(C(=O)O)N1CC(NC(=O)Ccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
C=C(NC(=O)CNC(=O)Cc(c)s)C(=O)O,1
C=C(NC(=O)CNC(=O)Cccc)C(=O)O,1
C=C(NC(=O)CNC(=O)Ccsc)C(=O)O,1
C=CC(=O)O.ccCC(=O)NCCS,1
C=CC(=O)O.O=C(Ccs)NCCS,1
C=CC(=O)O.cc(s)CC(=O)NCC,1
C=CC(=O)O.cccCC(=O)NCC,1
C=CC(=O)O.cscCC(=O)NCC,1
C=CN1C(=O)C(NC(=O)Ccc)C1S,1
C=CN1C(=O)C(NC(=O)Ccs)C1S,1
C=CN1CC(NC(=O)Cc(c)s)C1=O,1
C=CN1CC(NC(=O)Cccc)C1=O,1
C=CN1CC(NC(=O)Ccsc)C1=O,1
C=CNC(=O)CNC(=O)Cc(s)cc,1
C=CNC(=O)CNC(=O)Cc(c)sc,1
C=CNC(=O)CNC(=O)Ccccc,1
C=CNC(=O)CNC(=O)Ccscc,1
C=C.ccc(s)CC(=O)NCC,1
C=C.csc(c)CC(=O)NCC,1
C=C.cc(s)CC(=O)NCCS,1
C=C.ccccCC(=O)NCC,1
C=C.cccCC(=O)NCCS,1
C=C.cscCC(=O)NCCS,1
C=C.ccscCC(=O)NCC,1
CCSC1NC(=O)C1NC(=O)Ccc,1
CCSC1NC(=O)C1NC(=O)Ccs,1
CCSCCNC(=O)Cc(c)s,1
CCSCCNC(=O)Cccc,1
CCSCCNC(=O)Ccsc,1
cCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
ccCC(=O)NC1C(=O)N(CC(=O)O)C1S,1
O=C(O)CN1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(CC(=O)O)C1=O,1
cccCC(=O)NC1CN(CC(=O)O)C1=O,1
cscCC(=O)NC1CN(CC(=O)O)C1=O,1
ccc(s)CC(=O)NCC(=O)NCC(=O)O,1
csc(c)CC(=O)NCC(=O)NCC(=O)O,1
ccccCC(=O)NCC(=O)NCC(=O)O,1
ccscCC(=O)NCC(=O)NCC(=O)O,1
CC(=O)O.ccCC(=O)NCCSC,1
CC(=O)O.CSCCNC(=O)Ccs,1
CC(=O)O.cc(s)CC(=O)NCCS,1
CC(=O)O.cccCC(=O)NCCS,1
CC(=O)O.cscCC(=O)NCCS,1
CC(=O)O.ccc(s)CC(=O)NCC,1
CC(=O)O.csc(c)CC(=O)NCC,1
CC(=O)O.ccccCC(=O)NCC,1
CC(=O)O.ccscCC(=O)NCC,1
CN1CC(NC(=O)Cc(s)cc)C1=O,1
CN1CC(NC(=O)Cc(c)sc)C1=O,1
CN1C(=O)C(NC(=O)Cc(c)s)C1S,1
CN1CC(NC(=O)Ccccc)C1=O,1
CN1C(=O)C(NC(=O)Cccc)C1S,1
CN1C(=O)C(NC(=O)Ccc)C1SC,1
CN1C(=O)C(NC(=O)Ccsc)C1S,1
CN1C(=O)C(NC(=O)Ccs)C1SC,1
CN1CC(NC(=O)Ccscc)C1=O,1
CNC(=O)CNC(=O)Cc1cccs1,1
C.CCNC(=O)Cc1cccs1,1
C.ccc(s)CC(=O)NCCS,1
C.csc(c)CC(=O)NCCS,1
C.cc(s)CC(=O)NCCSC,1
C.ccccCC(=O)NCCS,1
C.cccCC(=O)NCCSC,1
C.ccscCC(=O)NCCS,1
C.cscCC(=O)NCCSC,1
O=C(Cc1cccs1)NC1CNC1=O,1
ccc(s)CC(=O)NC1C(=O)NC1S,1
csc(c)CC(=O)NC1C(=O)NC1S,1
cc(s)CC(=O)NC1C(=O)NC1SC,1
ccccCC(=O)NC1C(=O)NC1S,1
cccCC(=O)NC1C(=O)NC1SC,1
ccscCC(=O)NC1C(=O)NC1S,1
cscCC(=O)NC1C(=O)NC1SC,1
O=C(Cc1cccs1)NCCS,1
ccc(s)CC(=O)NCCSC,1
csc(c)CC(=O)NCCSC,1
ccccCC(=O)NCCSC,1
ccscCC(=O)NCCSC,1
CC(=O)OCC(C)=C(C(=O)O)N1CC(NC=O)C1=O,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)CC2SC1,1
CC(=O)OCC(CS)=C(NC(=O)CNC=O)C(=O)O,1
CC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
CCNC(C)=O.CC(=O)OCC(C)=CC(=O)O,1
CC(=O)OCC(=CC(=O)O)CSCCNC=O,1
CC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
CC(=O)OCC1=CN2C(=O)C(NC=O)C2SC1,1
CC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
cCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
C=C(COC(C)=O)CSCCNC(C)=O,1
cCC(=O)NCC.C=C(C)COC(C)=O,1
CC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
CC(=O)OCC=C(C(=O)O)N1C(=O)C(NC=O)C1S,1
cCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
CC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
cCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
CC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
cCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
ccCC(=O)NCC(=O)NC=CCOC(C)=O,1
CC(=O)OCC=CNC(=O)CNC(=O)Ccs,1
cCC(=O)NCCS.C=CCOC(C)=O,1
C=CCOC(C)=O.ccCC(=O)NCC,1
C=CCOC(C)=O.CCNC(=O)Ccs,1
CC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
cCC(=O)NCCSCCCOC(C)=O,1
CC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
O=CNC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
cCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
CC(=O)NCCSCC(=CC(=O)O)COC=O,1
cCC(=O)NCC.CC(=CC(=O)O)COC=O,1
CC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
cCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
cCC(=O)NCC(=O)NC=C(CS)COC=O,1
ccCC(=O)NCC(=O)NC=C(C)COC=O,1
CC(=CNC(=O)CNC(=O)Ccs)COC=O,1
cCC(=O)NCCSCC(=C)COC=O,1
C=C(C)COC=O.ccCC(=O)NCC,1
C=C(C)COC=O.CCNC(=O)Ccs,1
CC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
cCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
ccCC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
O=COCC=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
cCC(=O)NCCS.O=COCC=CC(=O)O,1
ccCC(=O)NCC.O=COCC=CC(=O)O,1
CCNC(=O)Ccs.O=COCC=CC(=O)O,1
cCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
ccCC(=O)NC1CN(C=CCOC=O)C1=O,1
O=COCC=CN1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC=CCOC=O,1
cccCC(=O)NCC(=O)NC=CCOC=O,1
cscCC(=O)NCC(=O)NC=CCOC=O,1
C=CCOC=O.ccCC(=O)NCCS,1
C=CCOC=O.O=C(Ccs)NCCS,1
C=CCOC=O.cc(s)CC(=O)NCC,1
C=CCOC=O.cccCC(=O)NCC,1
C=CCOC=O.cscCC(=O)NCC,1
cCC(=O)NC1C(=O)NC1SCCCOC=O,1
ccCC(=O)NCCSCCCOC=O,1
O=COCCCSCCNC(=O)Ccs,1
CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
cCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
cCC(=O)NCCSCC(C)=CC(=O)O,1
cCC(=O)NC1C(=O)N2C=C(C)CSC12,1
ccCC(=O)NCC(=O)NC=C(C)CS,1
CC(=CNC(=O)CNC(=O)Ccs)CS,1
C=C(C)CSCCNC(=O)Ccc,1
C=C(C)CSCCNC(=O)Ccs,1
cCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
CC(C)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
ccCC(=O)NCC.CC(C)=CC(=O)O,1
CCNC(=O)Ccs.CC(C)=CC(=O)O,1
ccCC(=O)NC1CN(C=C(C)C)C1=O,1
CC(C)=CN1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC=C(C)C,1
cccCC(=O)NCC(=O)NC=C(C)C,1
cscCC(=O)NCC(=O)NC=C(C)C,1
C=C(C)C.cc(s)CC(=O)NCC,1
C=C(C)C.cccCC(=O)NCC,1
C=C(C)C.cscCC(=O)NCC,1
cCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
ccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
CC=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
cccCC(=O)NCC(=O)NC(=CC)C(=O)O,1
cscCC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccCC(=O)NCCS.CC=CC(=O)O,1
CC=CC(=O)O.O=C(Ccs)NCCS,1
cc(s)CC(=O)NCC.CC=CC(=O)O,1
cccCC(=O)NCC.CC=CC(=O)O,1
cscCC(=O)NCC.CC=CC(=O)O,1
ccCC(=O)NC1C(=O)N(C=CC)C1S,1
CC=CN1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(C=CC)C1=O,1
cccCC(=O)NC1CN(C=CC)C1=O,1
cscCC(=O)NC1CN(C=CC)C1=O,1
ccc(s)CC(=O)NCC(=O)NC=CC,1
csc(c)CC(=O)NCC(=O)NC=CC,1
ccccCC(=O)NCC(=O)NC=CC,1
ccscCC(=O)NCC(=O)NC=CC,1
C=CC.cc(s)CC(=O)NCCS,1
C=CC.cccCC(=O)NCCS,1
C=CC.cscCC(=O)NCCS,1
C=CC.ccc(s)CC(=O)NCC,1
C=CC.csc(c)CC(=O)NCC,1
C=CC.ccccCC(=O)NCC,1
C=CC.ccscCC(=O)NCC,1
ccCC(=O)NC1C(=O)NC1SCCC,1
CCCSC1NC(=O)C1NC(=O)Ccs,1
cc(s)CC(=O)NCCSCCC,1
cccCC(=O)NCCSCCC,1
cscCC(=O)NCCSCCC,1
cCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccCC(=O)NCCSCC=CC(=O)O,1
O=C(O)C=CCSCCNC(=O)Ccs,1
ccCC(=O)NC1C(=O)N2C=CCSC12,1
O=C(Ccs)NC1C(=O)N2C=CCSC12,1
C=CCSCCNC(=O)Cc(c)s,1
C=CCSCCNC(=O)Cccc,1
C=CCSCCNC(=O)Ccsc,1
ccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
O=C(Ccs)NCC(=O)NC(=CCS)C(=O)O,1
cc(s)CC(=O)NCC(=O)NC=CCS,1
cccCC(=O)NCC(=O)NC=CCS,1
cscCC(=O)NCC(=O)NC=CCS,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccs)C1S,1
C=C(C(=O)O)N1CC(NC(=O)Cc(c)s)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Ccsc)C1=O,1
C=C(NC(=O)CNC(=O)Cc(s)cc)C(=O)O,1
C=C(NC(=O)CNC(=O)Cc(c)sc)C(=O)O,1
C=C(NC(=O)CNC(=O)Ccccc)C(=O)O,1
C=C(NC(=O)CNC(=O)Ccscc)C(=O)O,1
C=CC(=O)O.cc(s)CC(=O)NCCS,1
C=CC(=O)O.cccCC(=O)NCCS,1
C=CC(=O)O.cscCC(=O)NCCS,1
C=CC(=O)O.ccc(s)CC(=O)NCC,1
C=CC(=O)O.csc(c)CC(=O)NCC,1
C=CC(=O)O.ccccCC(=O)NCC,1
C=CC(=O)O.ccscCC(=O)NCC,1
C=CN1C(=O)C(NC(=O)Cc(c)s)C1S,1
C=CN1C(=O)C(NC(=O)Cccc)C1S,1
C=CN1C(=O)C(NC(=O)Ccsc)C1S,1
C=CN1CC(NC(=O)Cc(s)cc)C1=O,1
C=CN1CC(NC(=O)Cc(c)sc)C1=O,1
C=CN1CC(NC(=O)Ccccc)C1=O,1
C=CN1CC(NC(=O)Ccscc)C1=O,1
C=CNC(=O)CNC(=O)Cc1cccs1,1
C=C.CCNC(=O)Cc1cccs1,1
C=C.ccc(s)CC(=O)NCCS,1
C=C.csc(c)CC(=O)NCCS,1
C=C.ccccCC(=O)NCCS,1
C=C.ccscCC(=O)NCCS,1
CCSC1NC(=O)C1NC(=O)Cc(c)s,1
CCSC1NC(=O)C1NC(=O)Cccc,1
CCSC1NC(=O)C1NC(=O)Ccsc,1
CCSCCNC(=O)Cc(s)cc,1
CCSCCNC(=O)Cc(c)sc,1
CCSCCNC(=O)Ccccc,1
CCSCCNC(=O)Ccscc,1
ccCC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
CSC1C(NC(=O)Ccs)C(=O)N1CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N(CC(=O)O)C1S,1
cccCC(=O)NC1C(=O)N(CC(=O)O)C1S,1
cscCC(=O)NC1C(=O)N(CC(=O)O)C1S,1
ccc(s)CC(=O)NC1CN(CC(=O)O)C1=O,1
csc(c)CC(=O)NC1CN(CC(=O)O)C1=O,1
ccccCC(=O)NC1CN(CC(=O)O)C1=O,1
ccscCC(=O)NC1CN(CC(=O)O)C1=O,1
O=C(O)CNC(=O)CNC(=O)Cc1cccs1,1
CC(=O)O.cc(s)CC(=O)NCCSC,1
CC(=O)O.cccCC(=O)NCCSC,1
CC(=O)O.cscCC(=O)NCCSC,1
CC(=O)O.ccc(s)CC(=O)NCCS,1
CC(=O)O.csc(c)CC(=O)NCCS,1
CC(=O)O.ccccCC(=O)NCCS,1
CC(=O)O.ccscCC(=O)NCCS,1
CC(=O)O.CCNC(=O)Cc1cccs1,1
CN1CC(NC(=O)Cc2cccs2)C1=O,1
CN1C(=O)C(NC(=O)Cc(s)cc)C1S,1
CN1C(=O)C(NC(=O)Cc(c)sc)C1S,1
CN1C(=O)C(NC(=O)Cc(c)s)C1SC,1
CN1C(=O)C(NC(=O)Ccccc)C1S,1
CN1C(=O)C(NC(=O)Cccc)C1SC,1
CN1C(=O)C(NC(=O)Ccscc)C1S,1
CN1C(=O)C(NC(=O)Ccsc)C1SC,1
C.O=C(Cc1cccs1)NCCS,1
C.ccc(s)CC(=O)NCCSC,1
C.csc(c)CC(=O)NCCSC,1
C.ccccCC(=O)NCCSC,1
C.ccscCC(=O)NCCSC,1
O=C(Cc1cccs1)NC1C(=O)NC1S,1
ccc(s)CC(=O)NC1C(=O)NC1SC,1
csc(c)CC(=O)NC1C(=O)NC1SC,1
ccccCC(=O)NC1C(=O)NC1SC,1
ccscCC(=O)NC1C(=O)NC1SC,1
CSCCNC(=O)Cc1cccs1,1
CC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC=O)C2SC1,1
CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
cCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
cCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
CC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
cCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
CC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
cCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
ccCC(=O)NCC(=O)NC=C(C)COC(C)=O,1
CC(=O)OCC(C)=CNC(=O)CNC(=O)Ccs,1
cCC(=O)NCCSCC(=C)COC(C)=O,1
C=C(C)COC(C)=O.ccCC(=O)NCC,1
C=C(C)COC(C)=O.CCNC(=O)Ccs,1
cCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
CC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
ccCC(=O)NCC(=O)NC(=CCOC(C)=O)C(=O)O,1
CC(=O)OCC=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
cCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
ccCC(=O)NCC.CC(=O)OCC=CC(=O)O,1
CCNC(=O)Ccs.CC(=O)OCC=CC(=O)O,1
cCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
ccCC(=O)NC1CN(C=CCOC(C)=O)C1=O,1
CC(=O)OCC=CN1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC=CCOC(C)=O,1
cccCC(=O)NCC(=O)NC=CCOC(C)=O,1
cscCC(=O)NCC(=O)NC=CCOC(C)=O,1
C=CCOC(C)=O.ccCC(=O)NCCS,1
C=CCOC(C)=O.O=C(Ccs)NCCS,1
C=CCOC(C)=O.cc(s)CC(=O)NCC,1
C=CCOC(C)=O.cccCC(=O)NCC,1
C=CCOC(C)=O.cscCC(=O)NCC,1
cCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
ccCC(=O)NCCSCCCOC(C)=O,1
CC(=O)OCCCSCCNC(=O)Ccs,1
cCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
cCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC=O,1
CC(COC=O)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
cCC(=O)NCCSCC(=CC(=O)O)COC=O,1
ccCC(=O)NCC.CC(=CC(=O)O)COC=O,1
CCNC(=O)Ccs.CC(=CC(=O)O)COC=O,1
cCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
ccCC(=O)NC1CN(C=C(C)COC=O)C1=O,1
CC(=CN1CC(NC(=O)Ccs)C1=O)COC=O,1
ccCC(=O)NCC(=O)NC=C(CS)COC=O,1
O=COCC(=CNC(=O)CNC(=O)Ccs)CS,1
cc(s)CC(=O)NCC(=O)NC=C(C)COC=O,1
cccCC(=O)NCC(=O)NC=C(C)COC=O,1
cscCC(=O)NCC(=O)NC=C(C)COC=O,1
C=C(COC=O)CSCCNC(=O)Ccc,1
C=C(COC=O)CSCCNC(=O)Ccs,1
C=C(C)COC=O.cc(s)CC(=O)NCC,1
C=C(C)COC=O.cccCC(=O)NCC,1
C=C(C)COC=O.cscCC(=O)NCC,1
cCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
ccCC(=O)NC1CN(C(=CCOC=O)C(=O)O)C1=O,1
O=COCC=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
cccCC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
cscCC(=O)NCC(=O)NC(=CCOC=O)C(=O)O,1
ccCC(=O)NCCS.O=COCC=CC(=O)O,1
O=COCC=CC(=O)O.O=C(Ccs)NCCS,1
cc(s)CC(=O)NCC.O=COCC=CC(=O)O,1
cccCC(=O)NCC.O=COCC=CC(=O)O,1
cscCC(=O)NCC.O=COCC=CC(=O)O,1
ccCC(=O)NC1C(=O)N(C=CCOC=O)C1S,1
O=COCC=CN1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(C=CCOC=O)C1=O,1
cccCC(=O)NC1CN(C=CCOC=O)C1=O,1
cscCC(=O)NC1CN(C=CCOC=O)C1=O,1
ccc(s)CC(=O)NCC(=O)NC=CCOC=O,1
csc(c)CC(=O)NCC(=O)NC=CCOC=O,1
ccccCC(=O)NCC(=O)NC=CCOC=O,1
ccscCC(=O)NCC(=O)NC=CCOC=O,1
C=CCOC=O.cc(s)CC(=O)NCCS,1
C=CCOC=O.cccCC(=O)NCCS,1
C=CCOC=O.cscCC(=O)NCCS,1
C=CCOC=O.ccc(s)CC(=O)NCC,1
C=CCOC=O.csc(c)CC(=O)NCC,1
C=CCOC=O.ccccCC(=O)NCC,1
C=CCOC=O.ccscCC(=O)NCC,1
ccCC(=O)NC1C(=O)NC1SCCCOC=O,1
O=COCCCSC1NC(=O)C1NC(=O)Ccs,1
cc(s)CC(=O)NCCSCCCOC=O,1
cccCC(=O)NCCSCCCOC=O,1
cscCC(=O)NCCSCCCOC=O,1
cCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccCC(=O)NCC(=O)NC(C(=O)O)=C(C)CS,1
CC(CS)=C(NC(=O)CNC(=O)Ccs)C(=O)O,1
ccCC(=O)NCCSCC(C)=CC(=O)O,1
CC(=CC(=O)O)CSCCNC(=O)Ccs,1
ccCC(=O)NC1C(=O)N2C=C(C)CSC12,1
CC1=CN2C(=O)C(NC(=O)Ccs)C2SC1,1
cc(s)CC(=O)NCC(=O)NC=C(C)CS,1
cccCC(=O)NCC(=O)NC=C(C)CS,1
cscCC(=O)NCC(=O)NC=C(C)CS,1
C=C(C)CSCCNC(=O)Cc(c)s,1
C=C(C)CSCCNC(=O)Cccc,1
C=C(C)CSCCNC(=O)Ccsc,1
ccCC(=O)NC1CN(C(C(=O)O)=C(C)C)C1=O,1
CC(C)=C(C(=O)O)N1CC(NC(=O)Ccs)C1=O,1
cc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cccCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cscCC(=O)NCC(=O)NC(C(=O)O)=C(C)C,1
cc(s)CC(=O)NCC.CC(C)=CC(=O)O,1
cccCC(=O)NCC.CC(C)=CC(=O)O,1
cscCC(=O)NCC.CC(C)=CC(=O)O,1
cc(s)CC(=O)NC1CN(C=C(C)C)C1=O,1
cccCC(=O)NC1CN(C=C(C)C)C1=O,1
cscCC(=O)NC1CN(C=C(C)C)C1=O,1
ccc(s)CC(=O)NCC(=O)NC=C(C)C,1
csc(c)CC(=O)NCC(=O)NC=C(C)C,1
ccccCC(=O)NCC(=O)NC=C(C)C,1
ccscCC(=O)NCC(=O)NC=C(C)C,1
C=C(C)C.ccc(s)CC(=O)NCC,1
C=C(C)C.csc(c)CC(=O)NCC,1
C=C(C)C.ccccCC(=O)NCC,1
C=C(C)C.ccscCC(=O)NCC,1
ccCC(=O)NC1C(=O)N(C(=CC)C(=O)O)C1S,1
CC=C(C(=O)O)N1C(=O)C(NC(=O)Ccs)C1S,1
cc(s)CC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cccCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
cscCC(=O)NC1CN(C(=CC)C(=O)O)C1=O,1
ccc(s)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
csc(c)CC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccccCC(=O)NCC(=O)NC(=CC)C(=O)O,1
ccscCC(=O)NCC(=O)NC(=CC)C(=O)O,1
cc(s)CC(=O)NCCS.CC=CC(=O)O,1
cccCC(=O)NCCS.CC=CC(=O)O,1
cscCC(=O)NCCS.CC=CC(=O)O,1
ccc(s)CC(=O)NCC.CC=CC(=O)O,1
csc(c)CC(=O)NCC.CC=CC(=O)O,1
ccccCC(=O)NCC.CC=CC(=O)O,1
ccscCC(=O)NCC.CC=CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N(C=CC)C1S,1
cccCC(=O)NC1C(=O)N(C=CC)C1S,1
cscCC(=O)NC1C(=O)N(C=CC)C1S,1
ccc(s)CC(=O)NC1CN(C=CC)C1=O,1
csc(c)CC(=O)NC1CN(C=CC)C1=O,1
ccccCC(=O)NC1CN(C=CC)C1=O,1
ccscCC(=O)NC1CN(C=CC)C1=O,1
CC=CNC(=O)CNC(=O)Cc1cccs1,1
C=CC.ccc(s)CC(=O)NCCS,1
C=CC.csc(c)CC(=O)NCCS,1
C=CC.ccccCC(=O)NCCS,1
C=CC.ccscCC(=O)NCCS,1
C=CC.CCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)NC1SCCC,1
cccCC(=O)NC1C(=O)NC1SCCC,1
cscCC(=O)NC1C(=O)NC1SCCC,1
ccc(s)CC(=O)NCCSCCC,1
csc(c)CC(=O)NCCSCCC,1
ccccCC(=O)NCCSCCC,1
ccscCC(=O)NCCSCCC,1
ccCC(=O)NC1C(=O)N2C(C(=O)O)=CCSC12,1
O=C(Ccs)NC1C(=O)N2C(C(=O)O)=CCSC12,1
cc(s)CC(=O)NCCSCC=CC(=O)O,1
cccCC(=O)NCCSCC=CC(=O)O,1
cscCC(=O)NCCSCC=CC(=O)O,1
cc(s)CC(=O)NC1C(=O)N2C=CCSC12,1
cccCC(=O)NC1C(=O)N2C=CCSC12,1
cscCC(=O)NC1C(=O)N2C=CCSC12,1
C=CCSCCNC(=O)Cc(s)cc,1
C=CCSCCNC(=O)Cc(c)sc,1
C=CCSCCNC(=O)Ccccc,1
C=CCSCCNC(=O)Ccscc,1
cc(s)CC(=O)NCC(=O)NC(=CCS)C(=O)O,1
cccCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
cscCC(=O)NCC(=O)NC(=CCS)C(=O)O,1
ccc(s)CC(=O)NCC(=O)NC=CCS,1
csc(c)CC(=O)NCC(=O)NC=CCS,1
ccccCC(=O)NCC(=O)NC=CCS,1
ccscCC(=O)NCC(=O)NC=CCS,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cc(c)s)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Cccc)C1S,1
C=C(C(=O)O)N1C(=O)C(NC(=O)Ccsc)C1S,1
C=C(C(=O)O)N1CC(NC(=O)Cc(s)cc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Cc(c)sc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Ccccc)C1=O,1
C=C(C(=O)O)N1CC(NC(=O)Ccscc)C1=O,1
C=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
C=CC(=O)O.ccc(s)CC(=O)NCCS,1
C=CC(=O)O.csc(c)CC(=O)NCCS,1
C=CC(=O)O.ccccCC(=O)NCCS,1
C=CC(=O)O.ccscCC(=O)NCCS,1
C=CC(=O)O.CCNC(=O)Cc1cccs1,1
C=CN1C(=O)C(NC(=O)Cc(s)cc)C1S,1
C=CN1C(=O)C(NC(=O)Cc(c)sc)C1S,1
C=CN1C(=O)C(NC(=O)Ccccc)C1S,1
C=CN1C(=O)C(NC(=O)Ccscc)C1S,1
C=CN1CC(NC(=O)Cc2cccs2)C1=O,1
C=C.O=C(Cc1cccs1)NCCS,1
CCSC1NC(=O)C1NC(=O)Cc(s)cc,1
CCSC1NC(=O)C1NC(=O)Cc(c)sc,1
CCSC1NC(=O)C1NC(=O)Ccccc,1
CCSC1NC(=O)C1NC(=O)Ccscc,1
CCSCCNC(=O)Cc1cccs1,1
cc(s)CC(=O)NC1C(=O)N(CC(=O)O)C1SC,1
