Substructure,Frequency1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(C)COC(C)=O,1
ccc(s)CC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
csc(c)CC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
cc(s)CC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccccCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
cccCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccscCC(=O)NCC.CC(=O)OCC(C)=CC(=O)O,1
cscCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccc(s)CC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
csc(c)CC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
cc(s)CC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccccCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
cccCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccscCC(=O)NC1CN(C=C(C)COC(C)=O)C1=O,1
cscCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccc(s)CC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
csc(c)CC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
ccccCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
ccscCC(=O)NCC(=O)NC=C(CS)COC(C)=O,1
CC(=O)OCC(C)=CNC(=O)CNC(=O)Cc1cccs1,1
C=C(COC(C)=O)CSCCNC(=O)Cc(s)cc,1
C=C(COC(C)=O)CSCCNC(=O)Cc(c)sc,1
C=C(COC(C)=O)CSCCNC(=O)Ccccc,1
C=C(COC(C)=O)CSCCNC(=O)Ccscc,1
C=C(C)COC(C)=O.CCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
csc(c)CC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
cc(s)CC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
ccccCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
cccCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
ccscCC(=O)NC1CN(C(=CCOC(C)=O)C(=O)O)C1=O,1
cscCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
CC(=O)OCC=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
ccc(s)CC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
csc(c)CC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
ccccCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
ccscCC(=O)NCCS.CC(=O)OCC=CC(=O)O,1
CCNC(=O)Cc1cccs1.CC(=O)OCC=CC(=O)O,1
ccc(s)CC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
csc(c)CC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
ccccCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
ccscCC(=O)NC1C(=O)N(C=CCOC(C)=O)C1S,1
CC(=O)OCC=CN1CC(NC(=O)Cc2cccs2)C1=O,1
C=CCOC(C)=O.O=C(Cc1cccs1)NCCS,1
ccc(s)CC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
csc(c)CC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
ccccCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
ccscCC(=O)NC1C(=O)NC1SCCCOC(C)=O,1
CC(=O)OCCCSCCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
csc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
cc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccccCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccscCC(=O)NC1CN(C(C(=O)O)=C(C)COC=O)C1=O,1
cscCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC=O,1
CC(COC=O)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
ccc(s)CC(=O)NCCSCC(=CC(=O)O)COC=O,1
csc(c)CC(=O)NCCSCC(=CC(=O)O)COC=O,1
ccccCC(=O)NCCSCC(=CC(=O)O)COC=O,1
ccscCC(=O)NCCSCC(=CC(=O)O)COC=O,1
CCNC(=O)Cc1cccs1.CC(=CC(=O)O)COC=O,1
ccc(s)CC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
ccccCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
ccscCC(=O)NC1C(=O)N2C=C(COC=O)CSC12,1
CC(=CN1CC(NC(=O)Cc2cccs2)C1=O)COC=O,1
O=COCC(=CNC(=O)CNC(=O)Cc1cccs1)CS,1
C=C(COC=O)CSCCNC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
csc(c)CC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
ccccCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
ccscCC(=O)NC1C(=O)N(C(=CCOC=O)C(=O)O)C1S,1
O=COCC=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
O=COCC=CC(=O)O.O=C(Cc1cccs1)NCCS,1
O=COCC=CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
O=COCCCSC1NC(=O)C1NC(=O)Cc1cccs1,1
ccc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
ccscCC(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12,1
CC(CS)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
CC(=CC(=O)O)CSCCNC(=O)Cc1cccs1,1
CC1=CN2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
CC(C)=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
CC=C(C(=O)O)N1C(=O)C(NC(=O)Cc2cccs2)C1S,1
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=CCSC12,1
ccc(s)CC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
csc(c)CC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
cc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccccCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
cccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccscCC(=O)NC1CN(C(C(=O)O)=C(C)COC(C)=O)C1=O,1
cscCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccc(s)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
csc(c)CC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
ccccCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
ccscCC(=O)NCC(=O)NC(C(=O)O)=C(CS)COC(C)=O,1
CC(=O)OCC(C)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
CCNC(=O)Cc1cccs1.CC(=O)OCC(C)=CC(=O)O,1
ccc(s)CC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
csc(c)CC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccccCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
ccscCC(=O)NCCSCC(=CC(=O)O)COC(C)=O,1
CC(=O)OCC(C)=CN1CC(NC(=O)Cc2cccs2)C1=O,1
ccc(s)CC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccccCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
ccscCC(=O)NC1C(=O)N2C=C(COC(C)=O)CSC12,1
CC(=O)OCC(=CNC(=O)CNC(=O)Cc1cccs1)CS,1
C=C(COC(C)=O)CSCCNC(=O)Cc1cccs1,1
CC(=O)OCC=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
ccc(s)CC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
csc(c)CC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
ccccCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
ccscCC(=O)NC1C(=O)N(C(=CCOC(C)=O)C(=O)O)C1S,1
CC(=O)OCC=CC(=O)O.O=C(Cc1cccs1)NCCS,1
CC(=O)OCC=CN1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CC(=O)OCCCSC1NC(=O)C1NC(=O)Cc1cccs1,1
CC(COC=O)=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
ccc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
ccscCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC=O)CSC12,1
O=COCC(CS)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
O=COCC(=CC(=O)O)CSCCNC(=O)Cc1cccs1,1
O=COCC1=CN2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
O=COCC=C(C(=O)O)N1C(=O)C(NC(=O)Cc2cccs2)C1S,1
CC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
CC(=O)OCC(C)=C(C(=O)O)N1CC(NC(=O)Cc2cccs2)C1=O,1
ccc(s)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
csc(c)CC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccccCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
ccscCC(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12,1
CC(=O)OCC(CS)=C(NC(=O)CNC(=O)Cc1cccs1)C(=O)O,1
CC(=O)OCC(=CC(=O)O)CSCCNC(=O)Cc1cccs1,1
CC(=O)OCC1=CN2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
CC(=O)OCC=C(C(=O)O)N1C(=O)C(NC(=O)Cc2cccs2)C1S,1
O=COCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1
N,2
[N+],2
O,2
[O-],2
o,2
CO,1
O=CNC=O,2
O=CNCO,1
C.N,2
C.NC=O,3
C=N,2
N.NC=O,2
Cc,2
co,2
c[N+],2
[N+]=O,2
[N+][O-],2
CC(=O)NC=O,2
CC(=O)NCO,1
N.CC(N)=O,2
O=CN(C=O)CO,1
N.O=CNC=O,2
C.N.NC=O,2
C.C=N,2
C.O=CNCO,1
C=N.NC=O,2
cC=N,1
N.O=CNCO,1
Ccc,2
Cco,2
cco,2
coc,2
cc[N+],2
[N+]co,2
c[N+]=O,2
c[N+][O-],2
O=[N+][O-],2
CC(=O)N(C=O)CO,1
N.CC(=O)NC=O,2
N.CC(=O)NCO,1
C=N.CC(N)=O,2
N.O=CN(C=O)CO,1
C=N.O=CNC=O,2
C.C=N.NC=O,2
C.N.O=CNCO,1
C.cC=N,1
cC=N.NC=O,1
C=N.O=CNCO,1
ccC=N,1
N=Cco,1
Cc(c)o,2
Cccc,2
Ccoc,2
ccoc,2
ccco,2
coc[N+],2
ccc[N+],2
cc([N+])o,2
cc[N+]=O,2
cc[N+][O-],2
O=[N+]co,2
[O-][N+]co,2
c[N+](=O)[O-],2
N.CC(=O)N(C=O)CO,1
C=N.CC(=O)NC=O,2
C=N.CC(=O)NCO,1
cC=N.CC(N)=O,1
C=N.O=CN(C=O)CO,1
cC=N.O=CNC=O,1
C.cC=N.NC=O,1
C.C=N.O=CNCO,1
C.ccC=N,1
C.N=Cco,1
cC=N.O=CNCO,1
ccC=N.NC=O,1
N=Cco.NC=O,1
cc(o)C=N,1
cccC=N,1
cocC=N,1
Cc(c)oc,2
Cc(o)cc,2
Ccccc,2
Ccocc,2
Ccoc[N+],2
c1ccoc1,2
ccoc[N+],2
cccc[N+],2
coc(c)[N+],2
coc[N+]=O,2
coc[N+][O-],2
ccc([N+])o,2
ccc[N+]=O,2
ccc[N+][O-],2
cc(o)[N+]=O,2
cc(o)[N+][O-],2
cc[N+](=O)[O-],2
O=[N+]([O-])co,2
C=N.CC(=O)N(C=O)CO,1
cC=N.CC(=O)NC=O,1
cC=N.CC(=O)NCO,1
ccC=N.CC(N)=O,1
CC(N)=O.N=Cco,1
cC=N.O=CN(C=O)CO,1
ccC=N.O=CNC=O,1
N=Cco.O=CNC=O,1
C.ccC=N.NC=O,1
C.N=Cco.NC=O,1
C.cC=N.O=CNCO,1
C.cc(o)C=N,1
C.cccC=N,1
C.cocC=N,1
ccC=N.O=CNCO,1
N=Cco.O=CNCO,1
cc(o)C=N.NC=O,1
cccC=N.NC=O,1
cocC=N.NC=O,1
ccc(o)C=N,1
coc(c)C=N,1
ccccC=N,1
ccocC=N,1
N=Ccoc[N+],1
Cc1ccco1,2
Cc(c)oc[N+],2
Ccccc[N+],2
Ccoc(c)[N+],2
Ccoc[N+]=O,2
Ccoc[N+][O-],2
[N+]c1ccco1,2
ccoc[N+]=O,2
ccoc[N+][O-],2
cccc[N+]=O,2
cccc[N+][O-],2
coc(c)[N+]=O,2
coc(c)[N+][O-],2
coc[N+](=O)[O-],2
ccc(o)[N+]=O,2
ccc(o)[N+][O-],2
ccc[N+](=O)[O-],2
cc(o)[N+](=O)[O-],2
cC=N.CC(=O)N(C=O)CO,1
ccC=N.CC(=O)NC=O,1
CC(=O)NC=O.N=Cco,1
ccC=N.CC(=O)NCO,1
CC(=O)NCO.N=Cco,1
cc(o)C=N.CC(N)=O,1
cccC=N.CC(N)=O,1
cocC=N.CC(N)=O,1
ccC=N.O=CN(C=O)CO,1
N=Cco.O=CN(C=O)CO,1
cc(o)C=N.O=CNC=O,1
cccC=N.O=CNC=O,1
cocC=N.O=CNC=O,1
C.cc(o)C=N.NC=O,1
C.cccC=N.NC=O,1
C.ccC=N.O=CNCO,1
C.cocC=N.NC=O,1
C.N=Cco.O=CNCO,1
C.ccc(o)C=N,1
C.coc(c)C=N,1
C.ccccC=N,1
C.ccocC=N,1
C.N=Ccoc[N+],1
cc(o)C=N.O=CNCO,1
cccC=N.O=CNCO,1
cocC=N.O=CNCO,1
ccc(o)C=N.NC=O,1
coc(c)C=N.NC=O,1
ccccC=N.NC=O,1
ccocC=N.NC=O,1
N=Ccoc[N+].NC=O,1
N=Cc1ccco1,1
cc(C=N)oc[N+],1
N=Ccccc[N+],1
cc([N+])ocC=N,1
N=Ccoc[N+]=O,1
N=Ccoc[N+][O-],1
Cc1ccc([N+])o1,2
Cc(c)oc[N+]=O,2
Cc(c)oc[N+][O-],2
Ccccc[N+]=O,2
Ccccc[N+][O-],2
Ccoc(c)[N+]=O,2
Ccoc(c)[N+][O-],2
Ccoc[N+](=O)[O-],2
O=[N+]c1ccco1,2
[O-][N+]c1ccco1,2
ccoc[N+](=O)[O-],2
cccc[N+](=O)[O-],2
coc(c)[N+](=O)[O-],2
ccc(o)[N+](=O)[O-],2
ccC=N.CC(=O)N(C=O)CO,1
CC(=O)N(C=O)CO.N=Cco,1
cc(o)C=N.CC(=O)NC=O,1
cccC=N.CC(=O)NC=O,1
cocC=N.CC(=O)NC=O,1
cc(o)C=N.CC(=O)NCO,1
cccC=N.CC(=O)NCO,1
cocC=N.CC(=O)NCO,1
ccc(o)C=N.CC(N)=O,1
coc(c)C=N.CC(N)=O,1
ccccC=N.CC(N)=O,1
ccocC=N.CC(N)=O,1
CC(N)=O.N=Ccoc[N+],1
cc(o)C=N.O=CN(C=O)CO,1
cccC=N.O=CN(C=O)CO,1
cocC=N.O=CN(C=O)CO,1
ccc(o)C=N.O=CNC=O,1
coc(c)C=N.O=CNC=O,1
ccccC=N.O=CNC=O,1
ccocC=N.O=CNC=O,1
N=Ccoc[N+].O=CNC=O,1
C.ccc(o)C=N.NC=O,1
C.coc(c)C=N.NC=O,1
C.cc(o)C=N.O=CNCO,1
C.ccccC=N.NC=O,1
C.cccC=N.O=CNCO,1
C.ccocC=N.NC=O,1
C.N=Ccoc[N+].NC=O,1
C.cocC=N.O=CNCO,1
C.N=Cc1ccco1,1
C.cc(C=N)oc[N+],1
C.N=Ccccc[N+],1
C.cc([N+])ocC=N,1
C.N=Ccoc[N+]=O,1
C.N=Ccoc[N+][O-],1
ccc(o)C=N.O=CNCO,1
coc(c)C=N.O=CNCO,1
ccccC=N.O=CNCO,1
ccocC=N.O=CNCO,1
N=Ccoc[N+].O=CNCO,1
N=Cc1ccco1.NC=O,1
cc(C=N)oc[N+].NC=O,1
N=Ccccc[N+].NC=O,1
cc([N+])ocC=N.NC=O,1
N=Ccoc[N+]=O.NC=O,1
N=Ccoc[N+][O-].NC=O,1
N=Cc1ccc([N+])o1,1
cc(C=N)oc[N+]=O,1
cc(C=N)oc[N+][O-],1
N=Ccccc[N+]=O,1
N=Ccccc[N+][O-],1
cc([N+]=O)ocC=N,1
cc([N+][O-])ocC=N,1
N=Ccoc[N+](=O)[O-],1
Cc1ccc([N+]=O)o1,2
Cc1ccc([N+][O-])o1,2
Cc(c)oc[N+](=O)[O-],2
Ccccc[N+](=O)[O-],2
Ccoc(c)[N+](=O)[O-],2
O=[N+]([O-])c1ccco1,2
cc(o)C=N.CC(=O)N(C=O)CO,1
cccC=N.CC(=O)N(C=O)CO,1
cocC=N.CC(=O)N(C=O)CO,1
ccc(o)C=N.CC(=O)NC=O,1
coc(c)C=N.CC(=O)NC=O,1
ccccC=N.CC(=O)NC=O,1
ccocC=N.CC(=O)NC=O,1
CC(=O)NC=O.N=Ccoc[N+],1
ccc(o)C=N.CC(=O)NCO,1
coc(c)C=N.CC(=O)NCO,1
ccccC=N.CC(=O)NCO,1
ccocC=N.CC(=O)NCO,1
CC(=O)NCO.N=Ccoc[N+],1
CC(N)=O.N=Cc1ccco1,1
cc(C=N)oc[N+].CC(N)=O,1
CC(N)=O.N=Ccccc[N+],1
cc([N+])ocC=N.CC(N)=O,1
CC(N)=O.N=Ccoc[N+]=O,1
CC(N)=O.N=Ccoc[N+][O-],1
ccc(o)C=N.O=CN(C=O)CO,1
coc(c)C=N.O=CN(C=O)CO,1
ccccC=N.O=CN(C=O)CO,1
ccocC=N.O=CN(C=O)CO,1
N=Ccoc[N+].O=CN(C=O)CO,1
N=Cc1ccco1.O=CNC=O,1
cc(C=N)oc[N+].O=CNC=O,1
N=Ccccc[N+].O=CNC=O,1
cc([N+])ocC=N.O=CNC=O,1
N=Ccoc[N+]=O.O=CNC=O,1
N=Ccoc[N+][O-].O=CNC=O,1
C.N=Cc1ccco1.NC=O,1
C.ccc(o)C=N.O=CNCO,1
C.cc(C=N)oc[N+].NC=O,1
C.coc(c)C=N.O=CNCO,1
C.N=Ccccc[N+].NC=O,1
C.ccccC=N.O=CNCO,1
C.cc([N+])ocC=N.NC=O,1
C.ccocC=N.O=CNCO,1
C.N=Ccoc[N+]=O.NC=O,1
C.N=Ccoc[N+][O-].NC=O,1
C.N=Ccoc[N+].O=CNCO,1
C.N=Cc1ccc([N+])o1,1
C.cc(C=N)oc[N+]=O,1
C.cc(C=N)oc[N+][O-],1
C.N=Ccccc[N+]=O,1
C.N=Ccccc[N+][O-],1
C.cc([N+]=O)ocC=N,1
C.cc([N+][O-])ocC=N,1
C.N=Ccoc[N+](=O)[O-],1
N=Cc1ccco1.O=CNCO,1
cc(C=N)oc[N+].O=CNCO,1
N=Ccccc[N+].O=CNCO,1
cc([N+])ocC=N.O=CNCO,1
N=Ccoc[N+]=O.O=CNCO,1
N=Ccoc[N+][O-].O=CNCO,1
N=Cc1ccc([N+])o1.NC=O,1
cc(C=N)oc[N+]=O.NC=O,1
cc(C=N)oc[N+][O-].NC=O,1
N=Ccccc[N+]=O.NC=O,1
N=Ccccc[N+][O-].NC=O,1
cc([N+]=O)ocC=N.NC=O,1
cc([N+][O-])ocC=N.NC=O,1
N=Ccoc[N+](=O)[O-].NC=O,1
N=Cc1ccc([N+]=O)o1,1
N=Cc1ccc([N+][O-])o1,1
cc(C=N)oc[N+](=O)[O-],1
N=Ccccc[N+](=O)[O-],1
cc(ocC=N)[N+](=O)[O-],1
Cc1ccc([N+](=O)[O-])o1,2
ccc(o)C=N.CC(=O)N(C=O)CO,1
coc(c)C=N.CC(=O)N(C=O)CO,1
ccccC=N.CC(=O)N(C=O)CO,1
ccocC=N.CC(=O)N(C=O)CO,1
CC(=O)N(C=O)CO.N=Ccoc[N+],1
CC(=O)NC=O.N=Cc1ccco1,1
cc(C=N)oc[N+].CC(=O)NC=O,1
CC(=O)NC=O.N=Ccccc[N+],1
cc([N+])ocC=N.CC(=O)NC=O,1
CC(=O)NC=O.N=Ccoc[N+]=O,1
CC(=O)NC=O.N=Ccoc[N+][O-],1
CC(=O)NCO.N=Cc1ccco1,1
cc(C=N)oc[N+].CC(=O)NCO,1
CC(=O)NCO.N=Ccccc[N+],1
cc([N+])ocC=N.CC(=O)NCO,1
CC(=O)NCO.N=Ccoc[N+]=O,1
CC(=O)NCO.N=Ccoc[N+][O-],1
CC(N)=O.N=Cc1ccc([N+])o1,1
cc(C=N)oc[N+]=O.CC(N)=O,1
cc(C=N)oc[N+][O-].CC(N)=O,1
CC(N)=O.N=Ccccc[N+]=O,1
CC(N)=O.N=Ccccc[N+][O-],1
cc([N+]=O)ocC=N.CC(N)=O,1
cc([N+][O-])ocC=N.CC(N)=O,1
CC(N)=O.N=Ccoc[N+](=O)[O-],1
N=Cc1ccco1.O=CN(C=O)CO,1
cc(C=N)oc[N+].O=CN(C=O)CO,1
N=Ccccc[N+].O=CN(C=O)CO,1
cc([N+])ocC=N.O=CN(C=O)CO,1
N=Ccoc[N+]=O.O=CN(C=O)CO,1
N=Ccoc[N+][O-].O=CN(C=O)CO,1
N=Cc1ccc([N+])o1.O=CNC=O,1
cc(C=N)oc[N+]=O.O=CNC=O,1
cc(C=N)oc[N+][O-].O=CNC=O,1
N=Ccccc[N+]=O.O=CNC=O,1
N=Ccccc[N+][O-].O=CNC=O,1
cc([N+]=O)ocC=N.O=CNC=O,1
cc([N+][O-])ocC=N.O=CNC=O,1
N=Ccoc[N+](=O)[O-].O=CNC=O,1
C.N=Cc1ccc([N+])o1.NC=O,1
C.N=Cc1ccco1.O=CNCO,1
C.cc(C=N)oc[N+]=O.NC=O,1
C.cc(C=N)oc[N+][O-].NC=O,1
C.cc(C=N)oc[N+].O=CNCO,1
C.N=Ccccc[N+]=O.NC=O,1
C.N=Ccccc[N+][O-].NC=O,1
C.N=Ccccc[N+].O=CNCO,1
C.cc([N+]=O)ocC=N.NC=O,1
C.cc([N+][O-])ocC=N.NC=O,1
C.cc([N+])ocC=N.O=CNCO,1
C.N=Ccoc[N+](=O)[O-].NC=O,1
C.N=Ccoc[N+]=O.O=CNCO,1
C.N=Ccoc[N+][O-].O=CNCO,1
C.N=Cc1ccc([N+]=O)o1,1
C.N=Cc1ccc([N+][O-])o1,1
C.cc(C=N)oc[N+](=O)[O-],1
C.N=Ccccc[N+](=O)[O-],1
C.cc(ocC=N)[N+](=O)[O-],1
N=Cc1ccc([N+])o1.O=CNCO,1
cc(C=N)oc[N+]=O.O=CNCO,1
cc(C=N)oc[N+][O-].O=CNCO,1
N=Ccccc[N+]=O.O=CNCO,1
N=Ccccc[N+][O-].O=CNCO,1
cc([N+]=O)ocC=N.O=CNCO,1
cc([N+][O-])ocC=N.O=CNCO,1
N=Ccoc[N+](=O)[O-].O=CNCO,1
N=Cc1ccc([N+]=O)o1.NC=O,1
N=Cc1ccc([N+][O-])o1.NC=O,1
cc(C=N)oc[N+](=O)[O-].NC=O,1
N=Ccccc[N+](=O)[O-].NC=O,1
cc(ocC=N)[N+](=O)[O-].NC=O,1
N=Cc1ccc([N+](=O)[O-])o1,1
CC(=O)N(C=O)CO.N=Cc1ccco1,1
cc(C=N)oc[N+].CC(=O)N(C=O)CO,1
CC(=O)N(C=O)CO.N=Ccccc[N+],1
cc([N+])ocC=N.CC(=O)N(C=O)CO,1
CC(=O)N(C=O)CO.N=Ccoc[N+]=O,1
CC(=O)N(C=O)CO.N=Ccoc[N+][O-],1
CC(=O)NC=O.N=Cc1ccc([N+])o1,1
cc(C=N)oc[N+]=O.CC(=O)NC=O,1
cc(C=N)oc[N+][O-].CC(=O)NC=O,1
CC(=O)NC=O.N=Ccccc[N+]=O,1
CC(=O)NC=O.N=Ccccc[N+][O-],1
cc([N+]=O)ocC=N.CC(=O)NC=O,1
cc([N+][O-])ocC=N.CC(=O)NC=O,1
CC(=O)NC=O.N=Ccoc[N+](=O)[O-],1
CC(=O)NCO.N=Cc1ccc([N+])o1,1
cc(C=N)oc[N+]=O.CC(=O)NCO,1
cc(C=N)oc[N+][O-].CC(=O)NCO,1
CC(=O)NCO.N=Ccccc[N+]=O,1
CC(=O)NCO.N=Ccccc[N+][O-],1
cc([N+]=O)ocC=N.CC(=O)NCO,1
cc([N+][O-])ocC=N.CC(=O)NCO,1
CC(=O)NCO.N=Ccoc[N+](=O)[O-],1
CC(N)=O.N=Cc1ccc([N+]=O)o1,1
CC(N)=O.N=Cc1ccc([N+][O-])o1,1
cc(C=N)oc[N+](=O)[O-].CC(N)=O,1
CC(N)=O.N=Ccccc[N+](=O)[O-],1
cc(ocC=N)[N+](=O)[O-].CC(N)=O,1
N=Cc1ccc([N+])o1.O=CN(C=O)CO,1
cc(C=N)oc[N+]=O.O=CN(C=O)CO,1
cc(C=N)oc[N+][O-].O=CN(C=O)CO,1
N=Ccccc[N+]=O.O=CN(C=O)CO,1
N=Ccccc[N+][O-].O=CN(C=O)CO,1
cc([N+]=O)ocC=N.O=CN(C=O)CO,1
cc([N+][O-])ocC=N.O=CN(C=O)CO,1
N=Ccoc[N+](=O)[O-].O=CN(C=O)CO,1
N=Cc1ccc([N+]=O)o1.O=CNC=O,1
N=Cc1ccc([N+][O-])o1.O=CNC=O,1
cc(C=N)oc[N+](=O)[O-].O=CNC=O,1
N=Ccccc[N+](=O)[O-].O=CNC=O,1
cc(ocC=N)[N+](=O)[O-].O=CNC=O,1
C.N=Cc1ccc([N+]=O)o1.NC=O,1
C.N=Cc1ccc([N+][O-])o1.NC=O,1
C.N=Cc1ccc([N+])o1.O=CNCO,1
C.cc(C=N)oc[N+](=O)[O-].NC=O,1
C.cc(C=N)oc[N+]=O.O=CNCO,1
C.cc(C=N)oc[N+][O-].O=CNCO,1
C.N=Ccccc[N+](=O)[O-].NC=O,1
C.N=Ccccc[N+]=O.O=CNCO,1
C.N=Ccccc[N+][O-].O=CNCO,1
