Substructure,Frequency,Percentage1
CCCCNCC(=O)NC(CC(O)C(O)CC)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC(O)C(O)CO)C(C)Cl,1,25.0
CCCCNCC(=O)NC(C)CC(O)CC(O)CSC,1,25.0
CCCCNCC(=O)NC(CC)CC(O)CC(O)CS,1,25.0
CCCCNCC(=O)NC(CCl)CC(O)CC(O)CS,1,25.0
CCCCNCC(=O)NC(CC(O)CC(C)O)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC)CC(O)CCCSC,1,25.0
CCCCNCC(=O)NC(CCl)CC(O)CCCSC,1,25.0
CCCCNCC(=O)NC(CC(O)CCCS)C(C)Cl,1,25.0
CCCCNCC(=O)NC(C)CCC(O)C(O)CSC,1,25.0
CCCCNCC(=O)NC(CC)CCC(O)C(O)CS,1,25.0
CCCCNCC(=O)NC(CCl)CCC(O)C(O)CS,1,25.0
CCCCNCC(=O)NC(CCC(O)C(C)O)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC)CCC(O)CCSC,1,25.0
CCCCNCC(=O)NC(CCl)CCC(O)CCSC,1,25.0
CCCCNCC(=O)NC(CCC(O)CCS)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC)CCCC(O)CSC,1,25.0
CCCCNCC(=O)NC(CCl)CCCC(O)CSC,1,25.0
CCCCNCC(=O)NC(CCCC(O)CS)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CCCCCSC)C(C)Cl,1,25.0
CCCCNCC(=O)NC(C)COC(SC)C(O)CO,1,25.0
CCCCNCC(=O)NC(CC)COC(S)C(O)CO,1,25.0
CCCCNCC(=O)NC(CCl)COC(S)C(O)CO,1,25.0
CCCCNCC(=O)NC(COCC(O)CO)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC)COC(CCO)SC,1,25.0
CCCCNCC(=O)NC(CCl)COC(CCO)SC,1,25.0
CCCCNCC(=O)NC(COC(S)CCO)C(C)Cl,1,25.0
CCCCNCC(=O)NC(CC)COC(SC)C(C)O,1,25.0
CCCCNCC(=O)NC(CCl)COC(SC)C(C)O,1,25.0
CCCCNCC(=O)NC(COC(S)C(C)O)C(C)Cl,1,25.0
CCCCNCC(=O)NC(COC(CC)SC)C(C)Cl,1,25.0
CCCCNCC(=O)NC(COC(CO)SC)C(C)Cl,1,25.0
CCCCNCC(=O)NCC1OC(S)C(O)C(O)C1O,1,25.0
CCCCNCC(=O)NCC1OC(SC)CC(O)C1O,1,25.0
CCCCNCC(=O)NCC1OC(SC)C(O)CC1O,1,25.0
CCCCNCC(=O)NCC1CC(O)C(O)C(SC)O1,1,25.0
CCCCNCC(=O)NCCC(O)C(O)C(O)CSC,1,25.0
CCCCNCCNC(C)C1OC(S)C(O)C(O)C1O,1,25.0
CCCCNCCNC(CC)C1OCC(O)C(O)C1O,1,25.0
CCCCNCCNC(CCl)C1OCC(O)C(O)C1O,1,25.0
CCCCNCCNC(C)C1OC(SC)CC(O)C1O,1,25.0
CCCCNCCNC(CC)C1OC(S)CC(O)C1O,1,25.0
CCCCNCCNC(CCl)C1OC(S)CC(O)C1O,1,25.0
CCCCNCCNC(C(C)Cl)C1OCCC(O)C1O,1,25.0
CCCCNCCNC(C(C)Cl)C(O)C(O)C(O)CO,1,25.0
CCCCNCCNC(C)C1OC(SC)C(O)CC1O,1,25.0
CCCCNCCNC(CC)C1OC(S)C(O)CC1O,1,25.0
CCCCNCCNC(CCl)C1OC(S)C(O)CC1O,1,25.0
CCCCNCCNC(C(C)Cl)C1OCC(O)CC1O,1,25.0
CCCCNCCNC(CC)C1OC(SC)CCC1O,1,25.0
CCCCNCCNC(CCl)C1OC(SC)CCC1O,1,25.0
CCCCNCCNC(C(C)Cl)C1OC(S)CCC1O,1,25.0
CCCCNCCNC(CC)C(OCSC)C(O)CO,1,25.0
CCCCNCCNC(CCl)C(OCSC)C(O)CO,1,25.0
CCCCNCCNC(C(C)Cl)C(OCS)C(O)CO,1,25.0
CCCCNCCNC(C(C)Cl)C(OCSC)C(C)O,1,25.0
CCCCNCCNC(C)C1CC(O)C(O)C(SC)O1,1,25.0
CCCCNCCNC(CC)C1CC(O)C(O)C(S)O1,1,25.0
CCCCNCCNC(CCl)C1CC(O)C(O)C(S)O1,1,25.0
CCCCNCCNC(C(C)Cl)C1CC(O)C(O)CO1,1,25.0
CCCCNCCNC(CC)C1CC(O)CC(SC)O1,1,25.0
CCCCNCCNC(CCl)C1CC(O)CC(SC)O1,1,25.0
CCCCNCCNC(C(C)Cl)C1CC(O)CC(S)O1,1,25.0
CCCCNCCNC(CC)C1CCC(O)C(SC)O1,1,25.0
CCCCNCCNC(CCl)C1CCC(O)C(SC)O1,1,25.0
CCCCNCCNC(C(C)Cl)C1CCC(O)C(S)O1,1,25.0
CCCCNCCNC(C(C)Cl)C1CCCC(SC)O1,1,25.0
CCCCNCCNC(C(C)Cl)C(CCO)OCSC,1,25.0
CCCCNCCNC(CC)C(CO)OC(CO)SC,1,25.0
CCCCNCCNC(CCl)C(CO)OC(CO)SC,1,25.0
CCCCNCCNC(C(C)Cl)C(CO)OC(S)CO,1,25.0
CCCCNCCNC(C(C)Cl)C(CO)OC(C)SC,1,25.0
CCCCNCCNC(C(C)Cl)C(C)OC(CO)SC,1,25.0
CCCCNCCNC(C)CC(O)C(O)C(O)CSC,1,25.0
CCCCNCCNC(CC)CC(O)C(O)C(O)CS,1,25.0
CCCCNCCNC(CCl)CC(O)C(O)C(O)CS,1,25.0
CCCCNCCNC(CC(O)C(O)C(C)O)C(C)Cl,1,25.0
CCCCNCCNC(CC)CC(O)C(O)CCSC,1,25.0
CCCCNCCNC(CCl)CC(O)C(O)CCSC,1,25.0
CCCCNCCNC(CC(O)C(O)CCS)C(C)Cl,1,25.0
CCCCNCCNC(CC)CC(O)CC(O)CSC,1,25.0
CCCCNCCNC(CCl)CC(O)CC(O)CSC,1,25.0
CCCCNCCNC(CC(O)CC(O)CS)C(C)Cl,1,25.0
CCCCNCCNC(CC(O)CCCSC)C(C)Cl,1,25.0
CCCCNCCNC(CC)CCC(O)C(O)CSC,1,25.0
CCCCNCCNC(CCl)CCC(O)C(O)CSC,1,25.0
CCCCNCCNC(CCC(O)C(O)CS)C(C)Cl,1,25.0
CCCCNCCNC(CCC(O)CCSC)C(C)Cl,1,25.0
CCCCNCCNC(CCCC(O)CSC)C(C)Cl,1,25.0
CCCCNCCNC(CC)COC(SC)C(O)CO,1,25.0
CCCCNCCNC(CCl)COC(SC)C(O)CO,1,25.0
CCCCNCCNC(COC(S)C(O)CO)C(C)Cl,1,25.0
CCCCNCCNC(COC(CCO)SC)C(C)Cl,1,25.0
CCCCNCCNC(COC(SC)C(C)O)C(C)Cl,1,25.0
CCCCNCCNCC1OC(SC)C(O)C(O)C1O,1,25.0
CC1CC(C(=O)NC(C)C2OCCC(O)C2O)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)C(O)C(O)C(O)CO)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(O)C(O)C(C)O,1,25.0
CC1CC(C(=O)NC(CCl)C(O)C(O)C(C)O)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)C2OCC(O)CC2O)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)C2OC(S)CCC2O)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C1OCCCC1O,1,25.0
CC1CC(C(=O)NC(CCl)C2OCCCC2O)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(O)C(O)CCO,1,25.0
CC1CC(C(=O)NC(CCl)C(O)C(O)CCO)N(C)C1,1,25.0
CCC(O)C(O)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(C)C(OCS)C(O)CO)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(OC)C(O)CO,1,25.0
COC(C(O)CO)C(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C(O)C(O)CO)N(C)C1,1,25.0
CSCOC(C(C)O)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(OCS)C(C)O,1,25.0
CC1CC(C(=O)NC(CCl)C(OCS)C(C)O)N(C)C1,1,25.0
COC(C(C)O)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(C)C2CC(O)C(O)CO2)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)C2CC(O)CC(S)O2)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C1CC(O)CCO1,1,25.0
CC1CC(C(=O)NC(CCl)C2CC(O)CCO2)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(O)CC(O)CO,1,25.0
CC1CC(C(=O)NC(CCl)C(O)CC(O)CO)N(C)C1,1,25.0
CC(O)CC(O)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(C)C2CCC(O)C(S)O2)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C1CCC(O)CO1,1,25.0
CC1CC(C(=O)NC(CCl)C2CCC(O)CO2)N(C)C1,1,25.0
CSC1CCCC(C(C)NC(=O)C2CC(C)CN2C)O1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C1CCCC(S)O1,1,25.0
CC1CC(C(=O)NC(CCl)C2CCCC(S)O2)N(C)C1,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C2CCCCO2)N(C)C1,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C(O)CCCO)N(C)C1,1,25.0
CSCOC(CCO)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(CCO)OCS,1,25.0
CC1CC(C(=O)NC(CCl)C(CCO)OCS)N(C)C1,1,25.0
COC(CCO)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(CC)OCSC,1,25.0
CCC(OCSC)C(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CCC(OCS)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(C)C(CO)OC(S)CO)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(CO)OCCO,1,25.0
CC1CC(C(=O)NC(CCl)C(CO)OCCO)N(C)C1,1,25.0
CSC(C)OC(CO)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(CO)OC(C)S,1,25.0
CC1CC(C(=O)NC(CCl)C(CO)OC(C)S)N(C)C1,1,25.0
CCOC(CO)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(CO)OCSC,1,25.0
CSCOC(CO)C(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C(CO)OCS)N(C)C1,1,25.0
CSC(CO)OC(C)C(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(C)OC(S)CO,1,25.0
CC1CC(C(=O)NC(CCl)C(C)OC(S)CO)N(C)C1,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C(C)OCCO)N(C)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1C)C(C)OC(C)SC,1,25.0
CSC(C)OC(C)C(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(C(C)Cl)C(C)OC(C)S)N(C)C1,1,25.0
CSCOC(C)C(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(C)CC(O)C(O)C(C)O)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)CC(O)C(O)CCS)N(C)C1,1,25.0
CCC(CC(O)C(O)CC)NC(=O)C1CC(C)CN1C,1,25.0
CCC(O)C(O)CC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CCC(CC(O)C(O)CO)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CC(O)C(O)CO)N(C)C1,1,25.0
CC1CC(C(=O)NC(CC(O)C(C)O)C(C)Cl)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)CC(O)CC(O)CS)N(C)C1,1,25.0
CCC(CC(O)CC(C)O)NC(=O)C1CC(C)CN1C,1,25.0
CC(O)CC(O)CC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CSCCCC(O)CC(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(CC(O)CCCS)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CC(O)CCCS)N(C)C1,1,25.0
CCCC(O)CC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(CC(O)CCO)C(C)Cl)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)CCC(O)C(O)CS)N(C)C1,1,25.0
CCC(CCC(O)C(C)O)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CCC(O)C(C)O)N(C)C1,1,25.0
CSCCC(O)CCC(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(CCC(O)CCS)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CCC(O)CCS)N(C)C1,1,25.0
CCC(O)CCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NC(CCC(O)CO)C(C)Cl)N(C)C1,1,25.0
CSCC(O)CCCC(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(CCCC(O)CS)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)CCCC(O)CS)N(C)C1,1,25.0
CC(O)CCCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCC(CCCCCSC)NC(=O)C1CC(C)CN1C,1,25.0
CSCCCCCC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCCCCS)C(C)Cl)N(C)C1,1,25.0
CC1CC(C(=O)NC(C)COC(S)C(O)CO)N(C)C1,1,25.0
CCC(COCC(O)CO)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)COCC(O)CO)N(C)C1,1,25.0
CSC(CCO)OCC(C)NC(=O)C1CC(C)CN1C,1,25.0
CCC(COC(S)CCO)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)COC(S)CCO)N(C)C1,1,25.0
CC1CC(C(=O)NC(COCCCO)C(C)Cl)N(C)C1,1,25.0
CSC(OCC(C)NC(=O)C1CC(C)CN1C)C(C)O,1,25.0
CCC(COC(S)C(C)O)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(CCl)COC(S)C(C)O)N(C)C1,1,25.0
CC(O)COCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCC(COC(CC)SC)NC(=O)C1CC(C)CN1C,1,25.0
CCC(OCC(CCl)NC(=O)C1CC(C)CN1C)SC,1,25.0
CCC(S)OCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CCC(COC(CO)SC)NC(=O)C1CC(C)CN1C,1,25.0
CSC(CO)OCC(CCl)NC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NC(COC(S)CO)C(C)Cl)N(C)C1,1,25.0
CSC(C)OCC(NC(=O)C1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(C(=O)NCC2OCC(O)C(O)C2O)N(C)C1,1,25.0
CC1CC(C(=O)NCC2OC(S)CC(O)C2O)N(C)C1,1,25.0
CC1CC(C(=O)NCC2OC(S)C(O)CC2O)N(C)C1,1,25.0
CSC1CCC(O)C(CNC(=O)C2CC(C)CN2C)O1,1,25.0
CSCOC(CNC(=O)C1CC(C)CN1C)C(O)CO,1,25.0
CC1CC(C(=O)NCC2CC(O)C(O)C(S)O2)N(C)C1,1,25.0
CSC1CC(O)CC(CNC(=O)C2CC(C)CN2C)O1,1,25.0
CSC1OC(CNC(=O)C2CC(C)CN2C)CCC1O,1,25.0
CSC(CO)OC(CO)CNC(=O)C1CC(C)CN1C,1,25.0
CC1CC(C(=O)NCCC(O)C(O)C(O)CS)N(C)C1,1,25.0
CSCCC(O)C(O)CCNC(=O)C1CC(C)CN1C,1,25.0
CSCC(O)CC(O)CCNC(=O)C1CC(C)CN1C,1,25.0
CSCC(O)C(O)CCCNC(=O)C1CC(C)CN1C,1,25.0
CSC(OCCNC(=O)C1CC(C)CN1C)C(O)CO,1,25.0
CC1CC(CNC(C)C2OCC(O)C(O)C2O)N(C)C1,1,25.0
CC1CC(CNC(C)C2OC(S)CC(O)C2O)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C1OCCC(O)C1O,1,25.0
CC1CC(CNC(CCl)C2OCCC(O)C2O)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C(O)C(O)C(O)CO,1,25.0
CC1CC(CNC(CCl)C(O)C(O)C(O)CO)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C(O)C(O)C(C)O)N(C)C1,1,25.0
CC1CC(CNC(C)C2OC(S)C(O)CC2O)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C1OCC(O)CC1O,1,25.0
CC1CC(CNC(CCl)C2OCC(O)CC2O)N(C)C1,1,25.0
CSC1CCC(O)C(C(C)NCC2CC(C)CN2C)O1,1,25.0
CCC(NCC1CC(C)CN1C)C1OC(S)CCC1O,1,25.0
CC1CC(CNC(CCl)C2OC(S)CCC2O)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C2OCCCC2O)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C(O)C(O)CCO)N(C)C1,1,25.0
CSCOC(C(O)CO)C(C)NCC1CC(C)CN1C,1,25.0
CCC(NCC1CC(C)CN1C)C(OCS)C(O)CO,1,25.0
CC1CC(CNC(CCl)C(OCS)C(O)CO)N(C)C1,1,25.0
COC(C(O)CO)C(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CCC(NCC1CC(C)CN1C)C(OCSC)C(C)O,1,25.0
CSCOC(C(C)O)C(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C(C)Cl)C(OCS)C(C)O)N(C)C1,1,25.0
CC1CC(CNC(C)C2CC(O)C(O)C(S)O2)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C1CC(O)C(O)CO1,1,25.0
CC1CC(CNC(CCl)C2CC(O)C(O)CO2)N(C)C1,1,25.0
CSC1CC(O)CC(C(C)NCC2CC(C)CN2C)O1,1,25.0
CCC(NCC1CC(C)CN1C)C1CC(O)CC(S)O1,1,25.0
CC1CC(CNC(CCl)C2CC(O)CC(S)O2)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C2CC(O)CCO2)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C(O)CC(O)CO)N(C)C1,1,25.0
CSC1OC(C(C)NCC2CC(C)CN2C)CCC1O,1,25.0
CCC(NCC1CC(C)CN1C)C1CCC(O)C(S)O1,1,25.0
CC1CC(CNC(CCl)C2CCC(O)C(S)O2)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C2CCC(O)CO2)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C1CCCC(SC)O1,1,25.0
CSC1CCCC(C(CCl)NCC2CC(C)CN2C)O1,1,25.0
CC1CC(CNC(C(C)Cl)C2CCCC(S)O2)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C(CCO)OCSC,1,25.0
CSCOC(CCO)C(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C(C)Cl)C(CCO)OCS)N(C)C1,1,25.0
CCC(OCSC)C(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CSC(CO)OC(CO)C(C)NCC1CC(C)CN1C,1,25.0
CCC(NCC1CC(C)CN1C)C(CO)OC(S)CO,1,25.0
CC1CC(CNC(CCl)C(CO)OC(S)CO)N(C)C1,1,25.0
CC1CC(CNC(C(C)Cl)C(CO)OCCO)N(C)C1,1,25.0
CCC(NCC1CC(C)CN1C)C(CO)OC(C)SC,1,25.0
CSC(C)OC(CO)C(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C(C)Cl)C(CO)OC(C)S)N(C)C1,1,25.0
CSCOC(CO)C(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CCC(NCC1CC(C)CN1C)C(C)OC(CO)SC,1,25.0
CSC(CO)OC(C)C(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(C(C)Cl)C(C)OC(S)CO)N(C)C1,1,25.0
CSC(C)OC(C)C(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(CNC(C)CC(O)C(O)C(O)CS)N(C)C1,1,25.0
CCC(CC(O)C(O)C(C)O)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)CC(O)C(O)C(C)O)N(C)C1,1,25.0
CSCCC(O)C(O)CC(C)NCC1CC(C)CN1C,1,25.0
CCC(CC(O)C(O)CCS)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)CC(O)C(O)CCS)N(C)C1,1,25.0
CCC(O)C(O)CC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(CNC(CC(O)C(O)CO)C(C)Cl)N(C)C1,1,25.0
CSCC(O)CC(O)CC(C)NCC1CC(C)CN1C,1,25.0
CCC(CC(O)CC(O)CS)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)CC(O)CC(O)CS)N(C)C1,1,25.0
CC(O)CC(O)CC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CCC(CC(O)CCCSC)NCC1CC(C)CN1C,1,25.0
CSCCCC(O)CC(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CC(O)CCCS)C(C)Cl)N(C)C1,1,25.0
CSCC(O)C(O)CCC(C)NCC1CC(C)CN1C,1,25.0
CCC(CCC(O)C(O)CS)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)CCC(O)C(O)CS)N(C)C1,1,25.0
CC1CC(CNC(CCC(O)C(C)O)C(C)Cl)N(C)C1,1,25.0
CCC(CCC(O)CCSC)NCC1CC(C)CN1C,1,25.0
CSCCC(O)CCC(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCC(O)CCS)C(C)Cl)N(C)C1,1,25.0
CCC(CCCC(O)CSC)NCC1CC(C)CN1C,1,25.0
CSCC(O)CCCC(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCCC(O)CS)C(C)Cl)N(C)C1,1,25.0
CSCCCCCC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CSC(OCC(C)NCC1CC(C)CN1C)C(O)CO,1,25.0
CCC(COC(S)C(O)CO)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(CCl)COC(S)C(O)CO)N(C)C1,1,25.0
CC1CC(CNC(COCC(O)CO)C(C)Cl)N(C)C1,1,25.0
CCC(COC(CCO)SC)NCC1CC(C)CN1C,1,25.0
CSC(CCO)OCC(CCl)NCC1CC(C)CN1C,1,25.0
CC1CC(CNC(COC(S)CCO)C(C)Cl)N(C)C1,1,25.0
CCC(COC(SC)C(C)O)NCC1CC(C)CN1C,1,25.0
CSC(OCC(CCl)NCC1CC(C)CN1C)C(C)O,1,25.0
CC1CC(CNC(COC(S)C(C)O)C(C)Cl)N(C)C1,1,25.0
CCC(OCC(NCC1CC(C)CN1C)C(C)Cl)SC,1,25.0
CSC(CO)OCC(NCC1CC(C)CN1C)C(C)Cl,1,25.0
CC1CC(CNCC2OC(S)C(O)C(O)C2O)N(C)C1,1,25.0
CSC1CC(O)C(O)C(CNCC2CC(C)CN2C)O1,1,25.0
CSC1OC(CNCC2CC(C)CN2C)C(O)CC1O,1,25.0
CSC1OC(CNCC2CC(C)CN2C)CC(O)C1O,1,25.0
CSCC(O)C(O)C(O)CCNCC1CC(C)CN1C,1,25.0
CC1CNC(C(=O)NC(C)C2OCC(O)C(O)C2O)C1,1,25.0
CC1CNC(C(=O)NC(C)C2OC(S)CC(O)C2O)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1OCCC(O)C1O,1,25.0
CC1CNC(C(=O)NC(CCl)C2OCCC(O)C2O)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(O)C(O)C(O)CO,1,25.0
CC1CNC(C(=O)NC(CCl)C(O)C(O)C(O)CO)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)C(C)O)C1,1,25.0
CC1CNC(C(=O)NC(C)C2OC(S)C(O)CC2O)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1OCC(O)CC1O,1,25.0
CC1CNC(C(=O)NC(CCl)C2OCC(O)CC2O)C1,1,25.0
CSC1CCC(O)C(C(C)NC(=O)C2CC(C)CN2)O1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1OC(S)CCC1O,1,25.0
CC1CNC(C(=O)NC(CCl)C2OC(S)CCC2O)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C2OCCCC2O)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C(O)C(O)CCO)C1,1,25.0
CSCOC(C(O)CO)C(C)NC(=O)C1CC(C)CN1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(OCS)C(O)CO,1,25.0
CC1CNC(C(=O)NC(CCl)C(OCS)C(O)CO)C1,1,25.0
COC(C(O)CO)C(NC(=O)C1CC(C)CN1)C(C)Cl,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(OCSC)C(C)O,1,25.0
CSCOC(C(C)O)C(CCl)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C(OCS)C(C)O)C1,1,25.0
CC1CNC(C(=O)NC(C)C2CC(O)C(O)C(S)O2)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1CC(O)C(O)CO1,1,25.0
CC1CNC(C(=O)NC(CCl)C2CC(O)C(O)CO2)C1,1,25.0
CSC1CC(O)CC(C(C)NC(=O)C2CC(C)CN2)O1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1CC(O)CC(S)O1,1,25.0
CC1CNC(C(=O)NC(CCl)C2CC(O)CC(S)O2)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C2CC(O)CCO2)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C(O)CC(O)CO)C1,1,25.0
CSC1OC(C(C)NC(=O)C2CC(C)CN2)CCC1O,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1CCC(O)C(S)O1,1,25.0
CC1CNC(C(=O)NC(CCl)C2CCC(O)C(S)O2)C1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C2CCC(O)CO2)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C1CCCC(SC)O1,1,25.0
CSC1CCCC(C(CCl)NC(=O)C2CC(C)CN2)O1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C2CCCC(S)O2)C1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(CCO)OCSC,1,25.0
CSCOC(CCO)C(CCl)NC(=O)C1CC(C)CN1,1,25.0
CC1CNC(C(=O)NC(C(C)Cl)C(CCO)OCS)C1,1,25.0
CCC(OCSC)C(NC(=O)C1CC(C)CN1)C(C)Cl,1,25.0
CSC(CO)OC(CO)C(C)NC(=O)C1CC(C)CN1,1,25.0
CCC(NC(=O)C1CC(C)CN1)C(CO)OC(S)CO,1,25.0
CC1CNC(C(=O)NC(CCl)C(CO)OC(S)CO)C1,1,25.0
