Substructure,Frequency1,OccurrenceList1
CC1CC(C(=O)NCCCl)N(C)C1,1,"0,0,0,1"
CC1CNC(C(=O)NCC(O)C(O)CO)C1,1,"0,0,0,1"
CC1CC(C(=O)NCC(O)CO)N(C)C1,1,"0,0,0,1"
CC(C)CCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCC(NC(=O)CCC(C)C)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(N)C(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCC(N)C(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CC)CO,1,"0,0,0,1"
CCCC(N)C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CO)CCl,1,"0,0,0,1"
CCCC(N)C(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCC(N)C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCNCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCNCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CC)CO,1,"0,0,0,1"
CCCNCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CO)CCl,1,"0,0,0,1"
CCCNCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCNCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CC(Cl)C(CO)NC(=O)C1CCCN1,1,"0,0,0,1"
CCC(NC(=O)C1CCCN1)C(O)CO,1,"0,0,0,1"
CCC(CO)NC(=O)C1CCCN1C,1,"0,0,0,1"
O=C(NC(CCl)C(O)CO)C1CCCN1,1,"0,0,0,1"
CN1CCCC1C(=O)NC(CO)CCl,1,"0,0,0,1"
CC(NC(=O)C1CCCN1)C(O)C(O)CO,1,"0,0,0,1"
CC(NC(=O)C1CCCN1C)C(O)CO,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CCCN1C,1,"0,0,0,1"
O=C(NCC(O)C(O)C(O)CO)C1CCCN1,1,"0,0,0,1"
CN1CCCC1C(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCC(N)C(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC)C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CCCC(=O)NC(CC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCNCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCN(C)CC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCNCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CN(C)CC)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCN(C)CC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCN(C)CC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCN(C)CC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CNC(C)C(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CC(Cl)C(CO)NC(=O)C(C)N(C)C,1,"0,0,0,1"
CCC(NC(=O)C(C)N)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)C(C)NC)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)C(C)N(C)C)C(O)CO,1,"0,0,0,1"
CC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CNC(C)C(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CC(C(=O)NC(CCl)C(O)CO)N(C)C,1,"0,0,0,1"
CC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CNC(C)C(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CC(NC(=O)C(C)N(C)C)C(O)C(O)CO,1,"0,0,0,1"
CC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CNC(C)C(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CC(C(=O)NCC(O)C(O)C(O)CO)N(C)C,1,"0,0,0,1"
CCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(=O)NC(CC)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NCC1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CC(Cl)C(NC(=O)CN)C(O)C(O)C(O)CO,1,"0,0,0,1"
CNCC(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CC(Cl)C(NC(=O)CN(C)C)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CN)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(=O)CNC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CN(C)C)C(O)C(O)CO,1,"0,0,0,1"
NCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CN(C)CC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CC(NC(=O)CN)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CC(NC(=O)CN(C)C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CSC1OC(CNC(=O)CN)C(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CN(C)CC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(C)=O)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CSC1OC(C(C)NC(C)=O)C(O)C(O)C1O,1,"0,0,0,1"
CC(Cl)C(NC=O)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(NC=O)C1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CSC1OC(C(CCl)NC=O)C(O)C(O)C1O,1,"0,0,0,1"
CSC1OC(C(N)C(C)Cl)C(O)C(O)C1O,1,"0,0,0,1"
CCCC1CNC(C(=O)NC(C)CO)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CCC)CN1,1,"0,0,0,1"
CCCC1CNC(C(=O)NCCCl)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NCC)N(C)C1,1,"0,0,0,1"
CCCC1CNC(C(=O)NCC(O)CO)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NCCO)N(C)C1,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(CC)CO,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(CO)CCl,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCC(C)CCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCC(C)CCC(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(CC)CO,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NC(C)CO,1,"0,0,0,1"
CCCCCC(N)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCCC,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCCCl,1,"0,0,0,1"
CCCCCC(N)C(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCC(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCCCCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCNCC(=O)NC(CC)CO,1,"0,0,0,1"
CCCCCNCC(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCCNCC(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NC(C)CO,1,"0,0,0,1"
CCCCCNCC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCCC,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCCCl,1,"0,0,0,1"
CCCCCNCC(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCC(O)CO,1,"0,0,0,1"
CCC1CNC(C(=O)NC(CC)CO)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(CO)CCl)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(C)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NC(C)CO)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NCC(C)Cl)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CC)CN1C,1,"0,0,0,1"
CCC1CC(C(=O)NCCCl)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NCC(O)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NCC(O)CO)N(C)C1,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCC(C)CCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCC(C)CCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(N)C(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCCC(N)C(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(CC)CO,1,"0,0,0,1"
CCCCC(N)C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCC(N)C(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(NC)C(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCC(N)C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(NC)C(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCCCCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCCNCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCCNCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(CC)CO,1,"0,0,0,1"
CCCCNCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCNCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCCN(C)CC(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCNCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCN(C)CC(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CC1CNC(C(=O)NC(CO)C(C)Cl)C1,1,"0,0,0,1"
CCC(NC(=O)C1CC(C)CN1)C(O)CO,1,"0,0,0,1"
CCC(CO)NC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CC1CNC(C(=O)NC(CCl)C(O)CO)C1,1,"0,0,0,1"
CC1CC(C(=O)NC(CO)CCl)N(C)C1,1,"0,0,0,1"
CC1CNC(C(=O)NC(C)C(O)C(O)CO)C1,1,"0,0,0,1"
CC1CC(C(=O)NC(C)C(O)CO)N(C)C1,1,"0,0,0,1"
CC(Cl)CNC(=O)C1CC(C)CN1C,1,"0,0,0,1"
CC1CNC(C(=O)NCC(O)C(O)C(O)CO)C1,1,"0,0,0,1"
CC1CC(C(=O)NCC(O)C(O)CO)N(C)C1,1,"0,0,0,1"
CC(C)CCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CCC(C)C)C(O)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CC(C)CCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(N)C(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCC(N)C(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCC(N)C(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCC(N)C(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(NC)C(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCC(N)C(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(NC)C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(CC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCC(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCCC(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCCNCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCNCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCNCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCNCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCN(C)CC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCNCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCN(C)CC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CC(Cl)C(NC(=O)C1CCCN1)C(O)CO,1,"0,0,0,1"
CC(Cl)C(CO)NC(=O)C1CCCN1C,1,"0,0,0,1"
CCC(NC(=O)C1CCCN1)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)C1CCCN1C)C(O)CO,1,"0,0,0,1"
O=C(NC(CCl)C(O)C(O)CO)C1CCCN1,1,"0,0,0,1"
CN1CCCC1C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CC(NC(=O)C1CCCN1)C(O)C(O)C(O)CO,1,"0,0,0,1"
CC(NC(=O)C1CCCN1C)C(O)C(O)CO,1,"0,0,0,1"
O=C(NCC1OCC(O)C(O)C1O)C1CCCN1,1,"0,0,0,1"
CN1CCCC1C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(CC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC)C(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC)C(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(N)C(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(NC)C(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCC(=O)NC(CC)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCCC(=O)NCC1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CCNCC(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CCN(C)CC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NC(CC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CN(C)CC)C(O)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCN(C)CC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCN(C)CC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCNCC(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCN(C)CC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CC(N)C(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CNC(C)C(=O)NC(C(C)Cl)C(O)C(O)CO,1,"0,0,0,1"
CC(Cl)C(NC(=O)C(C)N(C)C)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)C(C)N)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(=O)C(C)NC)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)C(C)N(C)C)C(O)C(O)CO,1,"0,0,0,1"
CC(N)C(=O)NC(CCl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CNC(C)C(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CC(C(=O)NC(CCl)C(O)C(O)CO)N(C)C,1,"0,0,0,1"
CC(N)C(=O)NC(C)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CNC(C)C(=O)NC(C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CC(NC(=O)C(C)N(C)C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CSC1OC(CNC(=O)C(C)N)C(O)C(O)C1O,1,"0,0,0,1"
CNC(C)C(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CC(C(=O)NCC1OCC(O)C(O)C1O)N(C)C,1,"0,0,0,1"
CCC(=O)NC(C(C)Cl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NC(CC)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(=O)NC(C)C1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CC(Cl)C(NC(=O)CN)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NC(C(C)Cl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CC(Cl)C(NC(=O)CN(C)C)C(O)C(O)CO,1,"0,0,0,1"
CCC(NC(=O)CN)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(=O)CNC)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(=O)CN(C)C)C(O)C(O)C(O)CO,1,"0,0,0,1"
NCC(=O)NC(CCl)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NC(CCl)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CN(C)CC(=O)NC(CCl)C(O)C(O)C(O)CO,1,"0,0,0,1"
CSC1OC(C(C)NC(=O)CN)C(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NC(C)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CC(NC(=O)CN(C)C)C1OCC(O)C(O)C1O,1,"0,0,0,1"
CNCC(=O)NCC1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CN(C)CC(=O)NCC1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CC(=O)NC(C(C)Cl)C1OC(S)C(O)C(O)C1O,1,"0,0,0,1"
CCC(NC(C)=O)C1OC(SC)C(O)C(O)C1O,1,"0,0,0,1"
CSC1OC(C(CCl)NC(C)=O)C(O)C(O)C1O,1,"0,0,0,1"
CSC1OC(C(NC=O)C(C)Cl)C(O)C(O)C1O,1,"0,0,0,1"
CCCC1CNC(C(=O)NC(CC)CO)C1,1,"0,0,0,1"
CCCC1CNC(C(=O)NC(CO)CCl)C1,1,"0,0,0,1"
CCCC1CNC(C(=O)NC(C)C(O)CO)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NC(C)CO)N(C)C1,1,"0,0,0,1"
CCCC1CNC(C(=O)NCC(C)Cl)C1,1,"0,0,0,1"
CCCNC(=O)C1CC(CCC)CN1C,1,"0,0,0,1"
CCCC1CC(C(=O)NCCCl)N(C)C1,1,"0,0,0,1"
CCCC1CNC(C(=O)NCC(O)C(O)CO)C1,1,"0,0,0,1"
CCCC1CC(C(=O)NCC(O)CO)N(C)C1,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCC(C)CCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCC(C)CCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NC(CC)CO,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCCC(N)C(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCC(N)C(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCC(NC)C(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(CCl)C(O)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NC(C)C(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCCC(=O)NCC1OCC(O)C(O)C1O,1,"0,0,0,1"
CCCCCNCC(=O)NC(CO)C(C)Cl,1,"0,0,0,1"
CCCCCNCC(=O)NC(CC)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NC(CC)CO,1,"0,0,0,1"
CCCCCNCC(=O)NC(CCl)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NC(CO)CCl,1,"0,0,0,1"
CCCCCNCC(=O)NC(C)C(O)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NC(C)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCC(C)Cl,1,"0,0,0,1"
CCCCCNCC(=O)NCC(O)C(O)C(O)CO,1,"0,0,0,1"
CCCCCN(C)CC(=O)NCC(O)C(O)CO,1,"0,0,0,1"
CCC1CNC(C(=O)NC(CO)C(C)Cl)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(CC)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NC(CC)CO)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(CCl)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NC(CO)CCl)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NC(C)C(O)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NC(C)C(O)CO)N(C)C1,1,"0,0,0,1"
CCC1CC(C(=O)NCC(C)Cl)N(C)C1,1,"0,0,0,1"
CCC1CNC(C(=O)NCC(O)C(O)C(O)CO)C1,1,"0,0,0,1"
CCC1CC(C(=O)NCC(O)C(O)CO)N(C)C1,1,"0,0,0,1"
CCC(C)CCC(=O)NC(C(C)Cl)C(O)CO,1,"0,0,0,1"
CCC(C)CCC(=O)NC(CC)C(O)C(O)CO,1,"0,0,0,1"
