Substructure,Frequency,Percentage0
CC(O)C(O)COC(C)C(CO)OCO,1,20.0
COC(CO)C(CO)OCC(O)C(C)O,1,20.0
CC(O)C(O)COC(C(C)O)C(O)CO,1,20.0
CC(O)C(O)COC(CCO)C(O)CO,1,20.0
CC(O)C(O)COC1COC(O)C(O)C1,1,20.0
CC(O)C(O)COC1COC(O)CC1O,1,20.0
CC(O)C(O)COC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OCC(O)C(C)O,1,20.0
CCC(OCC(O)C(C)O)C(O)CCO,1,20.0
CC(O)C(O)COC(CCO)CCCO,1,20.0
CCC(OCC(O)C(C)O)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OCC(O)C(C)O,1,20.0
CCC(O)C(CCO)OCC(O)C(C)O,1,20.0
CC(O)C(O)COC(C)C(O)C(O)CO,1,20.0
CC(COCC(O)C(C)O)OC(O)CO,1,20.0
CC(O)OC(CO)COCC(O)C(C)O,1,20.0
CC(O)C(O)COCC(CO)OCCO,1,20.0
CC(O)C(O)COCC(O)C(O)C(O)O,1,20.0
CC(O)CC(O)OC1CCC(O)OC1C,1,20.0
CC(O)CC(O)OC1CC(O)COC1C,1,20.0
CC(O)CC(O)OC1C(O)CCOC1C,1,20.0
CC(O)CC(O)OC1CCCOC1CO,1,20.0
CC(O)CC(O)OC(CO)C(C)OCO,1,20.0
CC(O)CC(O)OC(C)C(CO)OCO,1,20.0
COC(CO)C(CO)OC(O)CC(C)O,1,20.0
CC(O)CC(O)OC(C(C)O)C(O)CO,1,20.0
CC(O)CC(O)OC(CCO)C(O)CO,1,20.0
CC(O)CC(O)OC1COC(O)C(O)C1,1,20.0
CC(O)CC(O)OC1COC(O)CC1O,1,20.0
CC(O)CC(O)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(O)CC(C)O,1,20.0
CCC(OC(O)CC(C)O)C(O)CCO,1,20.0
CC(O)CC(O)OC(CCO)CCCO,1,20.0
CCC(OC(O)CC(C)O)C(O)C(C)O,1,20.0
CC(O)CC(O)OC(CCO)CC(C)O,1,20.0
CCC(O)C(CCO)OC(O)CC(C)O,1,20.0
CC(O)CC(O)OC(C)C(O)C(O)CO,1,20.0
CC(O)CC(O)OCC(C)OC(O)CO,1,20.0
CC(O)CC(O)OCC(CO)OC(C)O,1,20.0
CC(O)CC(O)OCC(CO)OCCO,1,20.0
CC(O)CC(O)OCC(O)C(O)C(O)O,1,20.0
CC(O)CCOC1CC(O)C(O)OC1C,1,20.0
CC(O)CCOC1C(O)CC(O)OC1C,1,20.0
CC(O)CCOC1CCC(O)OC1CO,1,20.0
CC(O)CCOC1C(C)OCC(O)C1O,1,20.0
CC(O)CCOC1CC(O)COC1CO,1,20.0
CC(O)CCOC1C(O)CCOC1CO,1,20.0
CC(O)CCOC(CO)C(CO)OCO,1,20.0
CC(O)CCOC(C(O)CO)C(O)CO,1,20.0
CC(O)CCOC1COC(O)C(O)C1O,1,20.0
CCC(OCCC(C)O)C(O)C(O)CO,1,20.0
CC(O)CCOC(CCO)CC(O)CO,1,20.0
CC(O)CCOC(CCO)C(O)CCO,1,20.0
CC(O)CCOC(CCO)C(O)C(C)O,1,20.0
CC(O)CCOCC(CO)OC(O)CO,1,20.0
CCC(O)C(O)OC1CCC(O)OC1C,1,20.0
CCC(O)C(O)OC1CC(O)COC1C,1,20.0
CCC(O)C(O)OC1C(O)CCOC1C,1,20.0
CCC(O)C(O)OC1CCCOC1CO,1,20.0
CCC(O)C(O)OC(CO)C(C)OCO,1,20.0
CCC(O)C(O)OC(C)C(CO)OCO,1,20.0
CCC(O)C(O)OC(CO)C(CO)OC,1,20.0
CCC(O)C(O)OC(C(C)O)C(O)CO,1,20.0
CCC(O)C(O)OC(CCO)C(O)CO,1,20.0
CCC(O)C(O)OC1COC(O)C(O)C1,1,20.0
CCC(O)C(O)OC1COC(O)CC1O,1,20.0
CCC(O)C(O)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(O)C(O)CC,1,20.0
CCC(O)C(O)OC(CC)C(O)CCO,1,20.0
CCC(O)C(O)OC(CCO)CCCO,1,20.0
CCC(O)C(O)OC(CC)C(O)C(C)O,1,20.0
CCC(O)C(O)OC(CCO)CC(C)O,1,20.0
CCC(O)C(O)OC(CCO)C(O)CC,1,20.0
CCC(O)C(O)OC(C)C(O)C(O)CO,1,20.0
CCC(O)C(O)OCC(C)OC(O)CO,1,20.0
CCC(O)C(O)OCC(CO)OC(C)O,1,20.0
CCC(O)C(O)OCC(CO)OCCO,1,20.0
CCC(O)C(O)OCC(O)C(O)C(O)O,1,20.0
CCC(O)COC1CC(O)C(O)OC1C,1,20.0
CCC(O)COC1C(O)CC(O)OC1C,1,20.0
CCC(O)COC1CCC(O)OC1CO,1,20.0
CCC(O)COC1C(C)OCC(O)C1O,1,20.0
CCC(O)COC1CC(O)COC1CO,1,20.0
CCC(O)COC1C(O)CCOC1CO,1,20.0
CCC(O)COC(CO)C(CO)OCO,1,20.0
CCC(O)COC(C(O)CO)C(O)CO,1,20.0
CCC(O)COC1COC(O)C(O)C1O,1,20.0
CCC(O)COC(CC)C(O)C(O)CO,1,20.0
CCC(O)COC(CCO)CC(O)CO,1,20.0
CCC(O)COC(CCO)C(O)CCO,1,20.0
CCC(O)COC(CCO)C(O)C(C)O,1,20.0
CCC(O)COCC(CO)OC(O)CO,1,20.0
CCCC(O)OC1CC(O)C(O)OC1C,1,20.0
CCCC(O)OC1C(O)CC(O)OC1C,1,20.0
CCCC(O)OC1CCC(O)OC1CO,1,20.0
CCCC(O)OC1C(C)OCC(O)C1O,1,20.0
CCCC(O)OC1CC(O)COC1CO,1,20.0
CCCC(O)OC1C(O)CCOC1CO,1,20.0
CCCC(O)OC(CO)C(CO)OCO,1,20.0
CCCC(O)OC(C(O)CO)C(O)CO,1,20.0
CCCC(O)OC1COC(O)C(O)C1O,1,20.0
CCCC(O)OC(CC)C(O)C(O)CO,1,20.0
CCCC(O)OC(CCO)CC(O)CO,1,20.0
CCCC(O)OC(CCO)C(O)CCO,1,20.0
CCCC(O)OC(CCO)C(O)C(C)O,1,20.0
CCCC(O)OCC(CO)OC(O)CO,1,20.0
CCCCOC1C(C)OC(O)C(O)C1O,1,20.0
CCCCOC1CC(O)C(O)OC1CO,1,20.0
CCCCOC1C(O)CC(O)OC1CO,1,20.0
CCCCOC1C(CO)OCC(O)C1O,1,20.0
CCCCOC(CCO)C(O)C(O)CO,1,20.0
CC1OC(O)CCC1OC(O)C(O)CO,1,20.0
CC1OCC(O)CC1OC(O)C(O)CO,1,20.0
CC1OCCC(O)C1OC(O)C(O)CO,1,20.0
OCC(O)C(O)OC1CCCOC1CO,1,20.0
CC(OCO)C(CO)OC(O)C(O)CO,1,20.0
CC(OC(O)C(O)CO)C(CO)OCO,1,20.0
COC(CO)C(CO)OC(O)C(O)CO,1,20.0
CC(O)C(OC(O)C(O)CO)C(O)CO,1,20.0
OCCC(OC(O)C(O)CO)C(O)CO,1,20.0
OCC(O)C(O)OC1COC(O)C(O)C1,1,20.0
OCC(O)C(O)OC1COC(O)CC1O,1,20.0
OCC(O)C(O)OC1COCC(O)C1O,1,20.0
CCC(CC(O)CO)OC(O)C(O)CO,1,20.0
CCC(OC(O)C(O)CO)C(O)CCO,1,20.0
OCCCC(CCO)OC(O)C(O)CO,1,20.0
CCC(OC(O)C(O)CO)C(O)C(C)O,1,20.0
CC(O)CC(CCO)OC(O)C(O)CO,1,20.0
CCC(O)C(CCO)OC(O)C(O)CO,1,20.0
CC(OC(O)C(O)CO)C(O)C(O)CO,1,20.0
CC(COC(O)C(O)CO)OC(O)CO,1,20.0
CC(O)OC(CO)COC(O)C(O)CO,1,20.0
OCCOC(CO)COC(O)C(O)CO,1,20.0
OCC(O)C(O)OCC(O)C(O)C(O)O,1,20.0
CC1OC(O)C(O)CC1OCC(O)CO,1,20.0
CC1OC(O)CC(O)C1OCC(O)CO,1,20.0
OCC(O)COC1CCC(O)OC1CO,1,20.0
CC1OCC(O)C(O)C1OCC(O)CO,1,20.0
OCC(O)COC1CC(O)COC1CO,1,20.0
OCC(O)COC1C(O)CCOC1CO,1,20.0
OCOC(CO)C(CO)OCC(O)CO,1,20.0
OCC(O)COC(C(O)CO)C(O)CO,1,20.0
OCC(O)COC1COC(O)C(O)C1O,1,20.0
CCC(OCC(O)CO)C(O)C(O)CO,1,20.0
OCCC(CC(O)CO)OCC(O)CO,1,20.0
OCCC(O)C(CCO)OCC(O)CO,1,20.0
CC(O)C(O)C(CCO)OCC(O)CO,1,20.0
OCC(O)COCC(CO)OC(O)CO,1,20.0
CC1OC(O)C(O)CC1OC(O)CCO,1,20.0
CC1OC(O)CC(O)C1OC(O)CCO,1,20.0
OCCC(O)OC1CCC(O)OC1CO,1,20.0
CC1OCC(O)C(O)C1OC(O)CCO,1,20.0
OCCC(O)OC1CC(O)COC1CO,1,20.0
OCCC(O)OC1C(O)CCOC1CO,1,20.0
OCCC(O)OC(CO)C(CO)OCO,1,20.0
OCCC(O)OC(C(O)CO)C(O)CO,1,20.0
OCCC(O)OC1COC(O)C(O)C1O,1,20.0
CCC(OC(O)CCO)C(O)C(O)CO,1,20.0
OCCC(O)OC(CCO)CC(O)CO,1,20.0
OCCC(O)OC(CCO)C(O)CCO,1,20.0
CC(O)C(O)C(CCO)OC(O)CCO,1,20.0
OCCC(O)OCC(CO)OC(O)CO,1,20.0
CC1OC(O)C(O)C(O)C1OCCCO,1,20.0
OCCCOC1CC(O)C(O)OC1CO,1,20.0
OCCCOC1C(O)CC(O)OC1CO,1,20.0
OCCCOC1C(CO)OCC(O)C1O,1,20.0
OCCCOC(CCO)C(O)C(O)CO,1,20.0
CC(O)C(O)OC1CC(O)C(O)OC1C,1,20.0
CC(O)C(O)OC1C(O)CC(O)OC1C,1,20.0
CC(O)C(O)OC1CCC(O)OC1CO,1,20.0
CC(O)C(O)OC1C(C)OCC(O)C1O,1,20.0
CC(O)C(O)OC1CC(O)COC1CO,1,20.0
CC(O)C(O)OC1C(O)CCOC1CO,1,20.0
CC(O)C(O)OC(CO)C(CO)OCO,1,20.0
CC(O)C(O)OC(C(O)CO)C(O)CO,1,20.0
CC(O)C(O)OC1COC(O)C(O)C1O,1,20.0
CCC(OC(O)C(C)O)C(O)C(O)CO,1,20.0
CC(O)C(O)OC(CCO)CC(O)CO,1,20.0
CC(O)C(O)OC(CCO)C(O)CCO,1,20.0
CC(O)C(O)OC(CCO)C(O)C(C)O,1,20.0
CC(O)C(O)OCC(CO)OC(O)CO,1,20.0
CC(O)COC1C(C)OC(O)C(O)C1O,1,20.0
CC(O)COC1CC(O)C(O)OC1CO,1,20.0
CC(O)COC1C(O)CC(O)OC1CO,1,20.0
CC(O)COC1C(CO)OCC(O)C1O,1,20.0
CC(O)COC(CCO)C(O)C(O)CO,1,20.0
CCC(O)OC1C(C)OC(O)C(O)C1O,1,20.0
CCC(O)OC1CC(O)C(O)OC1CO,1,20.0
CCC(O)OC1C(O)CC(O)OC1CO,1,20.0
CCC(O)OC1C(CO)OCC(O)C1O,1,20.0
CCC(O)OC(CCO)C(O)C(O)CO,1,20.0
CCCOC1C(CO)OC(O)C(O)C1O,1,20.0
CC1OC(O)C(O)C(O)C1OC(O)CO,1,20.0
OCC(O)OC1CC(O)C(O)OC1CO,1,20.0
OCC(O)OC1C(O)CC(O)OC1CO,1,20.0
OCC(O)OC1C(CO)OCC(O)C1O,1,20.0
OCCC(OC(O)CO)C(O)C(O)CO,1,20.0
OCCOC1C(CO)OC(O)C(O)C1O,1,20.0
CC(O)OC1C(CO)OC(O)C(O)C1O,1,20.0
CC(CO)OC1OC(CO)C(O)C(O)C1O,1,20.0
CCC(C)OC1OC(CO)C(O)C(O)C1O,1,20.0
CC(O)COC1OC(CO)C(O)C(O)C1O,1,20.0
COCCOC1OC(CO)C(O)C(O)C1O,1,20.0
OCCCOC1OC(CO)C(O)C(O)C1O,1,20.0
CCCCOC1OC(CO)C(O)C(O)C1O,1,20.0
CC(O)C(C)OC1CC(O)C(O)C(CO)O1,1,20.0
COCC(C)OC1CC(O)C(O)C(CO)O1,1,20.0
CCC(CO)OC1CC(O)C(O)C(CO)O1,1,20.0
OCC(CO)OC1CC(O)C(O)C(CO)O1,1,20.0
CCC(CC)OC1CC(O)C(O)C(CO)O1,1,20.0
CC(CCO)OC1CC(O)C(O)C(CO)O1,1,20.0
CCCC(C)OC1CC(O)C(O)C(CO)O1,1,20.0
COC(C)COC1CC(O)C(O)C(CO)O1,1,20.0
OCC(O)COC1CC(O)C(O)C(CO)O1,1,20.0
CCOCCOC1CC(O)C(O)C(CO)O1,1,20.0
OCOCCOC1CC(O)C(O)C(CO)O1,1,20.0
OCCCCOC1CC(O)C(O)C(CO)O1,1,20.0
CC(O)CCOC1CC(O)C(O)C(CO)O1,1,20.0
CCC(O)COC1CC(O)C(O)C(CO)O1,1,20.0
CC(O)C(C)OC1OC(CO)C(O)CC1O,1,20.0
COCC(C)OC1OC(CO)C(O)CC1O,1,20.0
CCC(CO)OC1OC(CO)C(O)CC1O,1,20.0
OCC(CO)OC1OC(CO)C(O)CC1O,1,20.0
CCC(CC)OC1OC(CO)C(O)CC1O,1,20.0
CC(CCO)OC1OC(CO)C(O)CC1O,1,20.0
CCCC(C)OC1OC(CO)C(O)CC1O,1,20.0
COC(C)COC1OC(CO)C(O)CC1O,1,20.0
OCC(O)COC1OC(CO)C(O)CC1O,1,20.0
CCOCCOC1OC(CO)C(O)CC1O,1,20.0
OCOCCOC1OC(CO)C(O)CC1O,1,20.0
OCCCCOC1OC(CO)C(O)CC1O,1,20.0
CC(O)CCOC1OC(CO)C(O)CC1O,1,20.0
CCC(O)COC1OC(CO)C(O)CC1O,1,20.0
COC(C)C(C)OC1CCC(O)C(CO)O1,1,20.0
CCC(OC1CCC(O)C(CO)O1)C(C)O,1,20.0
CC(O)C(CO)OC1CCC(O)C(CO)O1,1,20.0
CC(OC1CCC(O)C(CO)O1)C(O)CO,1,20.0
OCC1OC(OC2CCCOC2)CCC1O,1,20.0
CC(COCO)OC1CCC(O)C(CO)O1,1,20.0
COCC(CO)OC1CCC(O)C(CO)O1,1,20.0
OCCC(CO)OC1CCC(O)C(CO)O1,1,20.0
CCCC(CC)OC1CCC(O)C(CO)O1,1,20.0
CCC(CCO)OC1CCC(O)C(CO)O1,1,20.0
CC(CCCO)OC1CCC(O)C(CO)O1,1,20.0
CC(O)CC(C)OC1CCC(O)C(CO)O1,1,20.0
CCC(O)C(C)OC1CCC(O)C(CO)O1,1,20.0
CCOC(C)COC1CCC(O)C(CO)O1,1,20.0
CC(COC1CCC(O)C(CO)O1)OCO,1,20.0
COC(CO)COC1CCC(O)C(CO)O1,1,20.0
CC(O)OCCOC1CCC(O)C(CO)O1,1,20.0
OCCOCCOC1CCC(O)C(CO)O1,1,20.0
OCC1OC(OCCCC(O)O)CCC1O,1,20.0
OCC(O)CCOC1CCC(O)C(CO)O1,1,20.0
OCCC(O)COC1CCC(O)C(CO)O1,1,20.0
CC(O)C(O)COC1CCC(O)C(CO)O1,1,20.0
COC(C)C(C)OCOC(CO)C(O)CO,1,20.0
CCC(OCOC(CO)C(O)CO)C(C)O,1,20.0
CC(O)C(CO)OCOC(CO)C(O)CO,1,20.0
CC(OCOC(CO)C(O)CO)C(O)CO,1,20.0
OCC(O)C(CO)OCOC1CCCOC1,1,20.0
CC(COCO)OCOC(CO)C(O)CO,1,20.0
COCC(CO)OCOC(CO)C(O)CO,1,20.0
OCCC(CO)OCOC(CO)C(O)CO,1,20.0
CCCC(CC)OCOC(CO)C(O)CO,1,20.0
CCC(CCO)OCOC(CO)C(O)CO,1,20.0
CC(CCCO)OCOC(CO)C(O)CO,1,20.0
CC(O)CC(C)OCOC(CO)C(O)CO,1,20.0
CCC(O)C(C)OCOC(CO)C(O)CO,1,20.0
CCOC(C)COCOC(CO)C(O)CO,1,20.0
CC(COCOC(CO)C(O)CO)OCO,1,20.0
COC(CO)COCOC(CO)C(O)CO,1,20.0
CC(O)OCCOCOC(CO)C(O)CO,1,20.0
OCCOCCOCOC(CO)C(O)CO,1,20.0
OCC(O)C(CO)OCOCCCC(O)O,1,20.0
OCC(O)CCOCOC(CO)C(O)CO,1,20.0
OCCC(O)COCOC(CO)C(O)CO,1,20.0
CC(O)C(O)COCOC(CO)C(O)CO,1,20.0
CC(O)C(CO)OCOC1CCCOC1C,1,20.0
CC(O)C(CO)OCOC(C)C(C)OCO,1,20.0
COC(C)C(CO)OCOC(CO)C(C)O,1,20.0
COC(CO)C(C)OCOC(CO)C(C)O,1,20.0
CC(O)C(CO)OCOC(CCO)C(C)O,1,20.0
CC(O)C(CO)OCOC(C(C)O)C(C)O,1,20.0
CCC(OCOC(CO)C(C)O)C(O)CO,1,20.0
CC(O)C(CO)OCOC1CCC(O)OC1,1,20.0
CC(O)C(CO)OCOC1COCC(O)C1,1,20.0
CC(O)C(CO)OCOC1COCCC1O,1,20.0
CC(O)C(CO)OCOC(CO)COCO,1,20.0
CCC(CCCO)OCOC(CO)C(C)O,1,20.0
CCC(CC(C)O)OCOC(CO)C(C)O,1,20.0
CCC(O)C(CC)OCOC(CO)C(C)O,1,20.0
CCCC(CCO)OCOC(CO)C(C)O,1,20.0
CC(O)C(CO)OCOC(CCO)CCO,1,20.0
CC(CC(O)CO)OCOC(CO)C(C)O,1,20.0
CC(O)C(CO)OCOC(C)C(O)CCO,1,20.0
CC(O)C(CO)OCOC(C)C(O)C(C)O,1,20.0
CC(O)OC(C)COCOC(CO)C(C)O,1,20.0
CC(COCOC(CO)C(C)O)OCCO,1,20.0
CCOC(CO)COCOC(CO)C(C)O,1,20.0
CC(O)C(CO)OCOCC(CO)OCO,1,20.0
CC(O)C(CO)OCOCCOC(O)CO,1,20.0
CC(O)C(CO)OCOCCC(O)C(O)O,1,20.0
CC(O)C(CO)OCOCC(O)CC(O)O,1,20.0
CC(O)C(CO)OCOCC(O)C(O)CO,1,20.0
CC(O)C(C)OC1OC(CO)CC(O)C1O,1,20.0
COCC(C)OC1OC(CO)CC(O)C1O,1,20.0
CCC(CO)OC1OC(CO)CC(O)C1O,1,20.0
OCC(CO)OC1OC(CO)CC(O)C1O,1,20.0
CCC(CC)OC1OC(CO)CC(O)C1O,1,20.0
CC(CCO)OC1OC(CO)CC(O)C1O,1,20.0
CCCC(C)OC1OC(CO)CC(O)C1O,1,20.0
COC(C)COC1OC(CO)CC(O)C1O,1,20.0
OCC(O)COC1OC(CO)CC(O)C1O,1,20.0
CCOCCOC1OC(CO)CC(O)C1O,1,20.0
OCOCCOC1OC(CO)CC(O)C1O,1,20.0
OCCCCOC1OC(CO)CC(O)C1O,1,20.0
CC(O)CCOC1OC(CO)CC(O)C1O,1,20.0
CCC(O)COC1OC(CO)CC(O)C1O,1,20.0
COC(C)C(C)OC1CC(O)CC(CO)O1,1,20.0
CCC(OC1CC(O)CC(CO)O1)C(C)O,1,20.0
CC(O)C(CO)OC1CC(O)CC(CO)O1,1,20.0
CC(OC1CC(O)CC(CO)O1)C(O)CO,1,20.0
OCC1CC(O)CC(OC2CCCOC2)O1,1,20.0
CC(COCO)OC1CC(O)CC(CO)O1,1,20.0
COCC(CO)OC1CC(O)CC(CO)O1,1,20.0
OCCC(CO)OC1CC(O)CC(CO)O1,1,20.0
CCCC(CC)OC1CC(O)CC(CO)O1,1,20.0
CCC(CCO)OC1CC(O)CC(CO)O1,1,20.0
CC(CCCO)OC1CC(O)CC(CO)O1,1,20.0
CC(O)CC(C)OC1CC(O)CC(CO)O1,1,20.0
CCC(O)C(C)OC1CC(O)CC(CO)O1,1,20.0
CCOC(C)COC1CC(O)CC(CO)O1,1,20.0
CC(COC1CC(O)CC(CO)O1)OCO,1,20.0
COC(CO)COC1CC(O)CC(CO)O1,1,20.0
CC(O)OCCOC1CC(O)CC(CO)O1,1,20.0
OCCOCCOC1CC(O)CC(CO)O1,1,20.0
OCC1CC(O)CC(OCCCC(O)O)O1,1,20.0
OCC(O)CCOC1CC(O)CC(CO)O1,1,20.0
OCCC(O)COC1CC(O)CC(CO)O1,1,20.0
CC(O)C(O)COC1CC(O)CC(CO)O1,1,20.0
COC(C)C(C)OC1OC(CO)CCC1O,1,20.0
CCC(OC1OC(CO)CCC1O)C(C)O,1,20.0
CC(O)C(CO)OC1OC(CO)CCC1O,1,20.0
CC(OC1OC(CO)CCC1O)C(O)CO,1,20.0
OCC1CCC(O)C(OC2CCCOC2)O1,1,20.0
CC(COCO)OC1OC(CO)CCC1O,1,20.0
COCC(CO)OC1OC(CO)CCC1O,1,20.0
OCCC(CO)OC1OC(CO)CCC1O,1,20.0
CCCC(CC)OC1OC(CO)CCC1O,1,20.0
CCC(CCO)OC1OC(CO)CCC1O,1,20.0
CC(CCCO)OC1OC(CO)CCC1O,1,20.0
CC(O)CC(C)OC1OC(CO)CCC1O,1,20.0
CCC(O)C(C)OC1OC(CO)CCC1O,1,20.0
CCOC(C)COC1OC(CO)CCC1O,1,20.0
CC(COC1OC(CO)CCC1O)OCO,1,20.0
COC(CO)COC1OC(CO)CCC1O,1,20.0
CC(O)OCCOC1OC(CO)CCC1O,1,20.0
OCCOCCOC1OC(CO)CCC1O,1,20.0
OCC1CCC(O)C(OCCCC(O)O)O1,1,20.0
OCC(O)CCOC1OC(CO)CCC1O,1,20.0
OCCC(O)COC1OC(CO)CCC1O,1,20.0
CC(O)C(O)COC1OC(CO)CCC1O,1,20.0
CC1OCCCC1OC1CCCC(CO)O1,1,20.0
CC(OCO)C(C)OC1CCCC(CO)O1,1,20.0
COC(C)C(CO)OC1CCCC(CO)O1,1,20.0
COC(CO)C(C)OC1CCCC(CO)O1,1,20.0
CC(O)C(CCO)OC1CCCC(CO)O1,1,20.0
CC(O)C(OC1CCCC(CO)O1)C(C)O,1,20.0
CCC(OC1CCCC(CO)O1)C(O)CO,1,20.0
OCC1CCCC(OC(CO)C(O)CO)O1,1,20.0
OCC1CCCC(OC2CCC(O)OC2)O1,1,20.0
OCC1CCCC(OC2COCC(O)C2)O1,1,20.0
OCC1CCCC(OC2COCCC2O)O1,1,20.0
OCOCC(CO)OC1CCCC(CO)O1,1,20.0
CCC(CCCO)OC1CCCC(CO)O1,1,20.0
CCC(CC(C)O)OC1CCCC(CO)O1,1,20.0
CCC(O)C(CC)OC1CCCC(CO)O1,1,20.0
CCCC(CCO)OC1CCCC(CO)O1,1,20.0
OCCC(CCO)OC1CCCC(CO)O1,1,20.0
CC(CC(O)CO)OC1CCCC(CO)O1,1,20.0
CC(OC1CCCC(CO)O1)C(O)CCO,1,20.0
CC(O)C(O)C(C)OC1CCCC(CO)O1,1,20.0
CC(O)OC(C)COC1CCCC(CO)O1,1,20.0
CC(COC1CCCC(CO)O1)OCCO,1,20.0
CCOC(CO)COC1CCCC(CO)O1,1,20.0
OCOC(CO)COC1CCCC(CO)O1,1,20.0
OCC(O)OCCOC1CCCC(CO)O1,1,20.0
OCC1CCCC(OCCC(O)C(O)O)O1,1,20.0
OCC1CCCC(OCC(O)CC(O)O)O1,1,20.0
OCC1CCCC(OCC(O)C(O)CO)O1,1,20.0
CC1OCCCC1OCOC(CO)CCO,1,20.0
CC(OCO)C(C)OCOC(CO)CCO,1,20.0
COC(C)C(CO)OCOC(CO)CCO,1,20.0
COC(CO)C(C)OCOC(CO)CCO,1,20.0
CC(O)C(CCO)OCOC(CO)CCO,1,20.0
CC(O)C(OCOC(CO)CCO)C(C)O,1,20.0
CCC(OCOC(CO)CCO)C(O)CO,1,20.0
OCCC(CO)OCOC1CCC(O)OC1,1,20.0
OCCC(CO)OCOC1COCC(O)C1,1,20.0
OCCC(CO)OCOC1COCCC1O,1,20.0
OCCC(CO)OCOC(CO)COCO,1,20.0
CCC(CCCO)OCOC(CO)CCO,1,20.0
CCC(CC(C)O)OCOC(CO)CCO,1,20.0
CCC(O)C(CC)OCOC(CO)CCO,1,20.0
CCCC(CCO)OCOC(CO)CCO,1,20.0
OCCC(CO)OCOC(CCO)CCO,1,20.0
CC(CC(O)CO)OCOC(CO)CCO,1,20.0
CC(OCOC(CO)CCO)C(O)CCO,1,20.0
CC(O)C(O)C(C)OCOC(CO)CCO,1,20.0
CC(O)OC(C)COCOC(CO)CCO,1,20.0
CC(COCOC(CO)CCO)OCCO,1,20.0
CCOC(CO)COCOC(CO)CCO,1,20.0
OCCC(CO)OCOCC(CO)OCO,1,20.0
OCCC(CO)OCOCCOC(O)CO,1,20.0
OCCC(CO)OCOCCC(O)C(O)O,1,20.0
OCCC(CO)OCOCC(O)CC(O)O,1,20.0
OCCC(CO)OCOCC(O)C(O)CO,1,20.0
CCC(CO)OCOC1CCC(O)OC1C,1,20.0
CCC(CO)OCOC1CC(O)COC1C,1,20.0
CCC(CO)OCOC1C(O)CCOC1C,1,20.0
CCC(CO)OCOC1CCCOC1CO,1,20.0
CCC(CO)OCOC(CO)C(C)OCO,1,20.0
CCC(CO)OCOC(C)C(CO)OCO,1,20.0
CCC(CO)OCOC(CO)C(CO)OC,1,20.0
CCC(CO)OCOC(C(C)O)C(O)CO,1,20.0
CCC(CO)OCOC(CCO)C(O)CO,1,20.0
CCC(CO)OCOC1COC(O)C(O)C1,1,20.0
CCC(CO)OCOC1COC(O)CC1O,1,20.0
CCC(CO)OCOC1COCC(O)C1O,1,20.0
CCC(CO)OCOC(CC)CC(O)CO,1,20.0
CCC(CO)OCOC(CC)C(O)CCO,1,20.0
CCC(CO)OCOC(CCO)CCCO,1,20.0
CCC(CO)OCOC(CC)C(O)C(C)O,1,20.0
CCC(CO)OCOC(CCO)CC(C)O,1,20.0
CCC(CO)OCOC(CCO)C(O)CC,1,20.0
CCC(CO)OCOC(C)C(O)C(O)CO,1,20.0
CCC(CO)OCOCC(C)OC(O)CO,1,20.0
CCC(CO)OCOCC(CO)OC(C)O,1,20.0
CCC(CO)OCOCC(CO)OCCO,1,20.0
CCC(CO)OCOCC(O)C(O)C(O)O,1,20.0
COC(C)C(C)OC(CO)OC(CO)CO,1,20.0
CCC(OC(CO)OC(CO)CO)C(C)O,1,20.0
CC(O)C(CO)OC(CO)OC(CO)CO,1,20.0
CC(OC(CO)OC(CO)CO)C(O)CO,1,20.0
OCC(CO)OC(CO)OC1CCCOC1,1,20.0
CC(COCO)OC(CO)OC(CO)CO,1,20.0
COCC(CO)OC(CO)OC(CO)CO,1,20.0
OCCC(CO)OC(CO)OC(CO)CO,1,20.0
CCCC(CC)OC(CO)OC(CO)CO,1,20.0
CCC(CCO)OC(CO)OC(CO)CO,1,20.0
CC(CCCO)OC(CO)OC(CO)CO,1,20.0
CC(O)CC(C)OC(CO)OC(CO)CO,1,20.0
CCC(O)C(C)OC(CO)OC(CO)CO,1,20.0
CCOC(C)COC(CO)OC(CO)CO,1,20.0
CC(COC(CO)OC(CO)CO)OCO,1,20.0
COC(CO)COC(CO)OC(CO)CO,1,20.0
CC(O)OCCOC(CO)OC(CO)CO,1,20.0
OCCOCCOC(CO)OC(CO)CO,1,20.0
OCC(CO)OC(CO)OCCCC(O)O,1,20.0
OCC(O)CCOC(CO)OC(CO)CO,1,20.0
OCCC(O)COC(CO)OC(CO)CO,1,20.0
CC(O)C(O)COC(CO)OC(CO)CO,1,20.0
CC(OC(CO)CO)OC1CCCOC1C,1,20.0
CC(OC(CO)CO)OC(C)C(C)OCO,1,20.0
COC(C)C(CO)OC(C)OC(CO)CO,1,20.0
COC(CO)C(C)OC(C)OC(CO)CO,1,20.0
CC(OC(CO)CO)OC(CCO)C(C)O,1,20.0
CC(OC(CO)CO)OC(C(C)O)C(C)O,1,20.0
CCC(OC(C)OC(CO)CO)C(O)CO,1,20.0
CC(OC(CO)CO)OC(CO)C(O)CO,1,20.0
